Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Горьковская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, внесенных в список избирателей"	16832	223	113	219	931	754	131	218	81	126	637	1213	1299	955	1243	366	190	179	132	73	86	83	675	119	588	67	157	660	105	778	96	538	132	473	111	161	610	157	139	108	844	241	321	116	185	199					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18880	275	145	265	1070	770	180	265	95	125	750	1280	1340	980	1250	415	220	180	175	95	90	85	670	125	710	70	195	820	130	910	125	610	170	480	130	220	760	200	135	145	970	315	405	115	225	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9434	76	66	141	508	400	115	147	61	75	322	755	656	477	619	144	114	105	77	58	51	58	288	84	332	55	112	392	64	543	75	347	82	248	59	109	386	87	67	83	416	95	189	58	122	116					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1350	50	10	20	71	70	6	18	5	13	96	87	61	21	29	49	21	18	23	8	5	12	19	14	67	6	7	74	9	75	0	52	9	43	11	18	62	11	5	10	52	27	30	16	18	22					
6	Число погашенных избирательных бюллетеней	8096	149	69	104	491	300	59	100	29	37	332	438	623	482	602	222	85	57	75	29	34	15	363	27	311	9	76	354	57	292	50	211	79	189	60	93	312	102	63	52	502	193	186	41	85	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1350	50	10	20	71	70	6	18	5	13	96	87	61	21	29	49	21	18	23	8	5	12	19	14	67	6	7	74	9	75	0	52	9	43	11	18	62	11	5	10	52	27	30	16	18	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9347	76	66	141	508	400	115	147	61	75	322	668	656	477	619	144	114	105	77	58	51	58	288	84	332	55	112	392	64	543	75	347	82	248	59	109	386	87	67	83	416	95	189	58	122	116					
9	Число недействительных избирательных бюллетеней	177	1	3	2	6	0	1	2	2	3	9	15	13	5	14	5	3	0	5	1	1	1	4	0	9	0	4	3	0	11	0	15	1	8	3	1	5	1	0	1	6	5	3	1	3	1					
10	Число действительных избирательных бюллетеней	10520	125	73	159	573	470	120	163	64	85	409	740	704	493	634	188	132	123	95	65	55	69	303	98	390	61	115	463	73	607	75	384	90	283	67	126	443	97	72	92	462	117	216	73	137	137					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	509	3	3	3	30	20	3	3	3	3	20	40	40	40	40	5	3	3	3	3	3	3	20	3	20	3	3	20	3	30	3	20	3	20	3	3	20	3	3	3	30	3	10	3	3	3					
