Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
"Наименование Избирательной комиссии:    Тамбов, Советская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803					
1	"Число избирателей, внесенных в список избирателей"	77161	2471	2569	2623	2354	2897	2207	2438	1100	1170	1154	1412	1641	1968	2380	1356	2581	2902	1502	2763	2493	2123	1924	2807	1940	1883	2407	1332	2126	1862	2498	2655	2932	1392	1681	1614	2107	1897					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65750	2200	2350	2500	2000	2500	2000	2000	1000	1000	1000	1000	1500	1500	2000	1000	2200	2500	2000	2500	2000	2000	1500	2500	1500	1600	2000	1000	1500	1500	2000	2500	2500	1100	1500	1300	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	46503	1447	1870	2116	1153	1485	873	1169	500	772	512	799	1000	982	1243	567	1798	1825	1252	1282	1338	1029	1100	1921	765	1509	1782	925	1348	1194	1665	1680	1837	967	1272	897	1311	1318					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2506	87	41	23	92	127	128	42	80	84	48	13	33	49	49	53	18	33	9	26	46	59	133	80	26	59	110	35	115	64	79	114	43	57	142	110	98	101					
6	Число погашенных избирательных бюллетеней	16741	666	439	361	755	888	999	789	420	144	440	188	467	469	708	380	384	642	739	1192	616	912	267	499	709	32	108	40	37	242	256	706	620	76	86	293	91	81					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2506	87	41	23	92	127	128	42	80	84	48	13	33	49	49	53	18	33	9	26	46	59	133	80	26	59	110	35	115	64	79	114	43	57	142	110	98	101					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46138	1444	1814	2116	1143	1481	873	1169	500	761	512	775	1000	982	1243	567	1747	1825	1252	1282	1338	1029	1097	1844	765	1509	1782	912	1339	1155	1656	1639	1832	967	1272	897	1311	1308					
9	Число недействительных избирательных бюллетеней	1354	24	27	198	31	18	11	23	13	35	10	9	27	33	86	6	33	41	21	71	54	11	21	30	8	35	168	11	25	11	23	102	48	13	2	15	40	20					
10	Число действительных избирательных бюллетеней	47290	1507	1828	1941	1204	1590	990	1188	567	810	550	779	1006	998	1206	614	1732	1817	1240	1237	1330	1077	1209	1894	783	1533	1724	936	1429	1208	1712	1651	1827	1011	1412	992	1369	1389					
