Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Чаинская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704					
1	"Число избирателей, внесенных в списки"	9656	363	267	31	401	105	144	230	476	272	323	74	130	408	270	425	556	36	131	160	104	564	37	304	91	300	822	657	533	191	188	143	69	263	588					
2	"Число бюллетеней, полученных участковыми комиссиями"	9886	345	268	33	403	107	146	230	485	272	339	75	142	441	278	435	571	40	149	173	110	585	37	313	99	303	813	680	538	191	193	162	71	265	594					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6868	277	239	29	302	86	116	169	341	198	222	64	87	303	226	312	384	31	107	133	77	394	35	207	64	191	532	442	369	145	137	108	47	127	367					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	581	41	0	0	0	0	0	7	26	35	18	3	23	34	23	25	15	4	11	14	6	45	0	14	19	18	20	34	41	10	2	5	0	54	34					
6	Число погашенных бюллетеней	2437	27	29	4	101	21	30	54	118	39	99	8	32	104	29	98	172	5	31	26	27	146	2	92	16	94	261	204	128	36	54	49	24	84	193					
7	Число бюллетеней в переносных ящиках для голосования	581	41	0	0	0	0	0	7	26	35	18	3	23	34	23	25	15	4	11	14	6	45	0	14	19	18	20	34	41	10	2	5	0	54	34					
8	Число бюллетеней в стационарных ящиках для голосования	6868	277	239	29	302	86	116	169	341	198	222	64	87	303	226	312	384	31	107	133	77	394	35	207	64	191	532	442	369	145	137	108	47	127	367					
9	Число недействительных бюллетеней	77	2	6	0	4	0	1	2	3	2	4	0	0	5	4	5	6	0	1	2	2	0	2	2	1	0	7	4	1	0	4	1	0	5	1					
10	Число действительных бюллетеней	7372	316	233	29	298	86	115	174	364	231	236	67	110	332	245	332	393	35	117	145	81	439	33	219	82	209	545	472	409	155	135	112	47	176	400					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	351	15	5	3	10	3	5	5	15	5	10	5	5	10	6	10	20	5	6	10	5	25	5	10	6	15	25	25	25	5	7	7	5	8	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	1	2	0	0	1	0	1	1	5	2	0	0	2	6	3	5	2	1	10	0	13	0	6	0	6	11	9	2	0	0	1	0	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	2	1	1	1	1	2	2	2	2	1	1	0	1	1	3	1	1	0	2	1	2	1	1	1	2	7	1	1	0	1	1	1	2	2					
14	Число погашенных открепительных удостоверений	252	14	3	3	10	2	5	4	14	0	8	5	5	8	0	7	15	3	5	0	5	12	5	4	6	9	14	16	23	5	7	6	5	6	18					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	151	6	7	0	4	0	1	1	7	7	9	2	1	5	9	5	5	0	4	5	1	8	0	4	1	5	10	4	8	5	5	4	4	8	6					
		2.02%	1.88%	2.92%	0.0%	1.32%	0.0%	0.86%	0.56%	1.90%	3.00%	3.75%	2.98%	0.90%	1.48%	3.61%	1.48%	1.25%	0.0%	3.38%	3.40%	1.20%	1.82%	0.0%	1.80%	1.20%	2.39%	1.81%	0.84%	1.95%	3.22%	3.59%	3.53%	8.51%	4.41%	1.49%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	68	2	1	0	3	1	1	0	4	2	1	0	1	4	1	2	5	0	2	0	0	2	0	3	1	1	9	8	4	0	2	0	0	5	3					
		0.91%	0.62%	0.41%	0.0%	0.99%	1.16%	0.86%	0.0%	1.08%	0.85%	0.41%	0.0%	0.90%	1.18%	0.40%	0.59%	1.25%	0.0%	1.69%	0.0%	0.0%	0.45%	0.0%	1.35%	1.20%	0.47%	1.63%	1.68%	0.97%	0.0%	1.43%	0.0%	0.0%	2.76%	0.74%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	240	14	14	0	7	2	3	3	6	1	4	1	1	9	6	11	17	4	2	4	1	6	1	9	3	4	21	28	15	5	3	8	3	10	14					
		3.22%	4.40%	5.85%	0.0%	2.31%	2.32%	2.58%	1.70%	1.63%	0.42%	1.66%	1.49%	0.90%	2.67%	2.40%	3.26%	4.26%	11.42%	1.69%	2.72%	1.20%	1.36%	2.85%	4.07%	3.61%	1.91%	3.80%	5.88%	3.65%	3.22%	2.15%	7.07%	6.38%	5.52%	3.49%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	86	5	1	0	3	0	0	0	1	0	1	0	1	2	4	6	11	0	0	2	0	4	0	7	0	0	8	15	7	1	1	0	0	3	3					
		1.15%	1.57%	0.41%	0.0%	0.99%	0.0%	0.0%	0.0%	0.27%	0.0%	0.41%	0.0%	0.90%	0.59%	1.60%	1.78%	2.75%	0.0%	0.0%	1.36%	0.0%	0.91%	0.0%	3.16%	0.0%	0.0%	1.44%	3.15%	1.70%	0.64%	0.71%	0.0%	0.0%	1.65%	0.74%					
22	"5. ""За Русь Святую"""	44	1	1	0	3	0	0	0	2	0	1	0	3	6	2	1	4	1	0	0	0	2	0	1	2	2	1	2	1	0	0	3	3	0	2					
		0.59%	0.31%	0.41%	0.0%	0.99%	0.0%	0.0%	0.0%	0.54%	0.0%	0.41%	0.0%	2.72%	1.78%	0.80%	0.29%	1.00%	2.85%	0.0%	0.0%	0.0%	0.45%	0.0%	0.45%	2.40%	0.95%	0.18%	0.42%	0.24%	0.0%	0.0%	2.65%	6.38%	0.0%	0.49%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	4	0	0	1	0	0	0	4	1	1	0	0	4	1	3	3	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	1	0	0					
		0.38%	1.25%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	1.08%	0.42%	0.41%	0.0%	0.0%	1.18%	0.40%	0.89%	0.75%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.71%	0.0%	2.12%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	2	3	0	1	0	1	0	2	3	0	0	0	0	3	5					
		0.36%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	2.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	2.40%	0.68%	0.0%	0.45%	0.0%	0.47%	0.0%	0.42%	0.73%	0.0%	0.0%	0.0%	0.0%	1.65%	1.24%					
25	"8. ""Народно-республиканская партия России"""	18	0	3	0	0	0	0	1	0	1	1	0	0	0	2	1	2	0	0	0	0	0	0	2	0	0	1	0	1	1	2	0	0	0	0					
		0.24%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.42%	0.41%	0.0%	0.0%	0.0%	0.80%	0.29%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.18%	0.0%	0.24%	0.64%	1.43%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.21%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	286	3	15	2	15	15	9	21	32	5	23	3	0	2	5	17	28	0	5	3	3	15	2	10	6	8	12	7	4	2	2	3	0	3	6					
		3.83%	0.94%	6.27%	6.89%	4.96%	17.44%	7.75%	11.93%	8.71%	2.14%	9.58%	4.47%	0.0%	0.59%	2.00%	5.04%	7.01%	0.0%	4.23%	2.04%	3.61%	3.41%	5.71%	4.52%	7.22%	3.82%	2.17%	1.47%	0.97%	1.29%	1.43%	2.65%	0.0%	1.65%	1.49%					
28	"11. ""Истинные патриоты России"""	6	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	1.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
