Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Шаховская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №3170	УИК №3171	УИК №3172	УИК №3173	УИК №3174	УИК №3175	УИК №3176	УИК №3177	УИК №3178	УИК №3179	УИК №3180	УИК №3181	УИК №3182	УИК №3183	УИК №3184					
1	"Число избирателей, внесенных в список избирателей"	19869	2339	1978	1814	2082	870	994	1067	1049	588	889	1163	1412	1920	806	898					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19750	2300	1950	1800	2050	850	950	1100	1050	600	900	1150	1400	1900	800	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8041	1011	892	953	934	362	410	432	338	205	345	420	469	708	261	301					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1210	26	50	32	79	37	24	88	92	79	67	91	157	176	56	156					
6	Число погашенных избирательных бюллетеней	10499	1263	1008	815	1037	451	516	580	620	316	488	639	774	1016	483	493					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1209	26	50	32	79	37	24	88	92	79	67	91	156	176	56	156					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8039	1009	892	953	934	362	410	432	338	205	345	420	469	708	261	301					
9	Число недействительных избирательных бюллетеней	275	36	28	31	33	8	13	11	11	12	14	21	16	19	9	13					
10	Число действительных избирательных бюллетеней	8973	999	914	954	980	391	421	509	419	272	398	490	609	865	308	444					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	386	56	30	30	31	10	9	40	30	15	20	17	23	20	15	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	377	55	30	30	31	8	9	40	30	15	17	17	23	20	12	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	206	14	39	13	26	8	9	18	12	5	9	17	6	18	5	7					
14	Число погашенных неиспользованных открепительных удостоверений	9	1	0	0	0	2	0	0	0	0	3	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	2	1	3	0	1	1	1	0	1	0	0	2	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1459	167	158	152	155	66	73	77	48	50	56	76	83	174	70	54					
		15.78%	16.14%	16.77%	15.43%	15.30%	16.54%	16.82%	14.81%	11.16%	17.61%	13.59%	14.87%	13.28%	19.68%	22.08%	11.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1987	211	212	213	244	87	98	101	67	57	78	109	145	182	61	122					
		21.49%	20.39%	22.51%	21.62%	24.09%	21.80%	22.58%	19.42%	15.58%	20.07%	18.93%	21.33%	23.20%	20.59%	19.24%	26.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	113	11	11	9	14	2	4	9	1	5	4	6	8	14	7	8					
		1.22%	1.06%	1.17%	0.91%	1.38%	0.50%	0.92%	1.73%	0.23%	1.76%	0.97%	1.17%	1.28%	1.58%	2.21%	1.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2033	271	238	253	256	93	91	111	74	46	61	98	133	173	57	78					
		21.98%	26.18%	25.27%	25.69%	25.27%	23.31%	20.97%	21.35%	17.21%	16.20%	14.81%	19.18%	21.28%	19.57%	17.98%	17.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	297	42	30	31	40	20	14	11	12	7	3	24	16	32	3	12					
		3.21%	4.06%	3.18%	3.15%	3.95%	5.01%	3.23%	2.12%	2.79%	2.46%	0.73%	4.70%	2.56%	3.62%	0.95%	2.63%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3033	290	260	292	263	119	140	197	214	106	194	175	219	287	108	169					
		32.80%	28.02%	27.60%	29.64%	25.96%	29.82%	32.26%	37.88%	49.77%	37.32%	47.09%	34.25%	35.04%	32.47%	34.07%	36.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	51	7	5	4	8	4	1	3	3	1	2	2	5	3	2	1					
		0.55%	0.68%	0.53%	0.41%	0.79%	1.00%	0.23%	0.58%	0.70%	0.35%	0.49%	0.39%	0.80%	0.34%	0.63%	0.22%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
