Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Шаховская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143					
1	"Число избирателей, внесенных в списки избирателей"	19000	2273	2000	1899	1950	834	1005	1045	833	549	832	1073	1294	1798	759	856					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18650	2200	1950	1900	1900	800	950	1050	800	550	850	1050	1250	1750	750	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8797	1036	999	1017	969	392	457	477	363	189	411	423	551	821	333	359					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1692	27	58	43	61	61	54	150	138	115	110	124	248	198	93	212					
6	Число погашенных избирательных бюллетеней	8161	1137	893	840	870	347	439	423	299	246	329	503	451	731	324	329					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1692	27	58	43	61	61	54	150	138	115	110	124	248	198	93	212					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8796	1036	999	1017	969	392	456	477	363	189	411	423	551	821	333	359					
9	Число недействительных избирательных бюллетеней	121	20	11	15	17	5	5	5	3	1	3	2	10	14	3	7					
10	Число действительных избирательных бюллетеней	10367	1043	1046	1045	1013	448	505	622	498	303	518	545	789	1005	423	564					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	503	34	34	34	34	34	34	34	34	33	33	33	33	33	33	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	290	29	23	24	21	6	8	30	6	17	20	10	26	26	11	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	118	11	28	13	7	2	3	12	2	5	3	9	8	10	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	213	5	11	10	13	28	26	4	28	16	13	23	7	7	22	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	1	3	1	4	0	0	1	2	17	0	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	408	25	51	39	32	22	16	25	18	13	14	21	21	42	25	44					
		3.89%	2.35%	4.82%	3.68%	3.11%	4.86%	3.14%	3.99%	3.59%	4.28%	2.69%	3.84%	2.63%	4.12%	5.87%	7.71%					
19	2.Всероссийская политическая партия «Гражданская Сила»	102	20	12	8	13	11	9	4	3	0	5	3	2	8	0	4					
		0.97%	1.88%	1.14%	0.75%	1.26%	2.43%	1.76%	0.64%	0.60%	0.00%	0.96%	0.55%	0.25%	0.79%	0.00%	0.70%					
