Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Октябрьская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085					
1	"Число избирателей, внесенных в списки"	77632	630	1359	2193	2138	2025	1922	1991	1923	2315	2561	550	1851	2007	2125	2235	2029	2314	2242	2128	2286	1392	962	2403	2482	2150	1959	2138	3059	3103	3206	3123	3192	3109	2016	3109	1405					
2	"Число бюллетеней, полученных участковыми комиссиями"	73930	600	1280	2150	2020	2050	1920	1970	1900	2170	2350	550	1730	1880	2080	2160	1930	2270	2250	2030	2060	1340	930	2300	2340	2030	1780	1990	2830	3030	3120	2920	2740	3070	1970	2950	1240					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	53518	398	965	1624	1497	1401	1389	1484	1370	1419	1798	475	1213	1364	1509	1600	1507	1792	1654	1423	1471	938	659	1614	1538	1404	1415	1545	2048	2215	2212	2199	1991	2032	1349	2123	883					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1564	30	39	35	31	42	47	28	52	50	84	0	105	69	80	55	44	18	33	57	29	24	22	25	94	27	15	19	12	42	14	102	64	26	10	91	49					
6	Число погашенных бюллетеней	18848	172	276	491	492	607	484	458	478	701	468	75	412	447	491	505	379	460	563	550	560	378	249	661	708	599	350	426	770	773	894	619	685	1012	611	736	308					
7	Число бюллетеней в переносных ящиках для голосования	1547	30	39	35	31	42	47	28	52	50	84	0	105	69	80	55	44	18	33	57	29	24	22	25	94	27	15	19	12	42	14	102	47	26	10	91	49					
8	Число бюллетеней в стационарных ящиках для голосования	53364	398	965	1612	1484	1401	1349	1484	1370	1419	1798	475	1213	1364	1509	1600	1507	1792	1651	1423	1470	938	659	1614	1538	1403	1415	1545	2048	2215	2212	2113	2000	2031	1349	2117	883					
9	Число недействительных бюллетеней	1356	25	38	37	27	119	40	34	37	28	70	22	28	34	32	46	41	32	41	35	32	26	16	39	19	25	33	19	33	55	42	91	32	25	24	53	26					
10	Число действительных бюллетеней	53555	403	966	1610	1488	1324	1356	1478	1385	1441	1812	453	1290	1399	1557	1609	1510	1778	1643	1445	1467	936	665	1600	1613	1405	1397	1545	2027	2202	2184	2124	2015	2032	1335	2155	906					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1566	20	30	50	40	40	40	40	40	30	50	0	30	30	76	50	40	70	50	40	40	20	20	50	50	115	40	40	60	60	45	45	55	50	40	50	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1416	6	27	32	30	39	34	34	40	22	35	0	26	30	75	46	38	69	50	40	39	20	19	49	43	89	39	38	53	60	45	45	55	50	38	41	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	872	12	8	19	48	14	25	13	11	8	64	0	18	50	39	67	18	21	16	10	12	10	3	30	60	13	17	11	6	18	10	108	44	13	30	12	14					
14	Число погашенных открепительных удостоверений	150	14	3	18	10	1	6	6	0	8	15	0	4	0	1	4	2	1	0	0	1	0	1	1	7	26	1	2	7	0	0	0	0	0	2	9	0					
15	Число открепительных удостоверений выданных ТИК	34	0	0	1	2	0	0	1	0	0	0	0	1	0	1	1	1	0	3	1	0	0	0	3	4	0	0	1	3	2	2	3	0	2	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	820	14	23	19	26	25	14	18	17	14	47	3	25	32	35	19	17	35	23	22	12	18	7	32	26	16	21	25	31	22	40	28	26	28	25	19	16					
		1.49%	3.27%	2.29%	1.15%	1.71%	1.73%	1.00%	1.19%	1.19%	0.95%	2.49%	0.63%	1.89%	2.23%	2.20%	1.14%	1.09%	1.93%	1.36%	1.48%	0.80%	1.87%	1.02%	1.95%	1.59%	1.11%	1.46%	1.59%	1.50%	0.97%	1.79%	1.26%	1.27%	1.36%	1.83%	0.86%	1.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2555	11	49	64	59	66	63	56	80	62	74	1	64	105	88	59	70	69	60	69	54	56	36	62	69	78	75	94	90	128	127	105	95	121	60	92	44					
		4.65%	2.57%	4.88%	3.88%	3.89%	4.57%	4.51%	3.70%	5.62%	4.22%	3.93%	0.21%	4.85%	7.32%	5.53%	3.56%	4.51%	3.81%	3.56%	4.66%	3.60%	5.82%	5.28%	3.78%	4.22%	5.45%	5.24%	6.01%	4.36%	5.67%	5.70%	4.74%	4.64%	5.88%	4.41%	4.16%	4.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1862	13	32	57	54	5	57	76	53	50	62	23	51	48	41	39	77	53	78	46	72	48	31	76	49	45	33	52	48	46	65	93	75	73	34	78	29					
		3.39%	3.03%	3.18%	3.46%	3.56%	0.34%	4.08%	5.02%	3.72%	3.40%	3.29%	4.84%	3.86%	3.34%	2.58%	2.35%	4.96%	2.92%	4.63%	3.10%	4.80%	4.98%	4.55%	4.63%	3.00%	3.14%	2.30%	3.32%	2.33%	2.03%	2.92%	4.19%	3.66%	3.54%	2.50%	3.53%	3.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3359	14	62	125	92	100	91	108	87	85	63	5	74	100	103	126	80	95	115	99	97	60	52	117	85	100	47	101	106	163	145	142	112	131	112	126	39					
		6.11%	3.27%	6.17%	7.58%	6.07%	6.93%	6.51%	7.14%	6.11%	5.78%	3.34%	1.05%	5.61%	6.97%	6.48%	7.61%	5.15%	5.24%	6.82%	6.68%	6.47%	6.23%	7.63%	7.13%	5.20%	6.99%	3.28%	6.45%	5.14%	7.22%	6.51%	6.41%	5.47%	6.36%	8.24%	5.70%	4.18%					
22	"5. ""За Русь Святую"""	251	1	1	8	6	6	10	15	9	7	6	5	6	6	5	10	8	6	9	14	6	5	5	10	4	1	6	3	9	9	12	16	5	4	8	7	3					
		0.45%	0.23%	0.09%	0.48%	0.39%	0.41%	0.71%	0.99%	0.63%	0.47%	0.31%	1.05%	0.45%	0.41%	0.31%	0.60%	0.51%	0.33%	0.53%	0.94%	0.40%	0.51%	0.73%	0.61%	0.24%	0.06%	0.41%	0.19%	0.43%	0.39%	0.53%	0.72%	0.24%	0.19%	0.58%	0.31%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	189	2	1	8	6	6	3	3	4	7	2	0	3	4	1	6	8	10	4	7	2	8	1	8	5	7	0	5	9	10	4	16	11	7	5	2	4					
		0.34%	0.46%	0.09%	0.48%	0.39%	0.41%	0.21%	0.19%	0.28%	0.47%	0.10%	0.0%	0.22%	0.27%	0.06%	0.36%	0.51%	0.55%	0.23%	0.47%	0.13%	0.83%	0.14%	0.48%	0.30%	0.48%	0.0%	0.31%	0.43%	0.44%	0.17%	0.72%	0.53%	0.34%	0.36%	0.09%	0.42%					
24	"7. ""Новый курс - Автомобильная Россия"""	788	5	18	14	24	19	25	25	19	18	31	3	20	15	24	19	23	20	19	19	19	14	9	25	17	26	17	19	28	32	52	28	39	19	22	43	19					
		1.43%	1.16%	1.79%	0.85%	1.58%	1.31%	1.79%	1.65%	1.33%	1.22%	1.64%	0.63%	1.51%	1.04%	1.51%	1.14%	1.48%	1.10%	1.12%	1.28%	1.26%	1.45%	1.32%	1.52%	1.04%	1.81%	1.18%	1.21%	1.35%	1.41%	2.33%	1.26%	1.90%	0.92%	1.61%	1.94%	2.03%					
25	"8. ""Народно-республиканская партия России"""	123	4	7	1	4	5	1	4	2	0	6	1	3	1	1	3	3	5	4	8	3	1	0	1	2	0	4	24	1	0	3	6	6	4	1	1	3					
