Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Наровчатская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825					
1	"Число избирателей, внесенных в списки избирателей"	10304	57	70	445	576	303	233	563	46	472	225	88	387	137	584	152	142	201	227	101	156	252	135	139	157	233	287	2113	1397	300	126					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9705	56	66	405	560	280	205	515	45	440	220	87	350	130	530	151	137	199	213	95	150	250	135	135	151	218	275	1967	1331	284	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7632	45	47	327	439	175	159	440	42	412	197	84	326	98	471	126	114	157	200	61	133	206	97	99	123	179	206	1450	892	232	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	829	9	13	72	39	53	29	23	0	28	0	0	5	14	36	20	11	17	13	17	10	11	23	24	18	36	54	57	158	22	17					
6	Число погашенных избирательных бюллетеней	1244	2	6	6	82	52	17	52	3	0	23	3	19	18	23	5	12	25	0	17	7	33	15	12	10	3	15	460	281	30	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	829	9	13	72	39	53	29	23	0	28	0	0	5	14	36	20	11	17	13	17	10	11	23	24	18	36	54	57	158	22	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7632	45	47	327	439	175	159	440	42	412	197	84	326	98	471	126	114	157	200	61	133	206	97	99	123	179	206	1450	892	232	95					
9	Число недействительных избирательных бюллетеней	128	0	1	14	3	5	0	1	1	13	2	0	9	0	11	9	3	2	4	5	4	10	8	2	1	2	10	3	0	2	3					
10	Число действительных избирательных бюллетеней	8333	54	59	385	475	223	188	462	41	427	195	84	322	112	496	137	122	172	209	73	139	207	112	121	140	213	250	1504	1050	252	109					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	2	2	8	11	6	4	10	2	8	4	2	7	2	14	2	2	3	4	2	3	4	2	2	3	4	5	39	25	6	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	100	0	0	2	2	3	0	3	0	0	0	0	0	1	14	1	0	0	0	1	3	2	0	0	0	2	1	39	25	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	1	2	2	2	2	4	1	0	2	1	1	3	3	2	1	2	2	3	1	1	1	1	1	0	0	2	4	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	90	2	2	6	9	3	4	7	2	8	4	2	7	1	0	1	2	3	4	1	0	2	2	2	3	2	4	0	0	5	2					
