Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Зейская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314					
1	"Число избирателей, внесенных в списки"	21113	2193	1663	1679	1082	1354	1590	2000	2477	2455	1963	1947	710					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	1900	1600	1600	1000	1400	1500	1900	2300	2300	1900	1900	700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9784	1231	804	958	573	717	693	860	958	1032	836	770	352					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	485	25	15	21	27	15	67	77	79	61	37	56	5					
6	Число погашенных бюллетеней	9731	644	781	621	400	668	740	963	1263	1207	1027	1074	343					
7	Число бюллетеней в переносных ящиках для голосования	485	25	15	21	27	15	67	77	79	61	37	56	5					
8	Число бюллетеней в стационарных ящиках для голосования	9783	1231	804	957	573	717	693	860	958	1032	836	770	352					
9	Число недействительных бюллетеней	75	25	5	8	2	2	3	9	4	7	3	3	4					
10	Число действительных бюллетеней	10193	1231	814	970	598	730	757	928	1033	1086	870	823	353					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	67	9	13	2	2	6	5	5	3	6	4	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	5	3	5	1	2	2	1	1	2	3	4	4					
14	Число погашенных открепительных удостоверений	173	11	7	18	18	14	15	15	17	14	16	10	18					
15	Число открепительных удостоверений выданных ТИК	10	0	1	0	1	1	1	1	0	2	2	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	84	10	7	7	2	2	6	10	13	7	12	4	4					
		0.81%	0.79%	0.85%	0.71%	0.33%	0.27%	0.78%	1.06%	1.25%	0.64%	1.37%	0.48%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	163	32	19	11	9	19	11	10	12	13	10	13	4					
		1.58%	2.54%	2.31%	1.12%	1.5%	2.59%	1.44%	1.06%	1.15%	1.18%	1.14%	1.57%	1.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	283	28	15	30	20	11	29	31	20	40	21	29	9					
		2.75%	2.22%	1.83%	3.06%	3.33%	1.50%	3.81%	3.30%	1.92%	3.65%	2.40%	3.51%	2.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	419	81	28	37	32	38	31	35	39	27	22	36	13					
		4.08%	6.44%	3.41%	3.78%	5.33%	5.19%	4.07%	3.73%	3.76%	2.47%	2.52%	4.35%	3.64%					
22	"5. ""За Русь Святую"""	73	10	2	5	6	6	9	6	10	7	4	8	0					
		0.71%	0.79%	0.24%	0.51%	1.0%	0.81%	1.18%	0.64%	0.96%	0.64%	0.45%	0.96%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	5	4	0	0	2	0	5	3	4	1	0	1					
		0.24%	0.39%	0.48%	0.0%	0.0%	0.27%	0.0%	0.53%	0.28%	0.36%	0.11%	0.0%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	49	10	6	0	1	4	2	2	4	7	3	9	1					
		0.47%	0.79%	0.73%	0.0%	0.16%	0.54%	0.26%	0.21%	0.38%	0.64%	0.34%	1.08%	0.28%					
25	"8. ""Народно-республиканская партия России"""	7	1	0	0	1	1	3	0	1	0	0	0	0					
		0.06%	0.07%	0.0%	0.0%	0.16%	0.13%	0.39%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	6	2	3	0	1	1	3	3	6	1	2	0					
		0.27%	0.47%	0.24%	0.30%	0.0%	0.13%	0.13%	0.32%	0.28%	0.54%	0.11%	0.24%	0.0%					
27	"10. ""Аграрная партия России"""	185	28	5	12	11	12	20	19	26	19	19	9	5					
		1.80%	2.22%	0.61%	1.22%	1.83%	1.63%	2.63%	2.02%	2.50%	1.73%	2.17%	1.08%	1.40%					
28	"11. ""Истинные патриоты России"""	9	1	0	2	0	1	2	0	2	1	0	0	0					
		0.08%	0.07%	0.0%	0.20%	0.0%	0.13%	0.26%	0.0%	0.19%	0.09%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	6	2	6	3	2	6	1	6	10	3	4	2					
		0.49%	0.47%	0.24%	0.61%	0.5%	0.27%	0.78%	0.10%	0.57%	0.91%	0.34%	0.48%	0.56%					
30	"13. ""Демократическая партия России"""	36	2	6	4	0	1	2	0	2	8	8	2	1					
		0.35%	0.15%	0.73%	0.40%	0.0%	0.13%	0.26%	0.0%	0.19%	0.73%	0.91%	0.24%	0.28%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	2	3	1	2	0	4	4	3	0	6	0	0					
		0.24%	0.15%	0.36%	0.10%	0.33%	0.0%	0.52%	0.42%	0.28%	0.0%	0.68%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	3	4	2	1	0	0	2	2	1	2	1	1					
		0.18%	0.23%	0.48%	0.20%	0.16%	0.0%	0.0%	0.21%	0.19%	0.09%	0.22%	0.12%	0.28%					
33	"16. ""Родина"" (народно-патриотический союз)"""	703	113	50	82	47	54	44	51	73	69	40	65	15					
		6.84%	8.99%	6.10%	8.38%	7.83%	7.37%	5.78%	5.44%	7.03%	6.31%	4.58%	7.86%	4.20%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	1	1	2	2	1	4	0	2	3	1	3	0					
		0.19%	0.07%	0.12%	0.20%	0.33%	0.13%	0.52%	0.0%	0.19%	0.27%	0.11%	0.36%	0.0%					
35	"18. ""ЛДПР"""	1763	169	142	185	104	126	137	154	195	194	159	129	69					
		17.16%	13.45%	17.33%	18.91%	17.33%	17.21%	18.02%	16.43%	18.80%	17.74%	18.21%	15.61%	19.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	310	28	18	21	11	27	34	43	33	37	24	27	7					
		3.01%	2.22%	2.19%	2.14%	1.83%	3.68%	4.47%	4.58%	3.18%	3.38%	2.74%	3.26%	1.96%					
37	"20. ""Политическая партия ""Единая Россия"""	3855	483	323	384	235	266	240	371	342	384	338	339	150					
		37.54%	38.45%	39.43%	39.26%	39.16%	36.33%	31.57%	39.59%	32.97%	35.13%	38.71%	41.04%	42.01%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	3	4	1	1	1	2	1	2	3	2	0	6					
		0.25%	0.23%	0.48%	0.10%	0.16%	0.13%	0.26%	0.10%	0.19%	0.27%	0.22%	0.0%	1.68%					
39	"22. ""Развитие предпринимательства"""	24	4	5	0	0	1	4	3	3	2	1	1	0					
		0.23%	0.31%	0.61%	0.0%	0.0%	0.13%	0.52%	0.32%	0.28%	0.18%	0.11%	0.12%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1527	146	110	131	87	103	124	135	192	196	150	110	43					
		14.87%	11.62%	13.43%	13.39%	14.5%	14.07%	16.31%	14.40%	18.51%	17.93%	17.18%	13.31%	12.04%					
																			
41	Против всех	509	59	58	44	23	51	42	42	45	48	43	32	22					
		4.95%	4.69%	7.08%	4.49%	3.83%	6.96%	5.52%	4.48%	4.33%	4.39%	4.92%	3.87%	6.16%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
