Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ижморская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216					
1	"Число избирателей, внесенных в списки"	11830	375	90	348	312	556	184	103	683	132	364	280	437	324	106	503	160	62	323	67	65	481	188	82	632	62	71	275	830	871	904	862	735	253	110					
2	"Число бюллетеней, полученных участковыми комиссиями"	12550	390	100	360	330	570	190	105	720	135	380	300	440	330	120	530	180	70	335	70	80	490	200	90	650	60	70	300	920	925	940	950	820	280	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8684	293	81	307	182	393	162	94	536	132	331	222	314	247	84	377	154	58	286	63	60	309	151	67	420	45	64	226	519	636	562	559	495	154	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1194	54	9	41	96	94	7	8	98	0	24	44	60	25	15	59	6	2	13	3	5	82	21	9	70	14	4	21	63	41	64	47	61	34	0					
6	Число погашенных бюллетеней	2672	43	10	12	52	83	21	3	86	3	25	34	66	58	21	94	20	10	36	4	15	99	28	14	160	1	2	53	338	248	314	344	264	92	19					
7	Число бюллетеней в переносных ящиках для голосования	1194	54	9	41	96	94	7	8	98	0	24	44	60	25	15	59	6	2	13	3	5	82	21	9	70	14	4	21	63	41	64	47	61	34	0					
8	Число бюллетеней в стационарных ящиках для голосования	8683	293	81	307	182	393	162	94	536	132	331	222	314	247	84	377	154	58	286	63	60	308	151	67	420	45	64	226	519	636	562	559	495	154	101					
9	Число недействительных бюллетеней	157	6	0	4	2	1	1	1	9	1	51	0	12	3	1	8	0	0	0	0	4	0	7	2	3	0	0	0	9	15	10	3	4	0	0					
10	Число действительных бюллетеней	9720	341	90	344	276	486	168	101	625	131	304	266	362	269	98	428	160	60	299	66	61	390	165	74	487	59	68	247	573	662	616	603	552	188	101					
