Выборы Президента Российской Федерации																																																																																			
Дата голосования: 18.03.2018																																																																																			
																																																																																			
"Наименование Избирательной комиссии:    Калининград, Ленинградская"																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	72																																																																																	
																																																																																			
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248									
1	"Число избирателей, включенных в список избирателей"	154407	607	459	326	3573	1690	1578	1643	2358	3040	2449	1975	2611	2246	2323	2131	2076	1969	2033	2053	2248	2100	2146	1900	2002	2099	1969	2153	1909	1397	2293	2051	2182	2002	2279	2370	1905	2683	2111	3363	2916	1864	2431	1926	2575	2393	2102	1847	1935	2171	2127	2414	2167	1901	1991	2196	2373	2236	2199	2030	1890	2359	2198	1870	1907	2550	2040	3026	2010	2873	2720	2616	2252									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	139150	600	450	300	2500	1500	1500	1600	2000	2700	2000	1800	2500	2000	2000	2000	2000	1800	1800	2000	2000	2000	2000	1800	2000	2000	1900	2000	1500	1200	2000	1900	1900	1900	2000	2000	1800	2400	1900	3000	2600	1800	2100	1900	2500	2000	2000	1700	1800	2000	2000	2000	2000	1600	2000	2000	2000	1800	1800	2000	1700	2200	2000	1600	1600	2500	1900	2700	1700	2700	2700	2000	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	88727	388	321	100	2165	996	864	949	1525	1615	1279	1058	1489	1223	1201	1292	1263	1221	1222	1167	1223	1220	1291	1058	1114	1159	1099	1223	1019	757	1315	1133	1082	1090	1294	1248	1111	1624	1277	2015	1616	1104	1382	1068	1537	1463	1278	981	980	1193	1222	1428	1231	956	1146	1209	1134	1251	1268	1257	994	1336	1305	1101	1167	1666	1333	2034	1164	1773	1692	1507	1261									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2035	161	121	177	23	18	11	16	6	13	31	14	16	33	30	31	26	19	14	30	40	76	10	42	26	36	43	28	24	17	40	69	96	23	37	14	36	30	15	32	21	12	23	25	10	12	11	19	16	15	9	9	16	12	10	20	12	19	9	16	32	11	28	14	14	9	14	13	17	20	11	9	23									
6	Число погашенных избирательных бюллетеней	48378	51	8	23	312	486	625	635	469	1072	690	728	995	744	769	677	711	560	564	803	737	701	697	700	860	805	758	749	457	426	645	698	722	787	666	739	653	746	608	953	963	684	695	807	953	525	711	700	804	792	769	563	753	632	844	771	854	530	523	727	673	853	667	485	419	825	553	653	519	907	997	482	716									
