Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Шарьинская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672					
1	"Число избирателей, внесенных в списки"	32295	1896	3025	3019	2499	1786	1339	429	1302	975	1576	2043	2491	2089	1366	2112	1603	1520	1225					
2	"Число бюллетеней, полученных участковыми комиссиями"	31780	1860	2990	2980	2500	1760	1320	430	1280	950	1540	2000	2450	2050	1350	2070	1570	1480	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13928	655	1263	1450	1176	713	472	175	484	407	675	1033	1265	1092	552	836	681	557	442					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	532	28	32	44	33	22	24	35	34	15	26	24	58	20	15	13	34	39	36					
6	Число погашенных бюллетеней	17320	1177	1695	1486	1291	1025	824	220	762	528	839	943	1127	938	783	1221	855	884	722					
7	Число бюллетеней в переносных ящиках для голосования	532	28	32	44	33	22	24	35	34	15	26	24	58	20	15	13	34	39	36					
8	Число бюллетеней в стационарных ящиках для голосования	13909	654	1261	1450	1174	713	472	175	484	407	675	1033	1265	1092	552	829	674	557	442					
9	Число недействительных бюллетеней	131	3	10	10	23	11	3	3	5	2	8	9	5	5	5	13	6	3	7					
10	Число действительных бюллетеней	14310	679	1283	1484	1184	724	493	207	513	420	693	1048	1318	1107	562	829	702	593	471					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	390	20	25	25	25	20	20	10	20	20	20	25	30	25	20	25	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	2	4	6	8	6	0	1	5	4	2	3	7	4	4	8	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	5	4	5	2	0	3	3	6	1	3	4	3	7	8	9	5	4	3					
14	Число погашенных открепительных удостоверений	321	18	21	19	17	14	20	9	15	16	18	22	23	21	16	17	18	18	19					
15	Число открепительных удостоверений выданных ТИК	12	0	2	0	1	1	0	1	0	0	1	3	0	0	2	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	126	4	13	13	15	8	5	1	7	4	7	7	14	9	4	3	3	4	5					
