Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Жирновская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805					
1	"Число избирателей, внесенных в списки"	37370	2093	2113	1197	2183	2634	1265	1324	216	1325	2082	1427	2281	975	172	1218	1438	1613	2347	408	63	235	79	417	423	590	186	671	140	352	45	1944	266	66	966	315	153	130	216	254	933	278	221	116					
2	"Число бюллетеней, полученных участковыми комиссиями"	38940	2223	2283	1251	2186	2570	1250	1383	295	1510	1987	1515	2414	1009	175	1315	1475	1715	2448	400	59	219	91	407	445	642	203	695	172	363	51	1978	268	60	1082	354	180	197	239	259	952	284	215	121					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20000	1041	1153	585	1120	1396	719	744	216	716	905	775	1102	465	124	652	577	790	1029	191	45	156	62	268	230	412	129	427	114	227	38	990	182	49	692	171	63	130	163	169	524	241	147	71					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	966	34	52	23	57	12	30	81	0	42	17	3	42	64	8	40	28	34	85	3	0	6	9	13	30	18	3	0	0	10	0	44	0	0	28	27	55	0	9	16	21	0	15	7					
6	Число погашенных бюллетеней	17973	1148	1078	643	1009	1162	501	558	79	752	1065	737	1270	480	43	623	870	891	1334	206	14	57	20	126	185	212	71	268	58	126	13	944	86	11	362	156	62	67	67	74	407	42	53	43					
7	Число бюллетеней в переносных ящиках для голосования	968	34	52	23	57	12	30	81	2	42	17	3	42	64	8	40	28	34	85	3	0	6	9	13	30	18	3	0	0	10	0	44	0	0	28	27	55	0	9	16	21	0	15	7					
8	Число бюллетеней в стационарных ящиках для голосования	19988	1041	1153	585	1120	1396	719	744	214	716	905	775	1102	465	124	652	577	790	1029	191	45	156	62	268	230	412	129	418	114	227	38	990	182	49	692	171	63	130	163	169	524	240	147	71					
9	Число недействительных бюллетеней	462	28	31	5	30	17	16	10	18	7	43	0	29	4	8	31	6	21	10	4	3	0	1	7	3	6	1	6	4	6	0	34	8	1	13	1	1	3	4	2	17	15	5	3					
10	Число действительных бюллетеней	20494	1047	1174	603	1147	1391	733	815	198	751	879	778	1115	525	124	661	599	803	1104	190	42	162	70	274	257	424	131	412	110	231	38	1000	174	48	707	197	117	127	168	183	528	225	157	75					
