Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    ТИК Гайнского МР																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827	УИК №4828	УИК №4829					
1	"Число избирателей, внесенных в списки избирателей"	11818	861	866	1083	474	669	194	59	56	100	167	176	268	167	663	113	389	680	135	151	711	87	219	241	671	206	321	587	948	556					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11620	830	840	1050	460	670	190	55	55	90	160	170	260	170	650	110	400	670	130	150	700	90	210	240	680	200	300	590	940	560					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6589	424	470	562	263	381	113	30	36	70	108	117	163	77	382	53	194	374	69	113	423	58	136	80	316	131	184	386	581	295					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	432	31	21	11	10	27	16	2	1	11	8	0	12	14	15	10	20	20	1	0	17	2	0	7	83	7	6	35	32	13					
6	Число погашенных избирательных бюллетеней	4598	375	349	477	187	262	61	23	18	9	44	53	85	79	253	47	186	276	60	37	260	30	74	153	281	62	110	169	327	251					
7	Число избирательных бюллетеней в переносных ящиках для голосования	432	31	21	11	10	27	16	2	1	11	8	0	12	14	15	10	20	20	1	0	17	2	0	7	83	7	6	35	32	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6589	424	470	562	263	381	113	30	36	70	108	117	163	77	382	53	194	374	69	113	423	58	136	80	316	131	184	386	581	295					
9	Число недействительных избирательных бюллетеней	91	4	5	12	9	8	6	0	1	6	3	3	2	1	5	2	1	5	0	1	3	0	0	0	3	0	2	6	1	2					
10	Число действительных избирательных бюллетеней	6930	451	486	561	264	400	123	32	36	75	113	114	173	90	392	61	213	389	70	112	437	60	136	87	396	138	188	415	612	306					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	236	15	15	15	10	15	5	3	3	3	5	5	5	10	10	3	5	15	5	5	10	3	5	5	11	5	5	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	70	3	10	12	2	6	0	0	1	3	0	0	0	0	3	0	0	0	1	1	1	0	0	0	11	0	1	8	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	3	8	16	5	4	3	2	0	3	1	0	0	0	3	2	0	2	0	0	1	1	0	0	0	2	1	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	166	12	5	3	8	9	5	3	2	0	5	5	5	10	7	3	5	15	4	4	9	3	5	5	0	5	4	7	11	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	4	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	122	8	5	12	8	4	2	1	1	1	0	4	5	0	6	1	5	4	3	2	8	1	0	0	13	1	3	6	13	5					
		1.74%	1.76%	1.02%	2.09%	2.93%	0.98%	1.55%	3.13%	2.70%	1.23%	0.00%	3.42%	2.86%	0.00%	1.51%	1.59%	2.34%	1.02%	4.29%	1.77%	1.82%	1.67%	0.00%	0.00%	3.26%	0.72%	1.58%	1.43%	2.12%	1.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	7	8	5	1	3	0	2	0	0	0	3	0	0	1	0	3	1	1	0	2	0	0	1	0	0	1	4	3	0					
		0.66%	1.54%	1.63%	0.87%	0.37%	0.74%	0.00%	6.25%	0.00%	0.00%	0.00%	2.56%	0.00%	0.00%	0.25%	0.00%	1.40%	0.25%	1.43%	0.00%	0.45%	0.00%	0.00%	1.15%	0.00%	0.00%	0.53%	0.95%	0.49%	0.00%					
20	3.Политическая партия «Демократическая партия России»	21	1	1	0	0	1	0	0	0	1	0	3	0	0	0	0	1	0	0	0	2	0	0	3	2	0	1	3	2	0					
		0.30%	0.22%	0.20%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	1.23%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	3.45%	0.50%	0.00%	0.53%	0.71%	0.33%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	367	31	32	28	21	5	3	1	1	7	5	7	14	2	31	3	11	23	0	3	22	2	5	3	19	7	5	20	25	31					
		5.23%	6.81%	6.52%	4.89%	7.69%	1.23%	2.33%	3.13%	2.70%	8.64%	4.31%	5.98%	8.00%	2.20%	7.81%	4.76%	5.14%	5.84%	0.00%	2.65%	5.00%	3.33%	3.68%	3.45%	4.76%	5.07%	2.63%	4.75%	4.08%	10.06%					
