Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																			
Дата голосования: 04.12.2011																			
																			
Наименование Избирательной комиссии:    Полярнозоринская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420					
1	"Число избирателей, внесенных в список избирателей"	14907	1336	1478	1572	1128	1274	1466	1480	1594	1507	761	257	1054					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10550	950	950	1050	800	950	1050	1050	1150	1100	550	200	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8125	776	818	891	583	643	746	803	944	926	336	146	513					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	364	10	60	122	30	22	24	20	3	8	22	10	33					
6	Число погашенных избирательных бюллетеней	2061	164	72	37	187	285	280	227	203	166	192	44	204					
7	Число избирательных бюллетеней в переносных ящиках для голосования	364	10	60	122	30	22	24	20	3	8	22	10	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8121	776	818	890	582	643	746	802	943	926	336	146	513					
9	Число недействительных избирательных бюллетеней	147	12	14	19	13	11	14	18	8	11	13	4	10					
10	Число действительных избирательных бюллетеней	8338	774	864	993	599	654	756	804	938	923	345	152	536					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	160	20	20	10	10	10	10	10	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	86	11	10	6	4	4	6	8	12	9	4	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	3	8	2	4	3	5	2	7	6	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	74	9	10	4	6	6	4	2	8	11	6	2	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	2	2	1	0	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1902	164	188	230	112	149	176	186	217	180	90	23	187					
		22.42%	20.87%	21.41%	22.73%	18.30%	22.41%	22.86%	22.63%	22.94%	19.27%	25.14%	14.74%	34.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1286	134	157	148	85	90	130	112	137	109	70	31	83					
		15.16%	17.05%	17.88%	14.62%	13.89%	13.53%	16.88%	13.63%	14.48%	11.67%	19.55%	19.87%	15.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	8	8	10	4	12	11	14	16	11	3	0	2					
		1.17%	1.02%	0.91%	0.99%	0.65%	1.80%	1.43%	1.70%	1.69%	1.18%	0.84%	0.00%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1534	150	146	176	126	124	133	154	161	197	56	27	84					
		18.08%	19.08%	16.63%	17.39%	20.59%	18.65%	17.27%	18.73%	17.02%	21.09%	15.64%	17.31%	15.38%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	356	42	27	51	29	25	33	28	38	54	9	3	17					
		4.20%	5.34%	3.08%	5.04%	4.74%	3.76%	4.29%	3.41%	4.02%	5.78%	2.51%	1.92%	3.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3098	269	331	371	242	247	269	303	360	363	115	67	161					
		36.51%	34.22%	37.70%	36.66%	39.54%	37.14%	34.94%	36.86%	38.05%	38.87%	32.12%	42.95%	29.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	63	7	7	7	1	7	4	7	9	9	2	1	2					
		0.74%	0.89%	0.80%	0.69%	0.16%	1.05%	0.52%	0.85%	0.95%	0.96%	0.56%	0.64%	0.37%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
