15	Жириновский Владимир Вольфович	1374	23	11	29	13	17	7	3	16	14	120	23	14	14	18	6	13	31	6	14	25	7	6	16	7	13	15	2	24	11	4	14	7	27	11	6	1	7	5	26	21	17	22	15	4	12	19	8	26	17	54	79	29	13	7	8	21	7	6	27	24	15	14	18	15	15	7	15	13	18	10	26	3	7	12	4	8	2	16	6	19	15	8	5	2	11	28									
		1.54%	1.99%	1.38%	1.40%	1.14%	1.28%	1.38%	0.95%	1.22%	1.67%	4.55%	2.07%	1.10%	0.95%	3.05%	1.15%	0.87%	2.08%	0.80%	1.65%	1.47%	1.30%	1.02%	1.90%	1.04%	0.92%	1.56%	0.45%	2.02%	1.98%	0.59%	0.73%	1.45%	1.85%	1.45%	1.57%	0.67%	0.37%	1.08%	1.30%	1.31%	1.40%	1.89%	1.45%	1.03%	1.64%	1.28%	0.96%	2.12%	2.24%	3.82%	3.33%	2.25%	0.90%	1.16%	1.23%	1.25%	2.05%	1.45%	1.24%	1.18%	1.21%	1.11%	1.63%	1.47%	1.41%	0.72%	1.07%	0.88%	1.40%	1.15%	1.64%	1.01%	1.28%	1.71%	0.66%	1.52%	1.39%	1.34%	0.81%	1.12%	1.01%	1.49%	1.00%	0.69%	4.00%	5.01%									
16	Путин Владимир Владимирович	82851	1075	752	1983	1014	1229	468	307	1248	792	2341	1036	1178	1375	503	455	1419	1396	714	762	1596	499	552	693	645	1369	886	412	1090	516	658	1822	468	1324	693	356	138	1857	444	1909	1523	1171	1092	982	354	689	1411	712	1098	713	1297	2159	1177	1398	572	605	1551	310	384	2060	1915	1152	1197	1020	970	1017	919	1328	1415	1216	811	1513	234	475	648	577	497	137	1122	669	1579	1344	440	460	273	230	461									
		93.13%	93.07%	94.00%	95.84%	88.95%	92.75%	92.13%	97.46%	95.12%	94.74%	88.81%	93.33%	92.25%	93.41%	85.11%	86.99%	95.17%	93.63%	95.20%	89.54%	93.77%	92.75%	94.04%	82.50%	96.13%	97.02%	92.39%	92.79%	91.91%	92.81%	97.48%	95.54%	97.10%	90.62%	91.18%	93.19%	92.00%	98.20%	95.48%	95.12%	95.07%	96.14%	93.57%	94.79%	91.00%	93.99%	94.70%	85.27%	89.49%	94.06%	91.86%	91.14%	91.45%	96.61%	95.02%	92.93%	92.10%	90.91%	92.53%	94.67%	93.96%	93.20%	94.92%	92.64%	95.10%	95.31%	94.74%	94.59%	95.54%	94.56%	93.43%	95.34%	78.79%	87.16%	92.44%	95.37%	94.49%	95.14%	94.21%	90.41%	93.38%	90.75%	82.09%	92.18%	94.14%	83.64%	82.47%									
17	Собчак Ксения Анатольевна	1523	15	11	18	31	28	12	1	20	6	37	21	35	31	11	18	16	18	6	32	18	5	3	66	6	10	13	9	28	12	1	28	0	37	19	5	6	8	4	27	23	9	6	13	17	4	23	60	36	9	14	44	36	11	4	9	46	8	14	15	29	23	18	22	13	8	7	10	12	15	14	16	17	24	12	8	7	0	20	19	27	33	41	19	7	11	18									
		1.71%	1.30%	1.38%	0.87%	2.72%	2.11%	2.36%	0.32%	1.52%	0.72%	1.40%	1.89%	2.74%	2.11%	1.86%	3.44%	1.07%	1.21%	0.80%	3.76%	1.06%	0.93%	0.51%	7.86%	0.89%	0.71%	1.36%	2.03%	2.36%	2.16%	0.15%	1.47%	0.00%	2.53%	2.50%	1.31%	4.00%	0.42%	0.86%	1.35%	1.44%	0.74%	0.51%	1.25%	4.37%	0.55%	1.54%	7.19%	2.93%	1.19%	0.99%	1.86%	2.80%	0.76%	0.66%	1.38%	2.73%	2.35%	3.37%	0.69%	1.42%	1.86%	1.43%	1.99%	1.27%	0.75%	0.72%	0.71%	0.81%	1.17%	1.61%	1.01%	5.72%	4.40%	1.71%	1.32%	1.33%	0.00%	1.68%	2.57%	1.60%	2.23%	7.65%	3.81%	2.41%	4.00%	3.22%									
18	Сурайкин Максим Александрович	133	0	1	3	2	3	0	0	0	3	4	2	1	2	1	1	2	1	0	2	3	0	1	3	1	1	3	1	0	0	2	6	0	0	0	2	0	2	0	2	3	0	5	1	0	0	3	0	1	1	3	5	3	0	0	2	1	1	0	1	0	2	1	5	1	1	2	1	2	1	1	6	1	1	0	2	0	2	1	3	4	1	2	1	2	2	3									
		0.15%	0.00%	0.13%	0.14%	0.18%	0.23%	0.00%	0.00%	0.00%	0.36%	0.15%	0.18%	0.08%	0.14%	0.17%	0.19%	0.13%	0.07%	0.00%	0.24%	0.18%	0.00%	0.17%	0.36%	0.15%	0.07%	0.31%	0.23%	0.00%	0.00%	0.30%	0.31%	0.00%	0.00%	0.00%	0.52%	0.00%	0.11%	0.00%	0.10%	0.19%	0.00%	0.43%	0.10%	0.00%	0.00%	0.20%	0.00%	0.08%	0.13%	0.21%	0.21%	0.23%	0.00%	0.00%	0.31%	0.06%	0.29%	0.00%	0.05%	0.00%	0.16%	0.08%	0.45%	0.10%	0.09%	0.21%	0.07%	0.14%	0.08%	0.12%	0.38%	0.34%	0.18%	0.00%	0.33%	0.00%	1.39%	0.08%	0.41%	0.24%	0.07%	0.37%	0.20%	0.69%	0.73%	0.54%									
19	Титов Борис Юрьевич	201	1	3	3	2	4	1	0	1	0	3	2	1	6	3	1	4	6	0	9	2	0	2	2	0	0	1	3	1	2	3	3	2	3	3	1	0	1	4	3	2	1	6	3	1	3	1	2	5	0	2	10	5	0	0	0	1	2	0	6	5	1	4	4	0	0	1	4	3	1	4	0	2	3	2	1	2	2	1	1	7	7	5	0	0	0	5									
		0.23%	0.09%	0.38%	0.14%	0.18%	0.30%	0.20%	0.00%	0.08%	0.00%	0.11%	0.18%	0.08%	0.41%	0.51%	0.19%	0.27%	0.40%	0.00%	1.06%	0.12%	0.00%	0.34%	0.24%	0.00%	0.00%	0.10%	0.68%	0.08%	0.36%	0.44%	0.16%	0.41%	0.21%	0.39%	0.26%	0.00%	0.05%	0.86%	0.15%	0.12%	0.08%	0.51%	0.29%	0.26%	0.41%	0.07%	0.24%	0.41%	0.00%	0.14%	0.42%	0.39%	0.00%	0.00%	0.00%	0.06%	0.59%	0.00%	0.28%	0.25%	0.08%	0.32%	0.36%	0.00%	0.00%	0.10%	0.28%	0.20%	0.08%	0.46%	0.00%	0.67%	0.55%	0.29%	0.17%	0.38%	1.39%	0.08%	0.14%	0.41%	0.47%	0.93%	0.00%	0.00%	0.00%	0.89%									
20	Явлинский Григорий Алексеевич	385	4	1	6	5	4	1	0	3	1	9	5	6	7	2	8	5	1	0	7	3	0	4	10	0	2	7	1	3	0	0	6	0	9	10	1	2	4	0	5	3	1	7	2	5	1	6	12	14	1	7	9	10	7	1	2	7	0	3	6	10	8	6	6	0	3	5	2	8	6	3	4	7	8	2	0	4	0	7	9	6	11	13	3	1	3	4									
		0.43%	0.35%	0.13%	0.29%	0.44%	0.30%	0.20%	0.00%	0.23%	0.12%	0.34%	0.45%	0.47%	0.48%	0.34%	1.53%	0.34%	0.07%	0.00%	0.82%	0.18%	0.00%	0.68%	1.19%	0.00%	0.14%	0.73%	0.23%	0.25%	0.00%	0.00%	0.31%	0.00%	0.62%	1.32%	0.26%	1.33%	0.21%	0.00%	0.25%	0.19%	0.08%	0.60%	0.19%	1.29%	0.14%	0.40%	1.44%	1.14%	0.13%	0.50%	0.38%	0.78%	0.48%	0.17%	0.31%	0.42%	0.00%	0.72%	0.28%	0.49%	0.65%	0.48%	0.54%	0.00%	0.28%	0.52%	0.14%	0.54%	0.47%	0.35%	0.25%	2.36%	1.47%	0.29%	0.00%	0.76%	0.00%	0.59%	1.22%	0.35%	0.74%	2.43%	0.60%	0.34%	1.09%	0.72%									
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
