Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Идринская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249					
1	"Число избирателей, внесенных в списки"	11218	1744	1913	743	147	321	73	80	361	105	544	38	213	140	421	320	300	434	302	433	205	135	303	91	45	432	376	143	478	64	61	164	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	11294	1743	1901	749	147	322	76	82	361	107	555	38	214	146	434	324	299	435	301	437	212	138	308	93	48	432	380	148	473	67	64	170	90					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5552	698	774	336	65	155	49	51	230	63	225	38	89	88	218	181	152	221	181	239	135	73	166	64	40	203	182	86	315	51	43	95	46					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	284	46	41	10	9	10	0	0	5	0	15	0	0	0	0	9	11	12	0	7	3	6	38	0	0	23	6	0	28	0	4	1	0					
6	Число погашенных бюллетеней	5458	999	1086	403	73	157	27	31	126	44	315	0	125	58	216	134	136	202	120	191	74	59	104	29	8	206	192	62	130	16	17	74	44					
7	Число бюллетеней в переносных ящиках для голосования	284	46	41	10	9	10	0	0	5	0	15	0	0	0	0	9	11	12	0	7	3	6	38	0	0	23	6	0	28	0	4	1	0					
8	Число бюллетеней в стационарных ящиках для голосования	5552	698	774	336	65	155	49	51	230	63	225	38	89	88	218	181	152	221	181	239	135	73	166	64	40	203	182	86	315	51	43	95	46					
9	Число недействительных бюллетеней	92	0	10	8	3	3	1	0	5	2	0	0	1	0	4	4	2	8	6	2	0	1	2	0	0	7	5	2	7	1	1	3	4					
10	Число действительных бюллетеней	5744	744	805	338	71	162	48	51	230	61	240	38	88	88	214	186	161	225	175	244	138	78	202	64	40	219	183	84	336	50	46	93	42					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	11	4	3	3	1	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	1	1	1	3	3	3	3	3	2	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	14	2	2	0	0	3	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	6	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	86	8	9	4	3	0	0	3	2	2	1	2	3	3	3	3	2	1	3	3	3	3	1	1	1	3	3	3	2	3	2	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	55	7	4	2	1	0	2	1	3	1	2	1	0	0	0	2	1	1	2	5	1	2	1	0	0	2	0	1	6	2	0	1	4					
		0.94%	0.94%	0.49%	0.57%	1.35%	0.0%	4.08%	1.96%	1.27%	1.58%	0.83%	2.63%	0.0%	0.0%	0.0%	1.05%	0.61%	0.42%	1.10%	2.03%	0.72%	2.53%	0.49%	0.0%	0.0%	0.88%	0.0%	1.16%	1.74%	3.92%	0.0%	1.04%	8.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	83	12	29	5	0	1	0	0	1	1	4	0	1	0	6	0	1	2	2	3	1	0	4	0	2	2	3	0	2	0	0	0	1					
		1.42%	1.61%	3.55%	1.44%	0.0%	0.60%	0.0%	0.0%	0.42%	1.58%	1.66%	0.0%	1.12%	0.0%	2.75%	0.0%	0.61%	0.85%	1.10%	1.21%	0.72%	0.0%	1.96%	0.0%	5.0%	0.88%	1.59%	0.0%	0.58%	0.0%	0.0%	0.0%	2.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	87	7	8	7	0	2	1	1	1	4	6	0	0	0	3	1	3	1	1	3	5	2	6	0	0	3	5	0	10	1	0	5	1					
		1.49%	0.94%	0.98%	2.02%	0.0%	1.21%	2.04%	1.96%	0.42%	6.34%	2.5%	0.0%	0.0%	0.0%	1.37%	0.52%	1.84%	0.42%	0.55%	1.21%	3.62%	2.53%	2.94%	0.0%	0.0%	1.32%	2.65%	0.0%	2.91%	1.96%	0.0%	5.20%	2.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	6	15	5	0	2	0	1	4	1	1	0	0	1	3	2	11	0	2	3	1	2	2	0	1	1	1	0	6	4	0	1	0					
		1.30%	0.80%	1.84%	1.44%	0.0%	1.21%	0.0%	1.96%	1.70%	1.58%	0.41%	0.0%	0.0%	1.13%	1.37%	1.05%	6.74%	0.0%	1.10%	1.21%	0.72%	2.53%	0.98%	0.0%	2.5%	0.44%	0.53%	0.0%	1.74%	7.84%	0.0%	1.04%	0.0%					
22	"5. ""За Русь Святую"""	29	1	7	2	0	1	0	0	3	1	1	0	0	0	0	1	1	0	1	1	2	0	0	0	0	0	1	0	4	0	1	1	0					
		0.49%	0.13%	0.85%	0.57%	0.0%	0.60%	0.0%	0.0%	1.27%	1.58%	0.41%	0.0%	0.0%	0.0%	0.0%	0.52%	0.61%	0.0%	0.55%	0.40%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	1.16%	0.0%	2.12%	1.04%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	2	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	0	0					
		0.23%	0.26%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%	0.0%	0.0%	4.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	1.44%	0.0%	0.0%	0.0%	0.0%	0.44%	1.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	1	1	3	0	1	0	0	1	0	1	1	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0					
		0.37%	0.13%	0.12%	0.86%	0.0%	0.60%	0.0%	0.0%	0.42%	0.0%	0.41%	2.63%	0.0%	2.27%	1.37%	0.0%	0.61%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	2.08%	0.0%					
25	"8. ""Народно-республиканская партия России"""	16	0	2	0	1	0	0	0	0	1	0	1	0	0	1	0	0	2	2	1	2	0	2	0	0	0	0	0	1	0	0	0	0					
		0.27%	0.0%	0.24%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%	2.63%	0.0%	0.0%	0.45%	0.0%	0.0%	0.85%	1.10%	0.40%	1.44%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	0	1	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.13%	0.0%	0.12%	0.86%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	1.12%	1.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	599	76	43	23	0	7	2	14	16	0	32	4	8	9	7	16	11	12	15	61	13	6	28	3	3	33	81	40	27	0	0	6	3					
		10.26%	10.21%	5.27%	6.64%	0.0%	4.24%	4.08%	27.45%	6.80%	0.0%	13.33%	10.52%	8.98%	10.22%	3.21%	8.42%	6.74%	5.15%	8.28%	24.79%	9.42%	7.59%	13.72%	4.68%	7.5%	14.60%	43.08%	46.51%	7.87%	0.0%	0.0%	6.25%	6.52%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	2.17%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	45	4	4	2	2	1	0	0	3	1	0	0	0	0	3	0	0	4	1	1	2	0	1	0	5	3	1	0	5	0	0	2	0					
		0.77%	0.53%	0.49%	0.57%	2.70%	0.60%	0.0%	0.0%	1.27%	1.58%	0.0%	0.0%	0.0%	0.0%	1.37%	0.0%	0.0%	1.71%	0.55%	0.40%	1.44%	0.0%	0.49%	0.0%	12.5%	1.32%	0.53%	0.0%	1.45%	0.0%	0.0%	2.08%	0.0%					
30	"13. ""Демократическая партия России"""	19	0	2	0	1	0	0	0	1	1	2	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	4	0	2	1	0	0	0					
		0.32%	0.0%	0.24%	0.0%	1.35%	0.0%	0.0%	0.0%	0.42%	1.58%	0.83%	0.0%	2.24%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	2.53%	0.0%	0.0%	0.0%	0.0%	2.12%	0.0%	0.58%	1.96%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.52%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
