Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Кузнецкая																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667					
1	"Число избирателей, внесенных в списки избирателей"	29608	59	428	74	205	119	569	86	307	1303	1229	65	1212	1187	422	450	602	1683	591	296	1489	1421	176	214	1003	608	96	1585	418	365	201	788	969	551	164	155	1234	962	1663	1769	1753	1137					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29000	55	430	75	200	115	570	85	300	1280	1200	60	1200	1200	420	440	600	1700	600	300	1450	1420	170	220	1000	600	90	1600	400	350	200	800	950	530	150	150	1220	900	1530	1700	1740	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18896	33	361	47	154	88	405	79	204	796	709	51	746	786	259	245	481	827	305	174	837	981	119	142	776	405	79	1154	288	258	167	562	738	379	127	94	950	704	1167	811	813	595					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2262	20	49	24	16	20	85	5	31	44	31	5	161	98	43	25	19	208	105	24	147	75	26	39	62	97	9	118	38	42	15	13	72	84	12	36	23	34	20	113	115	59					
6	Число погашенных избирательных бюллетеней	7842	2	20	4	30	7	80	1	65	440	460	4	293	316	118	170	100	665	190	102	466	364	25	39	162	98	2	328	74	50	18	225	140	67	11	20	247	162	343	776	812	346					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2262	20	49	24	16	20	85	5	31	44	31	5	161	98	43	25	19	208	105	24	147	75	26	39	62	97	9	118	38	42	15	13	72	84	12	36	23	34	20	113	115	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18896	33	361	47	154	88	405	79	204	796	709	51	746	786	259	245	481	827	305	174	837	981	119	142	776	405	79	1154	288	258	167	562	738	379	127	94	950	704	1167	811	813	595					
9	Число недействительных избирательных бюллетеней	242	1	32	0	0	1	10	0	1	1	4	0	12	2	8	0	8	16	9	0	20	6	0	0	6	2	1	15	0	1	1	4	12	1	0	0	0	3	39	9	10	7					
10	Число действительных избирательных бюллетеней	20916	52	378	71	170	107	480	84	234	839	736	56	895	882	294	270	492	1019	401	198	964	1050	145	181	832	500	87	1257	326	299	181	571	798	462	139	130	973	735	1148	915	918	647					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	494	1	7	1	3	2	10	1	5	13	10	1	21	20	7	8	10	29	10	5	25	24	3	3	17	10	2	26	7	6	3	13	17	9	3	3	19	16	37	35	35	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	257	0	4	0	0	0	10	0	4	10	6	0	20	8	4	1	0	19	10	1	21	10	1	3	8	1	1	12	2	1	2	1	8	6	2	1	3	6	18	28	20	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	2	2	1	2	2	1	1	4	2	3	4	2	2	4	6	3	9	4	2	7	4	4	2	1	2	5	3	2	5	2	1	2	1	2	2	3	1	4	5	4	40					
14	Число погашенных неиспользованных открепительных удостоверений	237	1	3	1	3	2	0	1	1	3	4	1	1	12	3	7	10	10	0	4	4	14	2	0	9	9	1	14	5	5	1	12	9	3	1	2	16	10	19	7	15	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	313	2	2	0	1	3	9	4	1	14	17	0	18	9	11	2	1	37	7	0	6	25	6	6	20	2	0	5	2	20	0	9	3	10	0	0	11	1	11	11	13	14					
		1.48%	3.77%	0.49%	0.00%	0.59%	2.78%	1.84%	4.76%	0.43%	1.67%	2.30%	0.00%	1.98%	1.02%	3.64%	0.74%	0.20%	3.57%	1.71%	0.00%	0.61%	2.37%	4.14%	3.31%	2.39%	0.40%	0.00%	0.39%	0.61%	6.67%	0.00%	1.57%	0.37%	2.16%	0.00%	0.00%	1.13%	0.14%	0.93%	1.19%	1.40%	2.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	0	1	0	0	1	0	3	1	4	0	0	3	1	3	0	1	1	1	0	6	1	0	0	0	0	0	2	0	2	0	3	4	0	0	0	0	0	0	3	1	4					
		0.22%	0.00%	0.24%	0.00%	0.00%	0.93%	0.00%	3.57%	0.43%	0.48%	0.00%	0.00%	0.33%	0.11%	0.99%	0.00%	0.20%	0.10%	0.24%	0.00%	0.61%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.67%	0.00%	0.52%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.11%	0.61%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2149	4	44	8	11	6	51	3	14	113	117	0	86	43	48	15	24	129	51	13	105	105	17	12	91	34	6	111	35	15	6	101	71	26	16	14	108	65	110	107	96	118					
		10.16%	7.55%	10.73%	11.27%	6.47%	5.56%	10.41%	3.57%	5.96%	13.45%	15.81%	0.00%	9.48%	4.86%	15.89%	5.56%	4.80%	12.46%	12.44%	6.57%	10.67%	9.94%	11.72%	6.63%	10.86%	6.77%	6.82%	8.73%	10.74%	5.00%	3.30%	17.57%	8.77%	5.62%	11.51%	10.77%	11.10%	8.81%	9.27%	11.58%	10.34%	18.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	1	0	1	0	0	0	0	1	6	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	4					
		0.11%	0.00%	0.24%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.12%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.20%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.11%	0.00%	0.61%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.19%	0.24%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1026	4	17	5	37	5	36	4	15	48	59	7	67	27	10	5	11	60	20	9	56	82	8	14	54	27	3	30	15	22	8	20	32	19	9	4	16	15	10	56	37	43					
		4.85%	7.55%	4.15%	7.04%	21.76%	4.63%	7.35%	4.76%	6.38%	5.71%	7.97%	12.50%	7.39%	3.05%	3.31%	1.85%	2.20%	5.80%	4.88%	4.55%	5.69%	7.77%	5.52%	7.73%	6.44%	5.38%	3.41%	2.36%	4.60%	7.33%	4.40%	3.48%	3.95%	4.10%	6.47%	3.08%	1.64%	2.03%	0.84%	6.06%	3.99%	6.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	628	0	13	0	6	1	17	0	0	23	26	0	38	13	18	12	14	32	13	5	30	61	2	10	27	7	3	21	5	28	1	9	36	8	2	0	12	4	8	40	45	38					
