Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Тужинская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159					
1	"Число избирателей, внесенных в список"	7774	1096	244	207	390	211	240	392	444	417	312	277	180	265	1569	1530					
2	Число полученных избирательных бюллетеней	7917	1115	257	212	396	228	252	426	463	416	310	297	193	267	1566	1519					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4293	527	139	107	183	124	145	237	287	219	230	179	117	180	790	829					
5	"Число избирательных бюллетеней, выданных вне помещения"	868	72	69	44	68	62	56	65	58	40	11	68	35	38	90	92					
6	Число погашенных избирательных бюллетеней	2756	516	49	61	145	42	51	124	118	157	69	50	41	49	686	598					
7	Число избирательных бюллетеней в переносных ящиках	868	72	69	44	68	62	56	65	58	40	11	68	35	38	90	92					
8	Число бюллетеней в стационарных ящиках для голосования	4293	527	139	107	183	124	145	237	287	219	230	179	117	180	790	829					
9	Число недействительных избирательных бюллетеней	33	2	0	0	3	4	2	5	1	1	0	0	0	2	8	5					
10	Число действительных избирательных бюллетеней	5128	597	208	151	248	182	199	297	344	258	241	247	152	216	872	916					
11	Число полученных открепительных  удостоверений	145	10	5	3	3	15	8	27	13	3	3	15	4	3	15	18					
12	Число выданных открепительных удостоверений	125	5	5	3	2	15	8	27	13	3	2	15	3	2	12	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	1	1	1	1	3	2	1	0	2	1	2	1	0	5	11					
14	Число неиспользованных открепительных удостоверений	20	5	0	0	1	0	0	0	0	0	1	0	1	1	3	8					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	147	24	4	0	9	1	3	9	8	10	9	6	3	6	28	27					
		2.85%	4.01%	1.92%	0.00%	3.59%	0.54%	1.49%	2.98%	2.32%	3.86%	3.73%	2.43%	1.97%	2.75%	3.18%	2.93%					
19	. Малышкин Олег Александрович	140	19	6	3	7	3	2	13	11	7	13	2	2	15	22	15					
		2.71%	3.17%	2.88%	1.99%	2.79%	1.61%	1.00%	4.30%	3.19%	2.70%	5.39%	0.81%	1.32%	6.88%	2.50%	1.63%					
20	. Миронов Сергей Михайлович	50	8	1	1	4	0	5	1	4	1	1	4	4	0	7	9					
		0.97%	1.34%	0.48%	0.66%	1.59%	0.00%	2.49%	0.33%	1.16%	0.39%	0.41%	1.62%	2.63%	0.00%	0.80%	0.98%					
21	. Путин Владимир Владимирович	3470	403	159	93	180	135	146	213	256	128	169	189	85	135	569	610					
		67.24%	67.28%	76.44%	61.59%	71.71%	72.58%	72.64%	70.53%	74.20%	49.42%	70.12%	76.52%	55.92%	61.93%	64.66%	66.23%					
22	. Хакамада Ирина Муцуовна	102	17	0	5	4	1	3	4	11	3	3	3	0	4	27	17					
		1.98%	2.84%	0.00%	3.31%	1.59%	0.54%	1.49%	1.32%	3.19%	1.16%	1.24%	1.21%	0.00%	1.83%	3.07%	1.85%					
23	. Харитонов Николай Михайлович	1131	113	36	48	43	38	35	56	49	104	42	39	57	55	199	217					
		21.91%	18.86%	17.31%	31.79%	17.13%	20.43%	17.41%	18.54%	14.20%	40.15%	17.43%	15.79%	37.50%	25.23%	22.61%	23.56%					
																						
24	Против всех	88	13	2	1	1	4	5	1	5	5	4	4	1	1	20	21					
		1.71%	2.17%	0.96%	0.66%	0.40%	2.15%	2.49%	0.33%	1.45%	1.93%	1.66%	1.62%	0.66%	0.46%	2.27%	2.28%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
