Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Челябинск, Курчатовская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №2253	УИК №2257									
1	Число избирателей, включенных в список избирателей	150064	1881	2403	2079	2086	1452	1658	2665	2347	2255	1583	2124	1694	1818	1706	1752	1628	1498	1753	1610	2378	1997	2326	2615	2227	2339	2266	2495	2358	2350	2162	2567	1853	1861	2483	1990	1824	1514	2141	2049	1914	1138	2085	2097	2146	2073	2069	2066	2324	2026	1823	1932	1953	1807	1717	1728	2031	1755	2312	2360	1177	1140	2374	2277	2063	1968	1813	2137	2518	2055	2019	2688	3071	1963	1658									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	142600	1750	2300	2000	2000	1400	1550	2600	2200	2150	1500	2050	1600	1750	1650	1650	1500	1400	1650	1550	2250	1950	2150	2500	2100	2250	2150	2350	2300	2250	2100	2400	1750	1750	2350	1900	1700	1400	2000	1950	1850	1100	1950	2000	2050	2050	1800	1950	2250	1950	1750	1850	1950	1700	1650	1650	1950	1650	2200	2250	1150	1050	2300	2200	2000	1900	1700	2000	2400	1950	1950	2550	2800	1800	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	87772	1142	1229	1099	1060	910	914	1486	1302	1282	851	1085	1053	1054	972	1019	1014	933	1103	989	1488	1161	1447	1440	1343	1324	1243	1430	1347	1354	1274	1509	1094	1047	1491	1117	1086	1046	1368	1241	1172	697	1165	1238	1160	1268	1298	1151	1396	1151	1045	1173	1153	1084	1055	1135	1242	1094	1299	1108	539	548	1548	1413	1231	1167	1073	1281	1481	1142	1245	1433	2143	1201	896									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5415	107	58	45	43	54	57	63	135	145	53	144	148	56	135	52	78	55	90	84	138	83	249	86	98	109	103	58	155	72	73	36	34	68	48	71	53	60	82	98	77	37	62	44	70	69	33	87	31	37	97	89	30	85	19	40	166	28	76	51	65	33	88	22	19	32	32	21	40	48	32	77	66	177	59									
6	Число погашенных избирательных бюллетеней	49413	501	1013	856	897	436	579	1051	763	723	596	821	399	640	543	579	408	412	457	477	624	706	454	974	659	817	804	862	798	824	753	855	622	635	811	712	561	294	550	611	601	366	723	718	820	713	469	712	823	762	608	588	767	531	576	475	542	528	825	1091	546	469	664	765	750	701	595	698	879	760	673	1040	591	422	545									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5415	107	58	45	43	54	57	63	135	145	53	144	148	56	135	52	78	55	90	84	138	83	249	86	98	109	103	58	155	72	73	36	34	68	48	71	53	60	82	98	77	37	62	44	70	69	33	87	31	37	97	89	30	85	19	40	166	28	76	51	65	33	88	22	19	32	32	21	40	48	32	77	66	177	59									
8	Число бюллетеней в стационарных ящиках для голосования	87656	1142	1229	1099	1060	910	912	1486	1299	1282	851	1085	1053	1054	972	1019	1014	933	1102	989	1488	1161	1445	1440	1343	1324	1243	1430	1347	1354	1274	1508	1094	1047	1480	1117	1086	1046	1286	1241	1172	697	1165	1238	1160	1268	1297	1151	1396	1151	1045	1173	1153	1084	1055	1134	1242	1094	1299	1108	539	548	1548	1413	1229	1166	1070	1278	1480	1142	1244	1432	2143	1201	896									
