Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Александрово-Гайская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300					
1	"Число избирателей, внесенных в списки избирателей"	11635	1264	1191	593	666	1049	918	1026	290	739	141	472	138	230	493	141	106	407	267	75	113	510	70	736					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11334	1100	1100	590	657	1000	917	962	293	726	149	502	134	234	513	141	108	422	257	84	115	502	72	756					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7417	843	777	383	408	713	573	570	196	493	93	267	62	131	329	85	78	274	139	44	101	368	66	424					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	942	94	32	33	50	59	48	42	25	87	23	74	15	56	18	25	23	15	62	10	0	51	0	100					
6	Число погашенных избирательных бюллетеней	2975	163	291	174	199	228	296	350	72	146	33	161	57	47	166	31	7	133	56	30	14	83	6	232					
7	Число избирательных бюллетеней в переносных ящиках для голосования	942	94	32	33	50	59	48	42	25	87	23	74	15	56	18	25	23	15	62	10	0	51	0	100					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7417	843	777	383	408	713	573	570	196	493	93	267	62	131	329	85	78	274	139	44	101	368	66	424					
9	Число недействительных избирательных бюллетеней	220	20	26	14	14	16	20	26	0	15	3	10	2	4	8	8	0	17	6	1	0	5	1	4					
10	Число действительных избирательных бюллетеней	8139	917	783	402	444	756	601	586	221	565	113	331	75	183	339	102	101	272	195	53	101	414	65	520					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	318	25	26	19	15	22	29	13	13	24	14	30	7	2	15	12	0	10	9	3	0	5	3	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	316	25	26	19	14	22	29	13	13	23	14	30	7	2	15	12	0	10	9	3	0	5	3	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	92	8	7	7	4	9	8	12	2	3	3	6	1	3	1	1	0	3	5	1	2	1	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	9	4	0	6	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	120	7	10	5	6	9	18	9	2	7	5	15	1	2	4	2	0	2	0	0	0	3	0	13					
		1.44%	0.75%	1.24%	1.20%	1.31%	1.17%	2.90%	1.47%	0.90%	1.21%	4.31%	4.40%	1.30%	1.07%	1.15%	1.82%	0.00%	0.69%	0.00%	0.00%	0.00%	0.72%	0.00%	2.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	5	0	2	1	4	2	1	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1					
