Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Лазаревская г.Сочи																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452	УИК №4453	УИК №4454					
1	"Число избирателей, включенных в списки избирателей"	59141	217	224	658	308	917	577	1317	404	1032	110	2310	650	1708	1128	1992	1199	1275	1349	1625	843	901	913	1398	805	774	676	1267	738	952	971	804	1204	956	789	2237	606	2208	1449	803	750	2421	1144	2392	2291	2313	998	946	1628	211	1017	841	726	144	1025					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63920	250	250	700	350	1000	600	1550	400	1000	120	2400	750	1800	1200	2000	1250	1400	1400	1800	750	1000	1000	1500	800	800	700	1450	800	1000	1000	800	1300	1000	800	2400	600	2200	2000	950	800	2800	1200	2550	2450	2550	1400	1000	1700	250	1150	950	800	150	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	45462	175	210	445	252	591	404	1040	293	675	109	1586	581	1425	895	1388	961	964	1017	1200	650	453	648	1035	642	481	511	1052	575	814	762	730	1042	665	657	1786	545	1616	1169	601	615	1860	624	2242	1751	1712	858	779	1299	211	839	587	471	110	859					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	8104	28	8	150	30	272	129	234	78	123	1	311	46	122	191	110	16	209	200	135	88	336	113	313	57	211	132	132	140	86	102	70	122	99	128	115	55	221	231	186	125	399	248	118	253	530	110	153	252	0	56	230	157	23	120					
6	Число погашенных избирательных бюллетеней	10354	47	32	105	68	137	67	276	29	202	10	503	123	253	114	502	273	227	183	465	12	211	239	152	101	108	57	266	85	100	136	0	136	236	15	499	0	363	600	163	60	541	328	190	446	308	432	68	149	39	255	133	172	17	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	8104	28	8	150	30	272	129	234	78	123	1	311	46	122	191	110	16	209	200	135	88	336	113	313	57	211	132	132	140	86	102	70	122	99	128	115	55	221	231	186	125	399	248	118	253	530	110	153	252	0	56	230	157	23	120					
8	Число бюллетеней в стационарных ящиках для голосования	45459	175	210	445	252	591	404	1040	293	675	109	1585	581	1425	895	1388	961	964	1017	1200	650	453	648	1035	642	481	511	1052	575	814	762	730	1040	665	657	1786	545	1616	1169	601	615	1860	624	2242	1751	1712	858	779	1299	211	839	587	471	110	859					
9	Число недействительных избирательных бюллетеней	1075	1	6	18	3	5	2	6	0	9	17	26	67	19	6	22	14	109	8	28	6	14	8	47	9	2	29	240	8	0	12	2	0	10	6	20	5	10	0	5	0	19	12	36	27	53	6	43	15	1	9	24	10	3	18					
10	Число действительных избирательных бюллетеней	52488	202	212	577	279	858	531	1268	371	789	93	1870	560	1528	1080	1476	963	1064	1209	1307	732	775	753	1301	690	690	614	944	707	900	852	798	1162	754	779	1881	595	1827	1400	782	740	2240	860	2324	1977	2189	962	889	1536	210	886	793	618	130	961					
11	Число полученных открепительных  удостоверений	2700	30	10	50	20	50	20	40	20	40	5	45	20	45	60	45	25	45	41	30	15	52	60	45	25	20	23	40	65	45	90	15	95	40	40	140	20	80	60	60	75	100	60	60	150	60	88	60	100	5	110	50	30	20	61					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2697	30	10	50	20	50	20	40	20	40	5	45	20	45	60	45	25	45	41	30	15	52	60	45	25	20	23	40	65	45	87	15	95	40	40	140	20	80	60	60	75	100	60	60	150	60	88	60	100	5	110	50	30	20	61					
