Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Тоншаевская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2492					
1	"Число избирателей, внесенных в список избирателей"	11281	764	724	1168	403	360	319	216	63	900	721	716	677	731	141	279	289	226	994	394	213	241	443	196	45	58					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11544	795	760	1200	368	365	322	222	69	936	777	748	693	732	137	272	294	233	1005	393	216	217	463	210	50	67					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6848	467	474	712	219	209	154	147	55	488	287	384	217	382	100	231	144	137	822	318	186	198	307	142	23	45					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1234	38	45	40	82	39	65	51	8	72	94	58	112	111	32	41	62	25	102	20	23	9	71	21	2	11					
6	Число погашенных избирательных бюллетеней	3462	290	241	448	67	117	103	24	6	376	396	306	364	239	5	0	88	71	81	55	7	10	85	47	25	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1234	38	45	40	82	39	65	51	8	72	94	58	112	111	32	41	62	25	102	20	23	9	71	21	2	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6845	466	474	712	219	209	154	147	55	488	285	384	217	382	100	231	144	137	822	318	186	198	307	142	23	45					
9	Число недействительных избирательных бюллетеней	75	8	6	7	4	1	2	2	0	5	6	6	7	3	2	1	1	1	5	2	1	0	3	2	0	0					
10	Число действительных избирательных бюллетеней	8004	496	513	745	297	247	217	196	63	555	373	436	322	490	130	271	205	161	919	336	208	207	375	161	25	56					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	383	30	30	33	5	8	10	3	4	32	30	25	20	10	5	5	5	10	40	20	5	5	25	10	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	358	30	30	33	5	3	10	3	4	32	30	24	20	10	1	4	5	3	36	20	5	3	25	10	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	139	7	5	10	1	1	4	4	4	2	3	5	1	8	2	5	2	2	22	21	4	15	3	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	0	0	0	5	0	0	0	0	0	1	0	0	4	1	0	7	4	0	0	2	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
