Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Тоншаевская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2492					
1	"Число избирателей, внесенных в списки избирателей"	11430	789	858	895	473	399	376	58	230	89	880	694	679	638	734	145	252	287	249	1045	393	209	250	467	219	48	74					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11500	800	830	880	450	400	360	65	240	90	920	780	700	650	730	135	235	305	265	1030	425	200	235	440	215	50	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7078	514	514	646	255	197	200	31	146	80	516	361	394	320	381	94	198	150	173	651	309	164	190	340	154	40	60					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1140	24	24	28	46	42	48	26	62	6	79	60	62	83	104	33	20	56	23	167	20	33	16	44	27	1	6					
6	Число погашенных избирательных бюллетеней	3282	262	292	206	149	161	112	8	32	4	325	359	244	247	245	8	17	99	69	212	96	3	29	56	34	9	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1139	24	24	28	46	42	48	26	62	6	79	60	62	82	104	33	20	56	23	167	20	33	16	44	27	1	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7077	514	514	646	255	196	200	31	146	80	516	361	394	320	381	94	198	150	173	651	309	164	190	340	154	40	60					
9	Число недействительных избирательных бюллетеней	60	7	2	7	0	1	1	0	0	2	9	4	9	2	3	0	0	4	1	3	2	0	1	0	2	0	0					
10	Число действительных избирательных бюллетеней	8156	531	536	667	301	237	247	57	208	84	586	417	447	400	482	127	218	202	195	815	327	197	205	384	179	41	66					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	393	25	25	44	7	8	15	4	2	4	35	25	15	25	25	7	10	10	14	25	15	10	10	15	10	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	228	19	19	38	4	0	6	0	1	3	27	25	9	9	3	3	2	0	14	25	9	2	0	6	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	82	4	5	5	6	3	2	1	3	1	4	3	1	2	5	1	1	1	4	17	1	1	3	2	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	165	6	6	6	3	8	9	4	1	1	8	0	6	16	22	4	8	10	0	0	6	8	10	9	6	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	257	19	20	24	8	10	8	1	6	2	9	8	11	7	9	2	15	5	7	32	11	18	10	5	7	1	2					
		3.13%	3.53%	3.72%	3.56%	2.66%	4.20%	3.23%	1.75%	2.88%	2.33%	1.51%	1.90%	2.41%	1.74%	1.86%	1.57%	6.88%	2.43%	3.57%	3.91%	3.34%	9.14%	4.85%	1.30%	3.87%	2.44%	3.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	4	7	3	0	1	0	0	1	0	3	2	0	0	2	1	0	0	1	3	0	0	0	0	1	0	0					
		0.35%	0.74%	1.30%	0.45%	0.00%	0.42%	0.00%	0.00%	0.48%	0.00%	0.50%	0.48%	0.00%	0.00%	0.41%	0.79%	0.00%	0.00%	0.51%	0.37%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	0	2	0	0	0					
		0.12%	0.00%	0.19%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	1.02%	0.12%	0.00%	0.51%	0.00%	0.52%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	601	49	23	57	12	24	13	2	5	2	59	24	18	19	47	11	9	7	14	75	46	15	16	33	15	2	4					
		7.31%	9.11%	4.28%	8.46%	3.99%	10.08%	5.24%	3.51%	2.40%	2.33%	9.92%	5.70%	3.95%	4.73%	9.69%	8.66%	4.13%	3.40%	7.14%	9.17%	13.98%	7.61%	7.77%	8.59%	8.29%	4.88%	6.06%					
