Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Кизилюртовская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729					
1	"Число избирателей, внесенных в списки избирателей"	20867	1113	1148	1077	373	1004	850	1001	687	1087	988	1170	978	948	1025	1162	1030	752	1477	949	865	1183					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19778	1051	1091	1023	351	954	808	951	648	1033	936	1107	929	901	968	1101	979	714	1398	898	813	1124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18969	997	1086	991	336	951	789	930	597	967	916	1046	889	883	886	1043	940	677	1348	798	782	1117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	7	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0					
6	Число погашенных избирательных бюллетеней	802	54	5	32	15	3	18	21	48	66	20	59	40	18	82	58	39	37	50	99	31	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18969	997	1086	991	336	951	789	930	597	967	916	1046	889	883	886	1043	940	677	1348	798	782	1117					
9	Число недействительных избирательных бюллетеней	8	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	18968	995	1086	991	336	948	790	930	600	967	916	1048	889	881	886	1043	939	677	1348	799	782	1117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	10	2	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	395	19	19	19	19	16	19	19	19	19	19	19	19	19	19	19	19	18	19	19	19	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
