Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    ТИК Ардонского района																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
1	"Число избирателей, внесенных в списки избирателей"	20453	2354	2884	2748	2292	2556	153	1142	2094	1003	938	947	671	375	296					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19170	2400	2700	2300	2200	2300	138	1050	2013	942	960	909	611	378	269					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15091	1848	2277	2040	2097	1907	112	774	1797	492	532	479	348	216	172					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	384	35	30	21	36	46	0	46	45	30	17	18	30	18	12					
6	Число погашенных избирательных бюллетеней	3691	517	393	239	67	343	26	230	171	420	411	412	233	144	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	384	35	30	21	36	46	0	46	45	30	17	18	30	18	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15091	1848	2277	2040	2097	1907	112	774	1797	492	532	479	348	216	172					
9	Число недействительных избирательных бюллетеней	252	13	37	0	37	24	2	71	15	30	0	0	11	9	3					
10	Число действительных избирательных бюллетеней	15223	1870	2270	2061	2096	1929	110	749	1827	492	549	497	367	225	181					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	50	57	49	47	48	3	22	42	20	19	18	12	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	80	7	9	8	7	4	0	4	9	8	14	2	3	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	27	0	2	2	2	2	1	1	10	2	1	0	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	320	43	48	41	40	44	3	18	33	12	5	16	9	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	816	30	177	58	128	110	1	33	115	16	55	67	15	9	2					
		5.27%	1.59%	7.67%	2.81%	6.00%	5.63%	0.89%	4.02%	6.24%	3.07%	10.02%	13.48%	3.97%	3.85%	1.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	68	4	7	8	6	7	0	10	6	1	0	0	16	3	0					
		0.44%	0.21%	0.30%	0.39%	0.28%	0.36%	0.00%	1.22%	0.33%	0.19%	0.00%	0.00%	4.23%	1.28%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	3	0	2	0	0	7	3	0	0	2	0	1					
		0.12%	0.00%	0.00%	0.15%	0.00%	0.10%	0.00%	0.00%	0.38%	0.57%	0.00%	0.00%	0.53%	0.00%	0.54%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1886	143	182	255	268	140	9	94	504	82	54	40	63	35	17					
		12.19%	7.59%	7.89%	12.37%	12.56%	7.17%	8.04%	11.46%	27.36%	15.71%	9.84%	8.05%	16.67%	14.96%	9.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	170	7	71	8	21	10	0	15	30	6	0	0	1	0	1					
		1.10%	0.37%	3.08%	0.39%	0.98%	0.51%	0.00%	1.83%	1.63%	1.15%	0.00%	0.00%	0.26%	0.00%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	197	2	9	4	6	5	0	14	150	4	0	0	0	2	1					
		1.27%	0.11%	0.39%	0.19%	0.28%	0.26%	0.00%	1.71%	8.14%	0.77%	0.00%	0.00%	0.00%	0.85%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	212	12	32	0	46	38	4	27	27	12	0	8	2	0	4					
		1.37%	0.64%	1.39%	0.00%	2.16%	1.95%	3.57%	3.29%	1.47%	2.30%	0.00%	1.61%	0.53%	0.00%	2.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	708	65	49	70	58	74	7	31	94	72	55	76	37	16	4					
		4.58%	3.45%	2.12%	3.40%	2.72%	3.79%	6.25%	3.78%	5.10%	13.79%	10.02%	15.29%	9.79%	6.84%	2.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	76	9	11	6	9	7	2	10	11	5	0	0	4	2	0					
		0.49%	0.48%	0.48%	0.29%	0.42%	0.36%	1.79%	1.22%	0.60%	0.96%	0.00%	0.00%	1.06%	0.85%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11057	1596	1730	1648	1551	1534	87	514	880	290	385	306	227	158	151					
		71.45%	84.76%	74.99%	79.96%	72.71%	78.55%	77.68%	62.68%	47.77%	55.56%	70.13%	61.57%	60.05%	67.52%	82.07%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	2	2	1	3	2	0	1	3	1	0	0	0	0	0					
		0.10%	0.11%	0.09%	0.05%	0.14%	0.10%	0.00%	0.12%	0.16%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
