Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    ТИК Ардонского района																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49					
1	"Число избирателей, внесенных в список избирателей"	22671	2956	2919	2966	2527	2873	161	1237	2286	1094	1063	1078	784	432	295					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22580	2974	2939	2949	2496	2847	165	1239	2271	1095	1035	1070	780	430	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20205	2561	2700	2715	2387	2351	134	1149	2074	932	943	983	666	368	242					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	592	40	50	37	86	83	0	61	31	33	58	36	25	32	20					
6	Число погашенных избирательных бюллетеней	1783	373	189	197	23	413	31	29	166	130	34	51	89	30	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	592	40	50	37	86	83	0	61	31	33	58	36	25	32	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20205	2561	2700	2715	2387	2351	134	1149	2074	932	943	983	666	368	242					
9	Число недействительных избирательных бюллетеней	26	0	0	0	0	0	2	0	0	15	0	7	0	0	2					
10	Число действительных избирательных бюллетеней	20771	2601	2750	2752	2473	2434	132	1210	2105	950	1001	1012	691	400	260					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	40	40	40	40	40	5	10	25	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	79	12	3	6	12	12	5	7	1	10	5	4	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	4	11	2	11	7	2	4	4	2	4	2	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	221	28	37	34	28	28	0	3	24	0	5	6	10	8	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	7	8	12	7	9	0	2	2	0	1	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3012	180	550	480	254	171	9	74	110	337	392	380	47	7	21					
		14.48%	6.92%	20.00%	17.44%	10.27%	7.03%	6.72%	6.12%	5.23%	34.92%	39.16%	37.29%	6.80%	1.75%	8.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1033	17	200	13	0	110	7	12	594	7	50	15	3	2	3					
		4.97%	0.65%	7.27%	0.47%	0.00%	4.52%	5.22%	0.99%	28.22%	0.73%	4.99%	1.47%	0.43%	0.50%	1.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	6	0	0	0	0	1	4	0	4	0	0	0	0	0					
		0.07%	0.23%	0.00%	0.00%	0.00%	0.00%	0.75%	0.33%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4027	534	1001	526	217	511	16	166	300	197	167	114	140	79	59					
		19.36%	20.53%	36.40%	19.11%	8.77%	20.99%	11.94%	13.72%	14.25%	20.41%	16.68%	11.19%	20.26%	19.75%	22.52%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	8	0	0	0	0	1	0	0	2	0	0	0	1	0					
		0.06%	0.31%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.25%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12669	1853	999	1733	2002	1642	98	954	1101	403	392	503	501	311	177					
		60.92%	71.24%	36.33%	62.97%	80.95%	67.46%	73.13%	78.84%	52.30%	41.76%	39.16%	49.36%	72.50%	77.75%	67.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
