Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Архаринская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34					
1	"Число избирателей, внесенных в списки"	15380	2186	1594	1777	1741	842	348	595	66	252	148	233	452	54	204	378	147	778	68	332	75	88	161	336	98	94	619	226	333	174	237	60	92	72	520					
2	"Число бюллетеней, полученных участковыми комиссиями"	13271	1733	1265	1453	1378	672	321	537	72	226	146	206	404	56	184	355	146	691	71	315	91	95	162	302	101	84	568	239	301	186	218	61	93	74	465					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7883	822	579	794	679	329	135	326	64	148	136	172	332	53	180	290	130	457	58	210	66	64	95	171	77	81	360	161	206	118	134	39	66	36	315					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	601	33	116	32	54	8	31	13	0	17	7	17	52	0	0	0	0	23	0	0	0	4	9	14	0	0	72	0	38	2	17	12	2	15	13					
6	Число погашенных бюллетеней	4740	878	570	627	645	335	155	198	8	61	3	17	20	3	4	65	16	211	13	105	25	27	58	70	24	3	136	78	57	66	67	10	25	23	137					
7	Число бюллетеней в переносных ящиках для голосования	648	33	116	32	54	8	31	13	0	17	7	17	52	0	0	0	0	23	0	0	0	4	9	61	0	0	72	0	38	2	17	12	2	15	13					
8	Число бюллетеней в стационарных ящиках для голосования	7882	822	578	794	679	329	135	326	64	148	136	172	332	53	180	290	130	457	58	210	66	64	95	171	77	81	360	161	206	118	134	39	66	36	315					
9	Число недействительных бюллетеней	89	13	8	1	13	5	1	5	0	1	3	0	1	0	3	1	1	9	1	1	0	3	0	4	0	0	1	3	3	0	1	0	2	0	5					
10	Число действительных бюллетеней	8441	842	686	825	720	332	165	334	64	164	140	189	383	53	177	289	129	471	57	209	66	65	104	228	77	81	431	158	241	120	150	51	66	51	323					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	98	15	8	2	6	1	2	4	1	2	0	2	3	2	2	2	2	3	1	14	4	1	2	2	1	1	3	2	3	2	2	1	1	1	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	15	8	2	6	1	0	2	0	1	0	1	3	0	0	0	0	2	0	9	3	0	0	1	0	1	3	0	2	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	4	1	2	4	2	0	1	0	0	1	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0					
14	Число погашенных открепительных удостоверений	37	0	0	0	0	0	2	2	1	1	0	1	0	2	2	2	2	1	1	5	1	1	2	1	1	0	0	2	1	2	1	1	1	1	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	164	8	9	16	14	7	2	9	0	9	2	0	5	0	4	8	0	9	1	5	3	2	2	7	0	5	8	6	7	3	7	1	0	1	4					
		1.92%	0.93%	1.29%	1.93%	1.90%	2.07%	1.20%	2.65%	0.0%	5.45%	1.39%	0.0%	1.30%	0.0%	2.22%	2.75%	0.0%	1.87%	1.72%	2.38%	4.54%	2.94%	1.92%	3.01%	0.0%	6.17%	1.85%	3.72%	2.86%	2.5%	4.63%	1.96%	0.0%	1.96%	1.21%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	116	7	13	9	10	7	1	1	0	1	0	0	3	0	2	4	7	8	0	1	0	1	12	7	0	1	2	0	3	1	6	0	2	3	4					
		1.35%	0.81%	1.87%	1.08%	1.36%	2.07%	0.60%	0.29%	0.0%	0.60%	0.0%	0.0%	0.78%	0.0%	1.11%	1.37%	5.38%	1.66%	0.0%	0.47%	0.0%	1.47%	11.53%	3.01%	0.0%	1.23%	0.46%	0.0%	1.22%	0.83%	3.97%	0.0%	2.94%	5.88%	1.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	263	35	25	26	20	13	9	10	1	6	6	5	5	0	2	12	2	10	1	9	3	0	1	7	7	4	6	4	4	3	6	2	1	1	17					
		3.08%	4.09%	3.60%	3.14%	2.72%	3.85%	5.42%	2.94%	1.56%	3.63%	4.19%	2.64%	1.30%	0.0%	1.11%	4.13%	1.53%	2.08%	1.72%	4.28%	4.54%	0.0%	0.96%	3.01%	9.09%	4.93%	1.38%	2.48%	1.63%	2.5%	3.97%	3.92%	1.47%	1.96%	5.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	207	37	17	14	23	11	0	2	1	1	0	14	13	0	0	5	1	14	0	0	5	1	1	3	2	5	13	2	8	0	4	0	1	0	9					
		2.42%	4.32%	2.44%	1.69%	3.13%	3.26%	0.0%	0.58%	1.56%	0.60%	0.0%	7.40%	3.38%	0.0%	0.0%	1.72%	0.76%	2.91%	0.0%	0.0%	7.57%	1.47%	0.96%	1.29%	2.59%	6.17%	3.00%	1.24%	3.27%	0.0%	2.64%	0.0%	1.47%	0.0%	2.74%					
22	"5. ""За Русь Святую"""	57	8	4	5	5	3	3	1	0	1	1	1	3	0	0	0	1	2	0	1	0	1	2	1	0	0	2	1	3	1	0	3	2	1	1					
		0.66%	0.93%	0.57%	0.60%	0.68%	0.89%	1.80%	0.29%	0.0%	0.60%	0.69%	0.52%	0.78%	0.0%	0.0%	0.0%	0.76%	0.41%	0.0%	0.47%	0.0%	1.47%	1.92%	0.43%	0.0%	0.0%	0.46%	0.62%	1.22%	0.83%	0.0%	5.88%	2.94%	1.96%	0.30%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	2	1	2	2	1	0	1	0	3	0	0	4	0	0	6	2	4	0	1	0	0	1	1	0	0	0	0	0	1	2	0	0	1	0					
		0.41%	0.23%	0.14%	0.24%	0.27%	0.29%	0.0%	0.29%	0.0%	1.81%	0.0%	0.0%	1.04%	0.0%	0.0%	2.06%	1.53%	0.83%	0.0%	0.47%	0.0%	0.0%	0.96%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	1.32%	0.0%	0.0%	1.96%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	47	5	8	3	2	5	0	4	0	0	1	3	0	0	1	1	0	1	1	5	0	1	0	0	2	1	0	1	0	2	0	0	0	0	0					
		0.55%	0.58%	1.15%	0.36%	0.27%	1.48%	0.0%	1.17%	0.0%	0.0%	0.69%	1.58%	0.0%	0.0%	0.55%	0.34%	0.0%	0.20%	1.72%	2.38%	0.0%	1.47%	0.0%	0.0%	2.59%	1.23%	0.0%	0.62%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	1	1	1	3	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1					
		0.19%	0.11%	0.14%	0.12%	0.40%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.76%	0.0%	1.72%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.23%	0.0%	0.0%	0.83%	1.32%	0.0%	0.0%	0.0%	0.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	9	4	0	1	0	1	3	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	2	0	1	2	0	2	0	0	0	0	0	0					
		0.36%	1.05%	0.57%	0.0%	0.13%	0.0%	0.60%	0.88%	0.0%	0.60%	0.0%	0.0%	0.26%	0.0%	1.66%	0.0%	0.0%	0.0%	1.72%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	1.23%	0.46%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	594	34	20	35	36	26	3	47	33	12	9	16	24	2	48	35	13	27	5	19	1	7	2	8	2	12	32	14	40	4	10	0	4	2	12					
		6.96%	3.97%	2.88%	4.23%	4.91%	7.71%	1.80%	13.86%	51.56%	7.27%	6.29%	8.46%	6.25%	3.77%	26.66%	12.06%	10.0%	5.62%	8.62%	9.04%	1.51%	10.29%	1.92%	3.44%	2.59%	14.81%	7.40%	8.69%	16.39%	3.33%	6.62%	0.0%	5.88%	3.92%	3.65%					
