Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Бирская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480					
1	"Число избирателей, внесенных в списки избирателей"	44996	1892	1987	1740	2668	2528	2344	2377	2126	2190	1806	1300	2929	1935	2521	1598	1218	573	539	391	319	258	336	300	810	330	97	727	250	317	355	163	444	657	137	415	90	133	953	704	284	565	392	420	455	423					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42661	1640	1730	1590	2500	2400	2150	2150	1950	2150	1730	1300	2850	1780	2250	1480	1080	567	550	388	314	249	351	317	813	333	97	733	248	317	358	156	447	719	135	424	90	157	964	704	281	543	369	422	444	441					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38424	1578	1549	1307	2311	2337	1893	2118	1867	1973	1550	1117	2540	1459	2071	1383	983	432	512	367	163	235	324	263	617	321	72	680	209	312	318	143	387	578	115	395	81	109	875	623	238	510	360	344	420	385					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2050	31	179	33	76	31	22	32	83	53	25	183	38	59	44	63	62	56	23	17	134	12	9	31	184	9	25	37	39	0	29	12	49	14	20	16	8	11	78	52	40	15	9	70	13	24					
6	Число погашенных избирательных бюллетеней	2187	31	2	250	113	32	235	0	0	124	155	0	272	262	135	34	35	79	15	4	17	2	18	23	12	3	0	16	0	5	11	1	11	127	0	13	1	37	11	29	3	18	0	8	11	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2050	31	179	33	76	31	22	32	83	53	25	183	38	59	44	63	62	56	23	17	134	12	9	31	184	9	25	37	39	0	29	12	49	14	20	16	8	11	78	52	40	15	9	70	13	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38408	1578	1549	1307	2311	2337	1893	2118	1867	1973	1534	1117	2540	1459	2071	1383	983	432	512	367	163	235	324	263	617	321	72	680	209	312	318	143	387	578	115	395	81	109	875	623	238	510	360	344	420	385					
9	Число недействительных избирательных бюллетеней	323	151	9	6	9	1	19	7	2	16	7	0	0	9	9	14	7	11	1	2	0	2	1	2	9	0	0	0	1	7	1	2	0	1	0	0	0	1	0	7	2	1	1	3	0	2					
10	Число действительных избирательных бюллетеней	40135	1458	1719	1334	2378	2367	1896	2143	1948	2010	1552	1300	2578	1509	2106	1432	1038	477	534	382	297	245	332	292	792	330	97	717	247	305	346	153	436	591	135	411	89	119	953	668	276	524	368	411	433	407					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	416	5	10	30	36	16	20	17	17	10	16	12	19	33	31	25	13	2	12	2	0	0	0	3	2	0	0	9	3	4	3	3	5	5	2	5	0	0	10	5	5	3	5	3	4	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	413	5	10	30	35	16	20	17	17	10	16	12	19	32	31	25	13	2	12	2	0	0	0	3	2	0	0	9	3	4	3	3	5	5	1	5	0	0	10	5	5	3	5	3	4	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	221	1	6	7	6	10	9	7	8	12	6	11	12	9	11	14	4	4	1	0	1	11	2	5	1	2	1	9	5	5	4	2	2	1	2	2	1	1	3	6	5	2	1	6	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	9	4	5	7	2	3	3	2	2	4	3	4	7	8	4	2	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	2	0	0	0	2	1	0	1	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	366	18	7	11	26	7	20	3	5	15	16	0	36	13	19	7	13	20	8	5	4	8	1	6	3	0	0	11	2	11	2	0	1	21	2	1	1	2	1	1	6	2	3	10	0	18					
		0.90%	1.12%	0.41%	0.82%	1.09%	0.30%	1.04%	0.14%	0.26%	0.74%	1.03%	0.00%	1.40%	0.86%	0.90%	0.48%	1.24%	4.10%	1.50%	1.30%	1.35%	3.24%	0.30%	2.04%	0.37%	0.00%	0.00%	1.53%	0.81%	3.53%	0.58%	0.00%	0.23%	3.55%	1.48%	0.24%	1.12%	1.67%	0.10%	0.15%	2.16%	0.38%	0.81%	2.42%	0.00%	4.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	97	4	3	3	17	1	10	3	0	5	6	0	13	3	7	3	3	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	1	1	5	0	0	1	1	0	0	0	2	0	0					
		0.24%	0.25%	0.17%	0.22%	0.71%	0.04%	0.52%	0.14%	0.00%	0.25%	0.38%	0.00%	0.50%	0.20%	0.33%	0.21%	0.29%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.34%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.74%	1.22%	0.00%	0.00%	0.10%	0.15%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	31	2	4	0	2	2	2	2	0	0	3	0	4	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0					
