Выборы Президента Российской Федерации																																								
																																								
"Наименование Избирательной комиссии:    Улан-Удэ, Советская"																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в список"	47318	1007	865	1595	951	2012	1793	1968	1679	2065	1378	852	1304	1791	2040	1641	2492	1566	1555	2722	2497	2816	2020	2466	2633	603	789	1056	16	143	27	82	90	804					
2	Число полученных избирательных бюллетеней	49150	1010	1110	1510	960	2160	1760	1860	1910	2010	1410	760	1510	1960	2010	1610	2460	2060	1560	2660	2610	3010	2010	2510	2710	660	810	1110	25	150	55	85	105	1010					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28753	714	545	817	592	1101	983	1148	912	1409	939	732	940	1404	895	979	1442	1075	997	1302	1466	1875	930	1356	1532	420	472	647	16	143	27	82	57	804					
5	"Число избирательных бюллетеней, выданных вне помещения"	2153	163	89	97	20	100	118	118	54	71	84	1	54	134	138	41	79	128	79	81	86	44	134	64	53	33	28	29	0	0	0	0	33	0					
6	Число погашенных избирательных бюллетеней	18244	133	476	596	348	959	659	594	944	530	387	27	516	422	977	590	939	857	484	1277	1058	1091	946	1090	1125	207	310	434	9	7	28	3	15	206					
7	Число избирательных бюллетеней в переносных ящиках	2153	163	89	97	20	100	118	118	54	71	84	1	54	134	138	41	79	128	79	81	86	44	134	64	53	33	28	29	0	0	0	0	33	0					
8	Число бюллетеней в стационарных ящиках для голосования	28747	714	545	817	592	1101	983	1148	912	1409	939	732	940	1404	894	979	1442	1075	997	1302	1461	1875	930	1356	1532	420	472	647	16	143	27	82	57	804					
9	Число недействительных избирательных бюллетеней	361	5	17	9	2	10	8	7	15	3	11	3	8	12	25	3	14	27	11	19	19	12	19	17	23	11	8	10	2	8	0	0	1	22					
10	Число действительных избирательных бюллетеней	30539	872	617	905	610	1191	1093	1259	951	1477	1012	730	986	1526	1007	1017	1507	1176	1065	1364	1528	1907	1045	1403	1562	442	492	666	14	135	27	82	89	782					
11	Число полученных открепительных  удостоверений	1793	29	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	49	39	369	29	59	59	39	59	59	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1084	5	16	17	14	47	21	26	37	42	31	55	28	54	17	19	42	26	30	31	38	362	26	23	37	10	15	15	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	674	4	11	21	7	19	24	16	18	22	26	12	27	144	17	18	23	19	21	13	21	75	9	12	23	5	12	8	0	35	0	0	12	0					
14	Число неиспользованных открепительных удостоверений	709	24	43	42	45	12	38	33	22	17	28	4	31	5	42	40	17	33	29	18	1	7	3	36	22	29	44	44	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	969	30	14	31	24	55	49	34	22	48	36	15	41	61	35	30	69	26	51	28	36	35	41	44	55	13	11	25	1	2	1	0	1	5					
		3.14%	3.42%	2.21%	3.39%	3.92%	4.58%	4.45%	2.69%	2.28%	3.24%	3.52%	2.05%	4.12%	3.97%	3.39%	2.94%	4.54%	2.16%	4.74%	2.02%	2.33%	1.82%	3.85%	3.10%	3.47%	2.87%	2.20%	3.70%	6.25%	1.40%	3.70%	0.00%	1.11%	0.62%					
19	. Малышкин Олег Александрович	408	15	8	16	9	11	9	18	13	10	12	5	8	24	21	31	12	8	14	10	24	46	11	24	12	7	5	10	1	3	1	3	2	5					
		1.32%	1.71%	1.26%	1.75%	1.47%	0.92%	0.82%	1.42%	1.35%	0.68%	1.17%	0.68%	0.80%	1.56%	2.03%	3.04%	0.79%	0.67%	1.30%	0.72%	1.55%	2.40%	1.03%	1.69%	0.76%	1.55%	1.00%	1.48%	6.25%	2.10%	3.70%	3.66%	2.22%	0.62%					
20	. Миронов Сергей Михайлович	253	32	2	9	6	9	10	8	8	10	3	3	7	10	7	15	5	5	9	18	12	5	10	14	17	1	6	4	0	4	1	1	0	2					
		0.82%	3.65%	0.32%	0.98%	0.98%	0.75%	0.91%	0.63%	0.83%	0.68%	0.29%	0.41%	0.70%	0.65%	0.68%	1.47%	0.33%	0.42%	0.84%	1.30%	0.78%	0.26%	0.94%	0.99%	1.07%	0.22%	1.20%	0.59%	0.00%	2.80%	3.70%	1.22%	0.00%	0.25%					
21	. Путин Владимир Владимирович	18492	596	429	431	317	637	491	798	576	764	543	471	503	851	644	620	775	831	589	847	927	1573	777	794	917	282	264	394	10	102	19	66	66	588					
		59.84%	67.96%	67.67%	47.16%	51.80%	53.04%	44.60%	63.03%	59.63%	51.62%	53.08%	64.26%	50.60%	55.33%	62.40%	60.78%	50.95%	69.08%	54.74%	61.24%	59.92%	81.97%	73.03%	55.92%	57.85%	62.25%	52.80%	58.28%	62.50%	71.33%	70.37%	80.49%	73.33%	73.13%					
22	. Хакамада Ирина Муцуовна	4286	68	79	152	112	193	247	186	162	332	176	174	178	249	95	117	230	138	193	151	132	66	79	190	234	56	121	103	1	12	2	4	15	39					
		13.87%	7.75%	12.46%	16.63%	18.30%	16.07%	22.43%	14.69%	16.77%	22.43%	17.20%	23.74%	17.91%	16.19%	9.21%	11.47%	15.12%	11.47%	17.94%	10.92%	8.53%	3.44%	7.42%	13.38%	14.76%	12.36%	24.20%	15.24%	6.25%	8.39%	7.41%	4.88%	16.67%	4.85%					
23	. Харитонов Николай Михайлович	4978	95	71	236	119	247	236	178	145	259	201	26	213	271	173	163	356	143	178	271	340	109	104	299	269	75	70	111	0	9	3	4	2	2					
		16.11%	10.83%	11.20%	25.82%	19.44%	20.57%	21.44%	14.06%	15.01%	17.50%	19.65%	3.55%	21.43%	17.62%	16.76%	15.98%	23.41%	11.89%	16.54%	19.60%	21.98%	5.68%	9.77%	21.06%	16.97%	16.56%	14.00%	16.42%	0.00%	6.29%	11.11%	4.88%	2.22%	0.25%					
																																								
24	Против всех	1153	36	14	30	23	39	51	37	25	54	41	36	36	60	32	41	60	25	31	39	57	73	23	38	58	8	15	19	1	3	0	4	3	141					
		3.73%	4.10%	2.21%	3.28%	3.76%	3.25%	4.63%	2.92%	2.59%	3.65%	4.01%	4.91%	3.62%	3.90%	3.10%	4.02%	3.94%	2.08%	2.88%	2.82%	3.68%	3.80%	2.16%	2.68%	3.66%	1.77%	3.00%	2.81%	6.25%	2.10%	0.00%	4.88%	3.33%	17.54%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
