Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Краснозоренская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
1	"Число избирателей, внесенных в списки избирателей"	6093	1414	479	344	556	63	488	225	184	318	240	264	376	359	164	203	240	176					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6054	1400	460	350	560	64	480	220	185	325	245	260	375	360	155	205	235	175					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3436	976	230	150	342	31	240	122	81	171	121	140	204	244	89	113	115	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1203	43	169	131	69	15	67	44	45	70	71	64	61	60	57	64	95	78					
6	Число погашенных избирательных бюллетеней	1415	381	61	69	149	18	173	54	59	84	53	56	110	56	9	28	25	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1203	43	169	131	69	15	67	44	45	70	71	64	61	60	57	64	95	78					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3419	959	230	150	342	31	240	122	81	171	121	140	204	244	89	113	115	67					
9	Число недействительных избирательных бюллетеней	40	3	2	0	7	0	3	3	2	1	3	0	3	9	0	0	1	3					
10	Число действительных избирательных бюллетеней	4582	999	397	281	404	46	304	163	124	240	189	204	262	295	146	177	209	142					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	92	37	9	2	10	1	2	3	0	7	0	5	4	7	2	3	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	63	34	3	2	10	0	2	3	0	2	0	1	2	2	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	5	3	3	1	2	3	5	6	3	4	3	4	2	3	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	29	3	6	0	0	1	0	0	0	5	0	4	2	5	2	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	118	26	8	6	7	0	10	1	3	6	6	11	5	12	9	6	2	0					
		2.55%	2.59%	2.01%	2.14%	1.70%	0.00%	3.26%	0.60%	2.38%	2.49%	3.13%	5.39%	1.89%	3.95%	6.16%	3.39%	0.95%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	12	0	1	1	0	1	0	0	0	3	5	3	0	0	1	0	0					
		0.58%	1.20%	0.00%	0.36%	0.24%	0.00%	0.33%	0.00%	0.00%	0.00%	1.56%	2.45%	1.13%	0.00%	0.00%	0.56%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.60%	0.79%	0.83%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	566	165	35	21	70	3	39	21	17	34	25	16	27	46	19	16	8	4					
		12.25%	16.47%	8.77%	7.47%	17.03%	6.52%	12.70%	12.65%	13.49%	14.11%	13.02%	7.84%	10.19%	15.13%	13.01%	9.04%	3.81%	2.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	5	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0					
		0.22%	0.50%	0.25%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	2					
		0.13%	0.00%	0.00%	0.36%	0.24%	0.00%	0.00%	0.00%	0.00%	0.41%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%					
24	7.Политическая партия «Либерально-демократическая партия России»	352	74	25	21	24	0	19	18	14	21	25	22	20	26	12	12	13	6					
		7.62%	7.39%	6.27%	7.47%	5.84%	0.00%	6.19%	10.84%	11.11%	8.71%	13.02%	10.78%	7.55%	8.55%	8.22%	6.78%	6.19%	4.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	399	59	47	22	29	4	42	10	9	16	36	19	8	31	10	10	33	14					
		8.63%	5.89%	11.78%	7.83%	7.06%	8.70%	13.68%	6.02%	7.14%	6.64%	18.75%	9.31%	3.02%	10.20%	6.85%	5.65%	15.71%	9.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	33	4	2	4	1	0	6	1	1	1	2	1	1	3	3	0	2	1					
