Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Камешкирская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
1	"Число избирателей, внесенных в список избирателей"	10448	394	115	125	277	712	111	352	245	418	678	54	643	56	120	312	242	69	230	352	1533	859	915	977	659					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10888	413	129	127	296	720	114	371	255	427	700	52	653	65	125	327	251	78	243	367	1599	882	996	994	704					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6749	310	77	63	217	452	43	199	181	310	380	43	594	55	102	171	145	48	147	216	918	449	598	608	423					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	856	35	20	28	22	101	40	48	40	34	61	4	6	0	0	36	19	5	49	29	80	73	53	35	38					
6	Число погашенных избирательных бюллетеней	3283	68	32	36	57	167	31	124	34	83	259	5	53	10	23	120	87	25	47	122	601	360	345	351	243					
7	Число избирательных бюллетеней в переносных ящиках для голосования	856	35	20	28	22	101	40	48	40	34	61	4	6	0	0	36	19	5	49	29	80	73	53	35	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6749	310	77	63	217	452	43	199	181	310	380	43	594	55	102	171	145	48	147	216	918	449	598	608	423					
9	Число недействительных избирательных бюллетеней	92	0	0	1	4	3	0	3	1	0	4	0	15	4	0	3	2	0	1	5	9	4	9	6	18					
10	Число действительных избирательных бюллетеней	7513	345	97	90	235	550	83	244	220	344	437	47	585	51	102	204	162	53	195	240	989	518	642	637	443					
