Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Комсомольская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17655	1221	945	1039	399	1072	1369	1172	490	521	349	54	114	1169	632	266	107	235	354	175	185	543	926	879	310	1113	465	548	1003									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18781	1300	1050	1050	438	1158	1420	1229	548	580	380	60	137	1137	672	255	107	255	381	194	190	536	997	923	335	1206	470	529	1244									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	107	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12327	744	694	673	209	714	1250	888	339	260	245	50	75	626	331	244	99	191	225	145	168	420	664	505	255	773	328	476	736									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1230	66	125	21	92	105	64	65	25	63	20	1	13	59	84	9	8	25	22	4	7	30	55	87	39	99	24	0	18									
6	Число погашенных избирательных бюллетеней	5117	490	231	356	137	339	106	276	184	257	115	9	49	345	257	2	0	39	134	45	15	86	278	331	41	334	118	53	490									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1337	66	125	21	92	105	64	65	25	63	20	1	13	166	84	9	8	25	22	4	7	30	55	87	39	99	24	0	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12327	744	694	673	209	714	1250	888	339	260	245	50	75	626	331	244	99	191	225	145	168	420	664	505	255	773	328	476	736									
9	Число недействительных избирательных бюллетеней	510	62	26	44	14	21	19	10	10	10	1	3	3	53	10	18	0	4	10	1	5	14	22	37	2	25	9	15	62									
10	Число действительных избирательных бюллетеней	13154	748	793	650	287	798	1295	943	354	313	264	48	85	739	405	235	107	212	237	148	170	436	697	555	292	847	343	461	692									
