Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Малодербетовская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150					
1	"Число избирателей, внесенных в списки избирателей"	8083	178	402	65	1419	653	1264	196	279	127	2026	1474					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8152	190	442	70	1463	665	1270	190	296	146	1950	1470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4564	130	291	55	649	413	718	131	228	115	1060	774					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	417	11	25	0	115	46	70	10	12	4	83	41					
6	Число погашенных избирательных бюллетеней	3171	49	126	15	699	206	482	49	56	27	807	655					
7	Число избирательных бюллетеней в переносных ящиках для голосования	417	11	25	0	115	46	70	10	12	4	83	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4564	130	291	55	649	413	718	131	228	115	1060	774					
9	Число недействительных избирательных бюллетеней	34	2	3	0	4	6	2	0	0	1	6	10					
10	Число действительных избирательных бюллетеней	4947	139	313	55	760	453	786	141	240	118	1137	805					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	343	20	31	10	76	30	24	15	15	20	54	48					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	308	16	31	7	76	13	24	8	13	20	54	46					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	78	1	7	1	8	5	7	4	6	5	21	13					
14	Число погашенных неиспользованных открепительных удостоверений	35	4	0	3	0	17	0	7	2	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	2	0	0	0	2	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	270	25	18	3	34	17	41	11	6	14	67	34					
		5.42%	17.73%	5.70%	5.45%	4.45%	3.70%	5.20%	7.80%	2.50%	11.76%	5.86%	4.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	0	0	3	1	0	1	0	0	7	1					
		0.26%	0.00%	0.00%	0.00%	0.39%	0.22%	0.00%	0.71%	0.00%	0.00%	0.61%	0.12%					
20	3.Политическая партия «Демократическая партия России»	23	0	1	0	2	0	0	2	4	0	5	9					
		0.46%	0.00%	0.32%	0.00%	0.26%	0.00%	0.00%	1.42%	1.67%	0.00%	0.44%	1.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	903	12	31	2	129	89	114	43	30	16	259	178					
		18.13%	8.51%	9.81%	3.64%	16.88%	19.39%	14.47%	30.50%	12.50%	13.45%	22.66%	21.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	2	1	0	14	2	2	1	0	0	2	3					
		0.54%	1.42%	0.32%	0.00%	1.83%	0.44%	0.25%	0.71%	0.00%	0.00%	0.17%	0.37%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	0	3	1	0	0	1	0	1	2					
		0.16%	0.00%	0.00%	0.00%	0.39%	0.22%	0.00%	0.00%	0.42%	0.00%	0.09%	0.25%					
24	7.Политическая партия «Либерально-демократическая партия России»	184	3	6	1	27	12	57	4	2	1	49	22					
		3.69%	2.13%	1.90%	1.82%	3.53%	2.61%	7.23%	2.84%	0.83%	0.84%	4.29%	2.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	279	19	10	3	51	16	34	10	16	0	69	51					
		5.60%	13.48%	3.16%	5.45%	6.68%	3.49%	4.31%	7.09%	6.67%	0.00%	6.04%	6.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	25	0	1	0	4	2	2	2	2	1	8	3					
		0.50%	0.00%	0.32%	0.00%	0.52%	0.44%	0.25%	1.42%	0.83%	0.84%	0.70%	0.37%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3182	76	244	46	488	313	531	67	178	86	656	497					
		63.88%	53.90%	77.22%	83.64%	63.87%	68.19%	67.39%	47.52%	74.17%	72.27%	57.39%	60.98%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	33	2	1	0	5	0	5	0	1	0	14	5					
		0.66%	1.42%	0.32%	0.00%	0.65%	0.00%	0.63%	0.00%	0.42%	0.00%	1.22%	0.61%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
