Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Мартыновская 																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638					
1	"Число избирателей, внесенных в списки"	27691	2966	2151	78	204	567	377	229	457	239	56	281	136	612	246	205	753	262	231	2180	475	471	482	690	259	271	123	192	1003	673	769	614	510	125	1867	1144	897	1219	556	718	384	853	114	894	79	79					
2	"Число бюллетеней, полученных участковыми комиссиями"	27869	2989	2131	78	190	582	387	240	463	244	58	279	132	630	245	207	737	252	225	2175	472	478	489	687	261	270	123	192	1034	681	788	638	523	129	1924	1157	896	1204	562	703	398	863	115	878	79	81					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17693	1635	1108	60	180	447	249	170	323	201	39	221	103	435	216	173	475	172	164	1248	255	280	326	508	187	176	94	133	654	502	572	453	350	81	1077	661	609	807	375	481	226	554	106	471	68	68					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1207	89	69	0	0	37	18	13	19	4	0	5	0	16	8	8	36	22	0	99	20	31	13	74	20	36	6	21	51	0	8	14	12	8	160	119	5	5	35	7	25	59	0	35	0	0					
6	Число погашенных бюллетеней	8969	1265	954	18	10	98	120	57	121	39	19	53	29	179	21	26	226	58	61	828	197	167	150	105	54	58	23	38	329	179	208	171	161	40	687	377	282	392	152	215	147	250	9	372	11	13					
7	Число бюллетеней в переносных ящиках для голосования	1207	89	69	0	0	37	18	13	19	4	0	5	0	16	8	8	36	22	0	99	20	31	13	74	20	36	6	21	51	0	8	14	12	8	160	119	5	5	35	7	25	59	0	35	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17692	1634	1108	60	180	447	249	170	323	201	39	221	103	435	216	173	475	172	164	1248	255	280	326	508	187	176	94	133	654	502	572	453	350	81	1077	661	609	807	375	481	226	554	106	471	68	68					
9	Число недействительных бюллетеней	274	18	17	0	3	0	2	2	0	2	1	6	5	12	4	8	4	0	0	10	0	13	4	6	2	4	0	3	10	12	19	17	6	0	26	9	9	18	4	0	2	15	0	1	0	0					
10	Число действительных бюллетеней	18625	1705	1160	60	177	484	265	181	342	203	38	220	98	439	220	173	507	194	164	1337	275	298	335	576	205	208	100	151	695	490	561	450	356	89	1211	771	605	794	406	488	249	598	106	505	68	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	461	50	35	2	3	13	6	4	8	4	2	4	2	10	4	3	12	4	4	35	8	8	7	12	4	5	2	3	15	11	12	10	8	2	30	22	15	20	9	12	6	14	2	15	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	144	18	10	0	0	11	0	4	0	0	0	1	0	8	1	0	0	0	0	12	0	6	4	2	2	0	1	0	10	0	0	5	2	0	12	11	3	1	4	0	1	8	0	7	0	0					
