Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Ивановская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19433	1790	1975	1971	142	165	646	346	461	219	173	373	450	830	242	104	655	1346	1166	243	623	335	425	517	1195	1323	571	473	674									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19440	1720	1990	1960	140	170	670	350	500	220	170	400	480	830	240	100	650	1330	1170	280	620	320	420	520	1180	1290	590	460	670									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7178	693	739	808	59	94	216	108	163	74	108	201	151	202	118	68	298	464	380	64	210	156	208	190	397	417	260	114	218									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	645	44	45	22	6	4	44	5	47	14	2	11	66	40	10	4	19	19	17	3	15	19	16	15	33	24	37	39	25									
6	Число погашенных избирательных бюллетеней	11617	983	1206	1130	75	72	410	237	290	132	60	188	263	588	112	28	333	847	773	213	395	145	196	315	750	849	293	307	427									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	645	44	45	22	6	4	44	5	47	14	2	11	66	40	10	4	19	19	17	3	15	19	16	15	33	24	37	39	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7176	693	739	807	59	94	216	108	163	74	108	201	151	202	118	68	298	464	380	63	210	156	208	190	397	417	260	114	218									
9	Число недействительных избирательных бюллетеней	158	22	20	21	3	4	1	1	2	1	1	6	8	7	2	2	8	9	7	1	1	2	2	2	4	14	3	0	4									
10	Число действительных избирательных бюллетеней	7663	715	764	808	62	94	259	112	208	87	109	206	209	235	126	70	309	474	390	65	224	173	222	203	426	427	294	153	239									
