Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Бугульминская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170					
1	"Число избирателей, внесенных в список"	14857	149	398	717	182	552	674	197	426	368	152	528	732	233	351	497	275	148	514	678	316	210	424	430	127	466	550	643	964	2659	297					
2	Число полученных избирательных бюллетеней	15048	160	400	720	190	554	680	205	426	365	155	534	746	250	355	490	285	150	520	688	315	210	425	435	135	472	560	645	980	2703	295					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13478	130	377	690	166	506	609	166	403	332	134	506	642	230	345	437	264	144	411	650	268	206	391	411	106	378	529	635	846	2305	261					
5	"Число избирательных бюллетеней, выданных вне помещения"	953	18	21	11	13	24	62	30	20	28	18	12	83	3	0	48	11	3	99	18	45	0	29	13	21	78	16	0	104	92	33					
6	Число погашенных избирательных бюллетеней	617	12	2	19	11	24	9	9	3	5	3	16	21	17	10	5	10	3	10	20	2	4	5	11	8	16	15	10	30	306	1					
7	Число избирательных бюллетеней в переносных ящиках	953	18	21	11	13	24	62	30	20	28	18	12	83	3	0	48	11	3	99	18	45	0	29	13	21	78	16	0	104	92	33					
8	Число бюллетеней в стационарных ящиках для голосования	13478	130	377	690	166	506	609	166	403	332	134	506	642	230	345	437	264	144	411	650	268	206	391	411	106	378	529	635	846	2305	261					
9	Число недействительных избирательных бюллетеней	103	0	2	1	0	6	3	7	0	0	0	3	4	2	1	4	2	8	2	1	2	0	13	0	0	3	4	3	5	26	1					
10	Число действительных избирательных бюллетеней	14328	148	396	700	179	524	668	189	423	360	152	515	721	231	344	481	273	139	508	667	311	206	407	424	127	453	541	632	945	2371	293					
11	Число полученных открепительных  удостоверений	499	10	15	15	8	20	20	8	10	20	5	10	30	8	10	20	15	8	20	20	10	10	15	15	8	25	30	15	43	50	6					
12	Число выданных открепительных удостоверений	274	9	13	11	3	5	9	8	8	18	3	4	9	5	5	8	10	0	1	9	1	0	1	9	3	19	16	5	30	50	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	1	4	2	1	2	3	2	2	5	5	4	3	3	4	2	4	6	0	0	4	5	3	1	1	6	3	4	15	24	2					
14	Число неиспользованных открепительных удостоверений	225	1	2	4	5	15	11	0	2	2	2	6	21	3	5	12	5	8	19	11	9	10	14	6	5	6	14	10	13	0	4					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	218	1	10	6	6	21	3	6	2	6	2	3	12	2	3	3	5	3	4	0	11	6	6	0	0	3	6	3	5	75	5					
		1.51%	0.68%	2.51%	0.86%	3.35%	3.96%	0.45%	3.06%	0.47%	1.67%	1.32%	0.58%	1.66%	0.86%	0.87%	0.62%	1.82%	2.04%	0.78%	0.00%	3.51%	2.91%	1.43%	0.00%	0.00%	0.66%	1.10%	0.47%	0.53%	3.13%	1.70%					
19	. Малышкин Олег Александрович	180	1	9	6	5	12	6	10	4	1	4	1	8	3	0	2	15	2	6	1	7	4	11	0	0	3	4	4	9	39	3					
