Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Северная ТИК																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920					
1	"Число избирателей, внесенных в списки избирателей"	8544	497	91	361	43	422	137	65	55	247	189	374	96	2029	2275	240	215	213	165	215	250	319	46					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8760	512	93	400	52	470	150	67	75	250	202	400	94	2027	2164	260	250	230	200	225	260	330	49					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5250	278	74	217	28	313	98	53	44	199	105	230	82	1101	1184	171	162	134	151	158	196	230	42					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	852	48	5	73	2	36	4	8	9	31	37	61	6	181	183	32	39	31	14	20	17	15	0					
6	Число погашенных избирательных бюллетеней	2658	186	14	110	22	121	48	6	22	20	60	109	6	745	797	57	49	65	35	47	47	85	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	852	48	5	73	2	36	4	8	9	31	37	61	6	181	183	32	39	31	14	20	17	15	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5248	278	74	217	28	312	98	53	44	199	105	230	82	1101	1183	171	162	134	151	158	196	230	42					
9	Число недействительных избирательных бюллетеней	90	4	1	3	0	4	1	0	2	4	5	2	2	18	23	0	3	3	0	6	5	4	0					
10	Число действительных избирательных бюллетеней	6010	322	78	287	30	344	101	61	51	226	137	289	86	1264	1343	203	198	162	165	172	208	241	42					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	5	5	5	3	35	10	8	12	6	12	5	5	30	22	5	12	18	16	12	10	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	230	5	5	5	2	35	7	8	9	6	12	5	4	30	18	5	8	18	16	12	10	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	163	4	1	1	1	17	5	5	3	5	3	8	2	19	18	2	18	10	10	12	10	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	1	0	3	0	3	0	0	0	1	0	4	0	4	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	302	7	0	5	0	47	12	2	8	29	6	14	0	19	28	22	12	13	17	26	19	11	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	224	14	1	14	0	14	14	13	4	9	3	10	1	37	36	14	5	9	8	2	9	6	1					
		3.67%	4.29%	1.27%	4.83%	0.00%	4.02%	13.73%	21.31%	7.55%	3.91%	2.11%	3.44%	1.14%	2.89%	2.64%	6.90%	2.49%	5.45%	4.85%	1.12%	4.23%	2.45%	2.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	4	0	0	0	1	0	1	0	5	0	0	0	12	6	0	0	1	3	0	2	2	1					
		0.62%	1.23%	0.00%	0.00%	0.00%	0.29%	0.00%	1.64%	0.00%	2.17%	0.00%	0.00%	0.00%	0.94%	0.44%	0.00%	0.00%	0.61%	1.82%	0.00%	0.94%	0.82%	2.38%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	1.64%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1048	56	11	52	3	35	12	7	1	69	49	38	10	247	230	37	26	43	32	44	13	30	3					
		17.18%	17.18%	13.92%	17.93%	10.00%	10.06%	11.76%	11.48%	1.89%	30.00%	34.51%	13.06%	11.36%	19.27%	16.84%	18.23%	12.94%	26.06%	19.39%	24.72%	6.10%	12.24%	7.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	0	1	1	0	1	0	0	0	0	0	0	0	9	4	0	1	0	3	0	0	0	0					
		0.33%	0.00%	1.27%	0.34%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.29%	0.00%	0.50%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	1	0	2	1	1	1	0	2	0	0	1	1	2	4	0	0	3	0	0	1	0	0					
		0.33%	0.31%	0.00%	0.69%	3.33%	0.29%	0.98%	0.00%	3.77%	0.00%	0.00%	0.34%	1.14%	0.16%	0.29%	0.00%	0.00%	1.82%	0.00%	0.00%	0.47%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	614	24	17	35	3	42	4	4	6	24	22	30	14	100	124	11	19	16	15	16	23	58	7					
		10.07%	7.36%	21.52%	12.07%	10.00%	12.07%	3.92%	6.56%	11.32%	10.43%	15.49%	10.31%	15.91%	7.80%	9.08%	5.42%	9.45%	9.70%	9.09%	8.99%	10.80%	23.67%	16.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	400	20	2	27	0	22	6	6	0	18	3	20	5	88	108	9	5	4	12	11	12	19	3					
		6.56%	6.13%	2.53%	9.31%	0.00%	6.32%	5.88%	9.84%	0.00%	7.83%	2.11%	6.87%	5.68%	6.86%	7.91%	4.43%	2.49%	2.42%	7.27%	6.18%	5.63%	7.76%	7.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	3	0	1	1	2	0	1	0	1	0	4	0	6	4	3	1	0	1	2	0	0	0					
		0.49%	0.92%	0.00%	0.34%	3.33%	0.57%	0.00%	1.64%	0.00%	0.43%	0.00%	1.37%	0.00%	0.47%	0.29%	1.48%	0.50%	0.00%	0.61%	1.12%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3588	200	46	155	21	225	64	28	38	99	60	185	55	758	816	128	141	83	90	96	147	126	27					
		58.82%	61.35%	58.23%	53.45%	70.00%	64.66%	62.75%	45.90%	71.70%	43.04%	42.25%	63.57%	62.50%	59.13%	59.74%	63.05%	70.15%	50.30%	54.55%	53.93%	69.01%	51.43%	64.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	0	0	0	1	0	0	0	0	1	0	0	0	5	11	1	0	3	1	1	0	0	0					
		0.39%	0.00%	0.00%	0.00%	3.33%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.39%	0.81%	0.49%	0.00%	1.82%	0.61%	0.56%	0.00%	0.00%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
