Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Ивнянская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19086	642	1204	820	438	807	481	1709	1561	1411	1843	159	449	682	1191	1499	510	424	971	646	407	432	264	536									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18760	650	1200	800	430	800	470	1700	1500	1300	1800	160	440	680	1180	1500	500	420	950	650	400	430	260	540									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12215	357	944	593	367	575	228	1058	939	782	1077	113	356	542	738	1001	272	294	519	313	252	327	175	393									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2680	166	180	173	36	80	93	62	80	171	166	18	15	109	147	284	91	66	256	229	68	70	65	55									
6	Число погашенных избирательных бюллетеней	3865	127	76	34	27	145	149	580	481	347	557	29	69	29	295	215	137	60	175	108	80	33	20	92									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2680	166	180	173	36	80	93	62	80	171	166	18	15	109	147	284	91	66	256	229	68	70	65	55									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12215	357	944	593	367	575	228	1058	939	782	1077	113	356	542	738	1001	272	294	519	313	252	327	175	393									
9	Число недействительных избирательных бюллетеней	174	9	5	3	1	3	9	14	14	18	23	1	6	2	0	10	9	5	5	15	2	0	12	8									
10	Число действительных избирательных бюллетеней	14721	514	1119	763	402	652	312	1106	1005	935	1220	130	365	649	885	1275	354	355	770	527	318	397	228	440									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	5	24	15	7	20	7	15	15	15	15	3	6	2	35	30	11	3	15	5	5	10	7	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	240	5	24	15	3	15	6	11	15	11	15	0	6	2	35	28	9	1	11	2	5	10	2	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	1	3	1	2	1	3	7	6	2	3	1	5	1	4	1	3	1	2	1	3	0	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	40	0	0	0	4	5	1	4	0	4	0	3	0	0	0	2	2	2	4	3	0	0	5	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	1	0	0	0	0	0	3	2	5	0	0	1	3	2	1	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	99	3	2	8	3	0	0	11	7	13	12	0	4	4	3	9	1	2	1	3	2	6	0	5									
