Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Корочанская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в список избирателей"	32015	1623	1416	1633	994	1773	349	818	313	630	292	334	1695	1516	431	749	360	344	649	540	509	882	338	1496	867	811	654	236	247	158	208	385	1254	1211	1219	318	745	300	569	276	611	259	238	1529	236					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32530	1600	1470	1680	1020	1840	340	845	315	650	285	335	1750	1550	435	775	365	345	665	520	500	905	335	1540	845	835	665	235	230	140	195	400	1280	1220	1255	315	765	305	580	280	625	255	225	1585	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21599	1069	980	1160	612	1074	237	466	183	391	166	244	1334	1153	333	469	228	200	478	382	301	663	262	800	663	752	507	159	181	94	140	272	912	920	909	201	375	144	334	150	392	175	149	847	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3903	100	61	140	116	129	31	139	76	65	52	32	136	152	51	119	44	47	118	105	103	87	42	338	40	8	146	35	25	21	53	51	63	79	150	63	144	76	83	60	115	58	39	257	54					
6	Число погашенных избирательных бюллетеней	7028	431	429	380	292	637	72	240	56	194	67	59	280	245	51	187	93	98	69	33	96	155	31	402	142	75	12	41	24	25	2	77	305	221	196	51	246	85	163	70	118	22	37	481	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3903	100	61	140	116	129	31	139	76	65	52	32	136	152	51	119	44	47	118	105	103	87	42	338	40	8	146	35	25	21	53	51	63	79	150	63	144	76	83	60	115	58	39	257	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21599	1069	980	1160	612	1074	237	466	183	391	166	244	1334	1153	333	469	228	200	478	382	301	663	262	800	663	752	507	159	181	94	140	272	912	920	909	201	375	144	334	150	392	175	149	847	138					
9	Число недействительных избирательных бюллетеней	385	15	19	11	11	18	2	5	2	1	4	6	14	8	3	6	3	1	8	13	4	9	5	11	18	12	47	1	2	5	2	4	20	17	33	3	14	0	1	4	7	2	2	11	1					
10	Число действительных избирательных бюллетеней	25117	1154	1022	1289	717	1185	266	600	257	455	214	270	1456	1297	381	582	269	246	588	474	400	741	299	1127	685	748	606	193	204	110	191	319	955	982	1026	261	505	220	416	206	500	231	186	1093	191					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	407	23	31	25	10	25	5	10	5	5	5	5	21	12	5	8	5	2	10	5	5	10	3	20	5	5	15	2	8	5	5	10	15	10	10	5	5	5	5	5	12	5	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	318	23	31	23	8	23	4	10	5	5	1	1	19	12	2	7	1	0	8	5	1	10	0	20	5	2	13	1	8	2	0	5	13	10	5	1	4	1	3	5	12	0	2	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	355	12	15	12	9	5	3	5	6	3	9	3	8	3	6	7	4	7	5	22	12	1	4	15	12	6	7	5	25	15	19	5	7	9	6	8	5	2	8	3	8	7	11	8	3					
14	Число погашенных неиспользованных открепительных удостоверений	89	0	0	2	2	2	1	0	0	0	4	4	2	0	3	1	4	2	2	0	4	0	3	0	0	3	2	1	0	3	5	5	2	0	5	4	1	4	2	0	0	5	3	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	1	0	5	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2191	140	113	157	85	97	24	42	21	44	16	19	118	90	16	46	25	23	46	32	38	49	15	93	73	44	35	15	13	3	14	15	85	105	95	38	49	14	48	20	59	17	11	83	6					
		8.59%	11.98%	10.85%	12.08%	11.68%	8.06%	8.96%	6.94%	8.11%	9.65%	7.34%	6.88%	8.03%	6.90%	4.17%	7.82%	9.19%	9.31%	7.72%	6.57%	9.41%	6.53%	4.93%	8.17%	10.38%	5.79%	5.36%	7.73%	6.31%	2.61%	7.25%	4.64%	8.72%	10.51%	8.97%	14.39%	9.44%	6.36%	11.51%	9.52%	11.64%	7.30%	5.85%	7.52%	3.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2140	119	89	114	61	116	22	60	22	33	30	28	155	134	34	41	42	17	47	25	23	34	17	97	71	52	32	11	16	2	14	22	91	93	65	18	55	14	30	22	28	24	13	98	9					
		8.39%	10.18%	8.55%	8.77%	8.38%	9.64%	8.21%	9.92%	8.49%	7.24%	13.76%	10.14%	10.54%	10.27%	8.85%	6.97%	15.44%	6.88%	7.89%	5.13%	5.69%	4.53%	5.59%	8.52%	10.10%	6.84%	4.90%	5.67%	7.77%	1.74%	7.25%	6.81%	9.33%	9.31%	6.14%	6.82%	10.60%	6.36%	7.19%	10.48%	5.52%	10.30%	6.91%	8.88%	4.69%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	213	13	12	11	15	7	7	3	0	3	4	6	15	12	2	1	4	4	3	6	1	2	3	14	5	1	4	3	0	1	1	1	9	8	5	1	4	4	2	1	7	1	0	7	0					
		0.84%	1.11%	1.15%	0.85%	2.06%	0.58%	2.61%	0.50%	0.00%	0.66%	1.83%	2.17%	1.02%	0.92%	0.52%	0.17%	1.47%	1.62%	0.50%	1.23%	0.25%	0.27%	0.99%	1.23%	0.71%	0.13%	0.61%	1.55%	0.00%	0.87%	0.52%	0.31%	0.92%	0.80%	0.47%	0.38%	0.77%	1.82%	0.48%	0.48%	1.38%	0.43%	0.00%	0.63%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5550	311	270	353	159	306	66	171	48	95	62	57	359	286	61	169	66	38	124	55	51	135	48	246	118	92	44	42	56	38	20	56	291	223	179	65	107	55	92	57	74	55	33	279	38					
		21.76%	26.60%	25.94%	27.15%	21.84%	25.44%	24.63%	28.26%	18.53%	20.83%	28.44%	20.65%	24.42%	21.92%	15.89%	28.74%	24.26%	15.38%	20.81%	11.29%	12.62%	18.00%	15.79%	21.62%	16.79%	12.11%	6.74%	21.65%	27.18%	33.04%	10.36%	17.34%	29.85%	22.32%	16.90%	24.62%	20.62%	25.00%	22.06%	27.14%	14.60%	23.61%	17.55%	25.27%	19.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	285	18	15	23	19	7	5	8	2	3	0	1	13	16	1	7	0	2	5	1	5	9	3	20	25	6	6	2	1	0	0	4	14	14	9	0	4	0	1	0	2	2	4	8	0					
		1.12%	1.54%	1.44%	1.77%	2.61%	0.58%	1.87%	1.32%	0.77%	0.66%	0.00%	0.36%	0.88%	1.23%	0.26%	1.19%	0.00%	0.81%	0.84%	0.21%	1.24%	1.20%	0.99%	1.76%	3.56%	0.79%	0.92%	1.03%	0.49%	0.00%	0.00%	1.24%	1.44%	1.40%	0.85%	0.00%	0.77%	0.00%	0.24%	0.00%	0.39%	0.86%	2.13%	0.72%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14646	550	519	625	377	649	142	315	164	276	102	159	791	754	267	316	132	162	363	353	281	510	213	648	386	547	481	120	118	66	142	220	462	536	667	139	282	133	243	105	328	131	123	612	137					
		57.43%	47.05%	49.86%	48.08%	51.79%	53.95%	52.99%	52.07%	63.32%	60.53%	46.79%	57.61%	53.81%	57.78%	69.53%	53.74%	48.53%	65.59%	60.91%	72.48%	69.55%	68.00%	70.07%	56.94%	54.91%	71.97%	73.66%	61.86%	57.28%	57.39%	73.58%	68.11%	47.38%	53.65%	62.98%	52.65%	54.34%	60.45%	58.27%	50.00%	64.69%	56.22%	65.43%	55.43%	71.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	92	3	4	6	1	3	0	1	0	1	0	0	5	5	0	2	0	0	0	2	1	2	0	9	7	6	4	0	0	0	0	1	3	3	6	0	4	0	0	1	2	1	2	6	1					
