Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Советско-Гаванская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №821	УИК №822	УИК №823	УИК №824	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31788	2144	2201	2048	838	1863	1278	317	179	858	260	609	1233	740	1748	2197	1825	2482	2024	1767	2145	2274	15	78	100	101	106	26	15	15	26	14	28	15	20	19	27	30	96	27									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24519	1500	1600	1500	600	1400	1045	300	200	700	200	500	1000	600	1200	1500	1500	2000	1500	1300	2000	1600	16	78	100	105	106	26	15	15	26	14	32	17	20	19	28	30	100	27									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11559	876	839	788	164	654	368	89	52	285	70	245	641	267	526	720	596	837	661	512	858	807	15	68	100	101	106	26	15	15	17	14	28	15	20	18	23	30	68	25									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	368	27	21	20	3	3	26	12	8	27	12	30	18	5	9	26	22	36	10	11	14	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	12583	597	740	692	433	743	642	199	140	388	118	225	341	328	665	754	882	1127	829	777	1128	765	1	10	0	4	0	0	0	0	9	0	4	2	0	1	5	0	32	2									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	377	27	21	20	3	3	35	12	8	27	12	30	18	5	9	26	22	36	10	11	14	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11553	876	839	788	164	654	368	89	52	285	70	245	641	267	526	720	596	831	661	512	858	807	15	68	100	101	106	26	15	15	17	14	28	15	20	18	23	30	68	25									
9	Число недействительных избирательных бюллетеней	312	22	21	27	5	14	16	1	1	5	0	5	20	10	7	18	21	26	17	12	25	26	0	1	0	5	0	0	0	0	0	0	0	0	1	5	0	0	1	0									
10	Число действительных избирательных бюллетеней	11618	881	839	781	162	643	387	100	59	307	82	270	639	262	528	728	597	841	654	511	847	809	15	67	100	96	106	26	15	15	17	14	28	15	19	13	23	30	67	25									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	351	25	25	25	10	15	10	10	5	10	7	10	15	10	15	25	20	25	25	15	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	87	6	10	9	1	5	1	0	0	1	0	6	0	4	5	8	5	5	7	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	46	4	1	4	1	1	0	0	0	0	0	3	1	2	4	1	1	4	2	3	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	264	19	15	16	9	10	9	10	5	9	7	4	15	6	10	17	15	20	18	13	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	3	1	3	0	0	2	0	0	0	1	0	1	3	3	9	1	4	3	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	161	8	8	11	1	5	7	0	4	7	2	7	8	7	3	13	8	18	7	6	8	13	0	1	0	2	0	0	0	0	1	0	1	1	0	0	0	2	0	2									
		1.35%	0.89%	0.93%	1.36%	0.60%	0.76%	1.74%	0.00%	6.67%	2.24%	2.44%	2.55%	1.21%	2.57%	0.56%	1.74%	1.29%	2.08%	1.04%	1.15%	0.92%	1.56%	0.00%	1.47%	0.00%	1.98%	0.00%	0.00%	0.00%	0.00%	5.88%	0.00%	3.57%	6.67%	0.00%	0.00%	0.00%	6.67%	0.00%	8.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	368	32	27	31	5	24	16	3	4	14	4	7	12	6	20	26	10	27	20	16	23	31	0	1	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	2									
		3.08%	3.54%	3.14%	3.84%	2.99%	3.65%	3.97%	2.97%	6.67%	4.49%	4.88%	2.55%	1.82%	2.21%	3.74%	3.49%	1.62%	3.11%	2.98%	3.06%	2.64%	3.71%	0.00%	1.47%	1.00%	2.97%	0.94%	0.00%	0.00%	6.67%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	456	35	40	28	5	25	14	6	1	16	2	7	20	6	16	27	18	44	38	18	33	29	0	3	2	5	0	10	3	0	0	0	0	0	0	0	1	2	2	0									
		3.82%	3.88%	4.65%	3.47%	2.99%	3.81%	3.47%	5.94%	1.67%	5.13%	2.44%	2.55%	3.03%	2.21%	2.99%	3.62%	2.91%	5.07%	5.66%	3.44%	3.78%	3.47%	0.00%	4.41%	2.00%	4.95%	0.00%	38.46%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.35%	6.67%	2.94%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3887	271	274	255	48	208	116	30	23	102	24	134	224	87	166	221	180	315	216	164	271	280	13	22	35	47	54	7	1	8	6	14	5	5	11	5	11	7	22	5									
		32.58%	30.01%	31.86%	31.56%	28.74%	31.66%	28.78%	29.70%	38.33%	32.69%	29.27%	48.73%	33.99%	31.99%	31.03%	29.62%	29.13%	36.33%	32.19%	31.36%	31.08%	33.53%	86.67%	32.35%	35.00%	46.53%	50.94%	26.92%	6.67%	53.33%	35.29%	100.00%	17.86%	33.33%	55.00%	27.78%	47.83%	23.33%	32.35%	20.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	151	13	16	11	1	8	6	1	1	2	1	2	8	3	5	11	2	9	8	5	12	14	0	0	3	0	1	0	0	0	0	0	1	1	0	0	1	1	4	0									
		1.27%	1.44%	1.86%	1.36%	0.60%	1.22%	1.49%	0.99%	1.67%	0.64%	1.22%	0.73%	1.21%	1.10%	0.93%	1.47%	0.32%	1.04%	1.19%	0.96%	1.38%	1.68%	0.00%	0.00%	3.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	3.57%	6.67%	0.00%	0.00%	4.35%	3.33%	5.88%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	3	1	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0									
