Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Пителинская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598					
1	"Число избирателей, внесенных в списки"	5729	211	323	297	142	389	637	152	98	337	409	199	343	107	129	1549	248	159					
2	"Число бюллетеней, полученных участковыми комиссиями"	5734	212	327	297	144	388	642	157	98	337	418	199	335	107	127	1537	251	158					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3191	127	156	183	85	165	355	72	60	158	201	109	199	58	85	936	130	112					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	685	35	96	21	26	75	80	49	11	68	72	27	27	17	12	33	12	24					
6	Число погашенных бюллетеней	1858	50	75	93	33	148	207	36	27	111	145	63	109	32	30	568	109	22					
7	Число бюллетеней в переносных ящиках для голосования	685	35	96	21	26	75	80	49	11	68	72	27	27	17	12	33	12	24					
8	Число бюллетеней в стационарных ящиках для голосования	3191	127	156	183	85	165	355	72	60	158	201	109	199	58	85	936	130	112					
9	Число недействительных бюллетеней	79	2	5	6	4	7	12	0	2	5	5	1	5	0	0	20	3	2					
10	Число действительных бюллетеней	3797	160	247	198	107	233	423	121	69	221	268	135	221	75	97	949	139	134					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	10	10	10	10	12	12	10	10	11	12	10	11	10	10	30	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	3	0	0	1	5	1	0	0	4	0	1	0	0	22	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	2	1	1	2	4	5	1	1	2	0	2	1	0	2	1	1	2					
14	Число погашенных открепительных удостоверений	159	10	7	10	10	11	7	9	10	11	8	10	10	10	10	8	8	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	47	6	2	1	0	0	8	2	1	5	6	2	2	0	4	4	3	1					
		1.21%	3.70%	0.79%	0.49%	0.0%	0.0%	1.83%	1.65%	1.40%	2.21%	2.19%	1.47%	0.88%	0.0%	4.12%	0.41%	2.11%	0.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	64	12	0	1	1	3	4	3	1	0	1	1	2	3	0	28	1	3					
		1.65%	7.40%	0.0%	0.49%	0.90%	1.25%	0.91%	2.47%	1.40%	0.0%	0.36%	0.73%	0.88%	4.0%	0.0%	2.88%	0.70%	2.20%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	349	24	36	17	14	8	10	19	2	40	29	17	27	11	2	76	11	6					
		9.00%	14.81%	14.28%	8.33%	12.61%	3.33%	2.29%	15.70%	2.81%	17.69%	10.62%	12.49%	11.94%	14.66%	2.06%	7.84%	7.74%	4.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	28	0	0	0	3	3	3	1	3	4	0	1	3	0	0	6	0	1					
		0.72%	0.0%	0.0%	0.0%	2.70%	1.25%	0.68%	0.82%	4.22%	1.76%	0.0%	0.73%	1.32%	0.0%	0.0%	0.61%	0.0%	0.73%					
22	"5. ""За Русь Святую"""	26	1	0	0	2	0	10	0	2	3	0	0	3	0	1	3	1	0					
		0.67%	0.61%	0.0%	0.0%	1.80%	0.0%	2.29%	0.0%	2.81%	1.32%	0.0%	0.0%	1.32%	0.0%	1.03%	0.30%	0.70%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	2					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.44%	0.0%	1.03%	0.10%	0.0%	1.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	0	2	0	2	0	1	1	0	1	3	0	3	0	0	4	0	1					
		0.46%	0.0%	0.79%	0.0%	1.80%	0.0%	0.22%	0.82%	0.0%	0.44%	1.09%	0.0%	1.32%	0.0%	0.0%	0.41%	0.0%	0.73%					
25	"8. ""Народно-республиканская партия России"""	14	2	0	1	1	1	1	0	1	0	0	2	2	0	0	3	0	0					
		0.36%	1.23%	0.0%	0.49%	0.90%	0.41%	0.22%	0.0%	1.40%	0.0%	0.0%	1.47%	0.88%	0.0%	0.0%	0.30%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	0	0	0	1	2	1	0	0	1	1	2	0	0	1	1	1					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.41%	0.45%	0.82%	0.0%	0.0%	0.36%	0.73%	0.88%	0.0%	0.0%	0.10%	0.70%	0.73%					
27	"10. ""Аграрная партия России"""	498	32	22	25	18	39	53	17	15	18	28	22	30	8	17	109	14	31					
		12.84%	19.75%	8.73%	12.25%	16.21%	16.25%	12.18%	14.04%	21.12%	7.96%	10.25%	16.17%	13.27%	10.66%	17.52%	11.24%	9.85%	22.79%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.07%	0.0%	0.0%	0.0%	0.90%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	0	2	6	2	0	7	2	2	0	3	1	5	1	0	3	0	0					
		0.87%	0.0%	0.79%	2.94%	1.80%	0.0%	1.60%	1.65%	2.81%	0.0%	1.09%	0.73%	2.21%	1.33%	0.0%	0.30%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	13	2	0	0	0	0	0	0	0	0	1	0	1	0	4	3	1	1					
		0.33%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.44%	0.0%	4.12%	0.30%	0.70%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2					
		0.23%	0.61%	0.39%	0.49%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%					
32	"15. ""Партия СЛОН"""	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.33%	1.03%	0.10%	0.70%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	151	0	8	4	4	1	17	3	4	10	2	2	10	3	9	73	1	0					
		3.89%	0.0%	3.17%	1.96%	3.60%	0.41%	3.90%	2.47%	5.63%	4.42%	0.73%	1.47%	4.42%	4.0%	9.27%	7.53%	0.70%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	0	0	3	0	0	4	1	0	2	0	0	1	0	0	1	0	1					
		0.33%	0.0%	0.0%	1.47%	0.0%	0.0%	0.91%	0.82%	0.0%	0.88%	0.0%	0.0%	0.44%	0.0%	0.0%	0.10%	0.0%	0.73%					
35	"18. ""ЛДПР"""	406	9	13	12	4	32	51	14	8	14	50	22	15	8	12	117	6	19					
		10.47%	5.55%	5.15%	5.88%	3.60%	13.33%	11.72%	11.57%	11.26%	6.19%	18.31%	16.17%	6.63%	10.66%	12.37%	12.07%	4.22%	13.97%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	58	0	4	2	5	1	11	1	0	10	2	2	1	0	4	12	1	2					
		1.49%	0.0%	1.58%	0.98%	4.50%	0.41%	2.52%	0.82%	0.0%	4.42%	0.73%	1.47%	0.44%	0.0%	4.12%	1.23%	0.70%	1.47%					
37	"20. ""Политическая партия ""Единая Россия"""	1233	37	95	93	34	66	185	43	25	89	87	32	55	25	25	264	36	42					
		31.81%	22.83%	37.69%	45.58%	30.63%	27.5%	42.52%	35.53%	35.21%	39.38%	31.86%	23.52%	24.33%	33.33%	25.77%	27.24%	25.35%	30.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%					
39	"22. ""Развитие предпринимательства"""	8	2	0	0	0	0	2	0	0	0	1	0	0	1	1	0	1	0					
		0.20%	1.23%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	1.33%	1.03%	0.0%	0.70%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	661	26	56	22	14	70	38	11	5	11	40	28	49	12	8	204	53	14					
		17.05%	16.04%	22.22%	10.78%	12.61%	29.16%	8.73%	9.09%	7.04%	4.86%	14.65%	20.58%	21.68%	16.0%	8.24%	21.05%	37.32%	10.29%					
																								
41	Против всех	138	6	6	10	2	7	9	2	0	13	13	2	9	2	8	35	8	6					
		3.56%	3.70%	2.38%	4.90%	1.80%	2.91%	2.06%	1.65%	0.0%	5.75%	4.76%	1.47%	3.98%	2.66%	8.24%	3.61%	5.63%	4.41%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
