Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Бавлинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057					
1	"Число избирателей, внесенных в списки"	10483	1008	177	782	108	279	377	284	797	512	806	457	801	507	304	369	138	774	189	653	384	245	532					
2	"Число бюллетеней, полученных участковыми комиссиями"	10591	1010	171	798	119	281	383	295	790	510	798	460	815	510	307	375	145	773	195	645	432	249	530					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9194	819	136	627	95	249	330	256	684	460	655	290	762	503	294	369	129	755	174	563	351	228	465					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	919	112	24	52	13	28	37	28	106	34	102	157	31	0	10	0	9	9	15	73	33	17	29					
6	Число погашенных бюллетеней	478	79	11	119	11	4	16	11	0	16	41	13	22	7	3	6	7	9	6	9	48	4	36					
7	Число бюллетеней в переносных ящиках для голосования	919	112	24	52	13	28	37	28	106	34	102	157	31	0	10	0	9	9	15	73	33	17	29					
8	Число бюллетеней в стационарных ящиках для голосования	9194	819	136	627	95	249	330	256	684	460	655	290	762	503	294	369	129	755	174	563	351	228	465					
9	Число недействительных бюллетеней	218	0	2	18	1	77	15	3	0	0	9	0	4	27	0	0	0	12	0	0	3	5	42					
10	Число действительных бюллетеней	9895	931	158	661	107	200	352	281	790	494	748	447	789	476	304	369	138	752	189	636	381	240	452					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	15	5	15	8	5	8	6	10	10	7	8	15	10	5	8	3	15	4	20	8	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	111	7	1	10	8	5	3	6	1	0	7	5	14	4	0	0	2	4	2	17	8	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	3	0	3	1	2	2	0	4	3	1	4	3	0	1	0	1	3	1	7	2	6	1					
14	Число погашенных открепительных удостоверений	89	8	4	5	0	0	5	0	9	10	0	3	1	6	5	8	1	11	2	3	0	2	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	38	0	2	11	4	0	1	0	0	0	9	0	0	0	0	0	0	8	0	0	0	1	2					
		0.37%	0.0%	1.25%	1.62%	3.70%	0.0%	0.27%	0.0%	0.0%	0.0%	1.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.40%	0.40%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	25	0	3	6	0	0	0	0	0	5	6	0	0	0	0	0	0	1	0	0	0	1	3					
		0.24%	0.0%	1.87%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.40%	0.60%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	42	0	6	3	5	0	0	0	0	4	8	0	0	0	0	0	0	8	1	0	0	0	7					
		0.41%	0.0%	3.75%	0.44%	4.62%	0.0%	0.0%	0.0%	0.0%	0.80%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.52%	0.0%	0.0%	0.0%	1.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	36	0	11	11	1	0	0	0	0	2	4	0	0	0	0	0	0	3	0	0	0	0	4					
		0.35%	0.0%	6.87%	1.62%	0.92%	0.0%	0.0%	0.0%	0.0%	0.40%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.80%					
22	"5. ""За Русь Святую"""	16	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	6					
		0.15%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.40%	1.21%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%					
24	"7. ""Новый курс - Автомобильная Россия"""	10	0	1	1	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	1	1	0					
		0.09%	0.0%	0.62%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.26%	0.40%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0					
		0.04%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.40%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.20%					
27	"10. ""Аграрная партия России"""	99	0	3	13	3	0	4	2	0	0	19	0	16	0	1	0	0	22	2	0	0	12	2					
		0.97%	0.0%	1.87%	1.91%	2.77%	0.0%	1.08%	0.70%	0.0%	0.0%	2.50%	0.0%	2.01%	0.0%	0.32%	0.0%	0.0%	2.87%	1.05%	0.0%	0.0%	4.89%	0.40%					
28	"11. ""Истинные патриоты России"""	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	20	0	0	0	1	0	0	0	0	5	7	0	0	0	0	0	0	5	0	0	0	1	1					
		0.19%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	1.01%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.40%	0.20%					
30	"13. ""Демократическая партия России"""	7	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1					
		0.07%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.20%					
