Выборы Президента Российской Федерации																																																																		
Дата голосования: 04.03.2012																																																																		
																																																																		
Наименование Избирательной комиссии:    Талицкая 																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	55																																																																
																																																																		
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №962	УИК №963	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №984	УИК №986	УИК №987	УИК №988									
1	Число избирателей, включенных в список избирателей	42280	1469	2116	1965	2013	1870	728	1015	1021	1080	1880	1808	1737	1868	1291	1863	440	491	168	435	285	216	547	184	218	578	486	170	187	456	688	586	690	210	321	448	999	264	158	681	192	67	1849	336	429	238	626	552	222	971	526	629	789	1058	100	66									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	40982	1400	2000	1950	1900	1800	650	1000	950	1000	1900	1700	1700	1800	1300	1800	400	450	190	450	250	200	550	186	200	550	450	179	200	450	650	600	650	200	300	450	1000	250	160	650	199	68	1800	300	400	200	600	550	200	950	500	600	750	1000	200	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	19622	591	1058	947	909	949	327	506	529	543	871	821	774	714	619	796	173	175	90	236	113	106	284	96	100	333	205	107	101	199	358	233	285	112	127	210	412	81	48	347	91	41	884	148	206	129	342	269	138	509	206	239	358	445	66	66									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3348	91	95	85	142	90	36	22	61	69	106	108	128	137	70	132	56	79	9	19	36	9	55	14	20	25	76	25	28	60	65	68	64	29	41	59	52	74	25	61	25	11	139	49	32	20	27	29	6	70	75	131	143	170	0	0									
6	Число погашенных избирательных бюллетеней	17800	718	847	918	849	761	287	472	360	388	923	771	798	949	611	872	171	196	91	195	101	85	211	76	80	192	169	47	71	191	227	241	301	59	132	181	426	95	87	242	83	16	777	103	162	51	231	252	56	371	219	230	249	341	134	134									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3560	91	95	85	142	90	36	22	61	69	106	108	128	137	70	132	56	79	9	19	36	9	55	14	20	25	76	25	28	60	65	126	64	29	41	59	162	74	25	61	25	11	139	49	32	20	27	29	6	70	75	131	143	214	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	19537	591	1058	862	909	949	327	506	529	543	871	821	774	714	619	796	173	175	90	236	113	106	284	96	100	333	205	107	101	199	358	233	285	112	127	210	412	81	48	347	91	41	884	148	206	129	342	269	138	509	206	239	358	445	66	66									
9	Число недействительных избирательных бюллетеней	319	27	16	9	11	8	5	4	6	4	5	16	5	12	8	8	1	2	0	1	6	0	4	1	1	6	3	3	3	4	1	3	1	2	1	1	22	4	2	11	0	0	10	0	7	0	1	3	2	5	1	3	49	8	2	1									
10	Число действительных избирательных бюллетеней	22778	655	1137	938	1040	1031	358	524	584	608	972	913	897	839	681	920	228	252	99	254	143	115	335	109	119	352	278	129	126	255	422	356	348	139	167	268	552	151	71	397	116	52	1013	197	231	149	368	295	142	574	280	367	452	651	64	65									
11	Число полученных открепительных  удостоверений	1155	25	30	30	30	40	15	20	15	20	44	35	35	38	30	35	15	20	25	35	15	15	30	5	5	15	10	15	30	32	30	25	15	5	18	15	60	10	15	15	5	5	40	15	10	5	10	18	15	30	20	15	20	30	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1017	25	30	27	27	40	15	20	15	17	42	14	23	38	30	35	15	20	25	24	15	15	30	0	5	15	10	15	30	32	17	25	10	2	18	10	35	10	11	15	5	5	30	15	5	5	10	18	11	30	20	15	16	30	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	434	5	13	17	22	14	10	8	14	6	16	17	15	11	9	9	8	6	6	5	8	4	3	1	3	19	3	4	1	3	5	4	2	5	6	1	6	5	3	5	1	3	11	5	6	1	2	4	2	13	2	5	5	5	47	20									
14	Число неиспользованных открепительных удостоверений	138	0	0	3	3	0	0	0	0	3	2	21	12	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	13	0	5	3	0	5	25	0	4	0	0	0	10	0	5	0	0	0	4	0	0	0	4	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	15	0	0	3	0	2	0	0	0	3	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	Жириновский Владимир Вольфович	1223	47	58	64	51	56	17	17	22	31	43	43	44	67	41	45	15	16	2	15	11	8	29	7	6	12	12	5	10	10	13	14	20	4	8	14	30	10	3	23	16	5	45	12	13	18	15	9	9	28	28	7	44	28	2	1									
		5.30%	6.89%	5.03%	6.76%	4.85%	5.39%	4.68%	3.22%	3.73%	5.07%	4.40%	4.63%	4.88%	7.87%	5.95%	4.85%	6.55%	6.30%	2.02%	5.88%	7.38%	6.96%	8.55%	6.36%	5.00%	3.35%	4.27%	3.79%	7.75%	3.86%	3.07%	3.90%	5.73%	2.84%	4.76%	5.20%	5.23%	6.45%	4.11%	5.64%	13.79%	9.62%	4.40%	6.09%	5.46%	12.08%	4.07%	3.02%	6.25%	4.84%	9.96%	1.89%	8.78%	4.25%	3.03%	1.52%									
