Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
Наименование Избирательной комиссии:    Талицкая																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, включенных в списки избирателей"	42695	1438	2206	1773	1948	1886	717	1024	160	1053	1130	1613	1887	2166	1876	1352	1491	442	508	187	476	281	265	557	199	224	146	383	198	225	496	671	348	102	146	660	211	89	338	460	843	293	194	720	188	76	1651	309	253	227	614	533	239	1299	538	660	658	693	75	1063	180	57					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41023	1350	2100	1700	1800	1800	700	1000	169	1000	1000	1500	1800	2100	1800	1300	1400	400	450	190	450	250	250	550	200	200	147	350	200	200	500	650	350	137	144	600	200	90	300	450	800	300	200	700	189	78	1600	350	250	200	600	500	200	1300	550	650	650	650	79	1000	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20458	589	1034	836	836	925	307	488	53	497	502	770	818	932	684	669	692	154	190	85	267	130	125	296	112	120	94	249	123	137	193	431	204	88	82	337	118	52	215	200	442	103	90	405	96	40	886	180	168	117	372	292	137	654	284	266	336	318	51	420	114	53					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3975	91	142	59	135	118	49	36	30	59	90	126	137	188	174	62	109	80	113	15	40	39	22	67	20	33	16	39	30	32	79	85	46	14	22	72	33	12	44	102	47	103	56	120	36	23	66	36	13	23	36	40	7	140	99	156	18	37	5	254	0	0					
6	Число погашенных избирательных бюллетеней	16590	670	924	805	829	757	344	476	86	444	408	604	845	980	942	569	599	166	147	90	143	81	103	187	68	47	37	62	47	31	228	134	100	35	40	191	49	26	41	148	311	94	54	175	57	15	648	134	69	60	192	168	56	506	167	228	296	295	23	326	86	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3975	91	142	59	135	118	49	36	30	59	90	126	137	188	174	62	109	80	113	15	40	39	22	67	20	33	16	39	30	32	79	85	46	14	22	72	33	12	44	102	47	103	56	120	36	23	66	36	13	23	36	40	7	140	99	156	18	37	5	254	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	20458	589	1034	836	836	925	307	488	53	497	502	770	818	932	684	669	692	154	190	85	267	130	125	296	112	120	94	249	123	137	193	431	204	88	82	337	118	52	215	200	442	103	90	405	96	40	886	180	168	117	372	292	137	654	284	266	336	318	51	420	114	53					
9	Число недействительных избирательных бюллетеней	301	36	19	17	4	14	1	10	2	5	7	18	16	13	3	7	8	4	3	1	2	3	2	6	1	0	3	2	2	0	5	3	5	2	0	5	2	0	4	0	5	2	4	4	1	0	13	1	0	1	4	4	2	7	0	4	3	1	2	7	1	0					
10	Число действительных избирательных бюллетеней	24132	644	1157	878	967	1029	355	514	81	551	585	878	939	1107	855	724	793	230	300	99	305	166	145	357	131	153	107	286	151	169	267	513	245	100	104	404	149	64	255	302	484	204	142	521	131	63	939	215	181	139	404	328	142	787	383	418	351	354	54	667	113	53					
11	Число полученных открепительных  удостоверений	754	15	32	32	27	33	11	17	10	4	17	26	25	32	29	23	25	7	8	3	8	5	4	25	9	4	3	6	13	10	10	11	26	2	2	11	4	2	6	8	21	7	8	18	0	4	27	6	5	6	10	9	4	20	9	11	11	13	2	18	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	729	15	32	21	24	33	11	17	10	4	11	26	25	32	29	23	25	7	8	3	8	5	4	25	9	4	3	6	13	10	10	11	26	2	2	11	4	2	6	8	21	7	8	18	0	4	27	6	3	6	10	9	4	20	9	11	10	13	2	16	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	320	9	15	6	18	1	3	5	4	9	24	14	4	10	9	1	9	2	2	1	4	1	1	6	0	0	1	1	8	1	2	1	1	2	0	4	1	5	1	6	6	3	1	2	2	4	7	1	0	4	1	7	5	9	2	0	7	4	2	3	52	6					
14	Число неиспользованных открепительных удостоверений	25	0	0	11	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	46	4	4	3	2	3	1	1	1	3	1	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	3	2	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
