Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Кривошеинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551					
1	"Число избирателей, внесенных в списки избирателей"	11391	573	387	166	203	367	149	348	182	76	228	88	713	763	728	128	559	708	652	784	609	520	788	359	162	407	374	61	309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10002	500	350	164	200	300	138	290	176	80	200	87	600	650	630	126	500	620	580	690	530	450	700	300	164	350	300	57	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6921	437	259	92	135	259	79	252	126	57	133	68	405	434	402	82	365	419	341	428	357	257	453	205	114	276	256	31	199					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	832	21	16	31	19	27	35	24	17	5	16	9	77	55	64	16	23	65	23	53	42	46	36	27	8	20	20	18	19					
6	Число погашенных избирательных бюллетеней	2249	42	75	41	46	14	24	14	33	18	51	10	118	161	164	28	112	136	216	209	131	147	211	68	42	54	24	8	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	832	21	16	31	19	27	35	24	17	5	16	9	77	55	64	16	23	65	23	53	42	46	36	27	8	20	20	18	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6921	437	259	92	135	259	79	252	126	57	133	68	405	434	402	82	365	419	341	428	357	257	453	205	114	276	256	31	199					
9	Число недействительных избирательных бюллетеней	62	2	1	0	0	2	0	1	3	0	2	0	2	8	3	2	3	6	1	1	3	4	3	5	0	1	6	1	2					
10	Число действительных избирательных бюллетеней	7691	456	274	123	154	284	114	275	140	62	147	77	480	481	463	96	385	478	363	480	396	299	486	227	122	295	270	48	216					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	288	25	15	5	5	10	10	10	5	8	5	5	10	10	10	5	15	15	7	15	15	15	15	5	5	18	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	179	22	11	1	5	8	6	10	2	8	2	0	5	8	3	5	15	7	7	4	3	6	8	4	2	16	8	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	2	0	0	1	5	1	3	0	1	1	1	5	2	2	1	7	4	0	2	2	4	4	0	0	0	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	109	3	4	4	0	2	4	0	3	0	3	5	5	2	7	0	0	8	0	11	12	9	7	1	3	2	2	4	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	128	5	1	4	3	14	0	13	4	0	0	1	4	4	7	0	4	5	8	6	5	3	6	2	0	7	8	4	10					
		1.65%	1.09%	0.36%	3.25%	1.95%	4.90%	0.00%	4.71%	2.80%	0.00%	0.00%	1.30%	0.83%	0.82%	1.50%	0.00%	1.03%	1.03%	2.20%	1.25%	1.25%	0.99%	1.23%	0.86%	0.00%	2.36%	2.90%	8.16%	4.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	2	3	3	2	0	1	1	0	2	1	0	0					
		0.32%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.21%	0.00%	1.55%	0.41%	0.82%	0.62%	0.50%	0.00%	0.20%	0.43%	0.00%	0.68%	0.36%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	1	0	2	0	0	0	0	1	1	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.21%	0.20%	0.21%	0.00%	0.00%	0.21%	0.00%	0.21%	0.00%	0.66%	0.20%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	780	43	11	7	18	35	8	28	16	3	14	3	49	35	53	2	60	70	22	38	54	40	48	43	8	32	14	2	24					
		10.06%	9.39%	4.00%	5.69%	11.69%	12.24%	7.02%	10.14%	11.19%	4.84%	9.40%	3.90%	10.17%	7.16%	11.37%	2.04%	15.46%	14.46%	6.04%	7.90%	13.53%	13.20%	9.82%	18.53%	6.56%	10.81%	5.07%	4.08%	11.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	3	0	0	0	0	0	3	0	0	0	0	1	3	5	0	5	5	4	0	1	3	0	0	1	0	1	0	0					
		0.45%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.21%	0.61%	1.07%	0.00%	1.29%	1.03%	1.10%	0.00%	0.25%	0.99%	0.00%	0.00%	0.82%	0.00%	0.36%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	3	0	0	0	0	0	0	2	0	0	1	0	4	0	0	1	1	1	0	0	0	0	0	0	0	1	1					
		0.19%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.21%	0.00%	0.86%	0.00%	0.00%	0.21%	0.27%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.04%	0.46%					
24	7.Политическая партия «Либерально-демократическая партия России»	908	67	44	19	8	31	9	39	8	10	3	10	55	53	38	7	40	51	49	64	58	26	69	36	7	34	38	6	29					
