Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Кильмезская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309					
1	"Число избирателей, внесенных в список"	11777	53	529	271	357	144	87	197	362	208	85	454	55	339	202	159	192	301	214	102	457	373	111	92	264	300	125	109	539	153	104	75	1945	1856	660	303					
2	Число полученных избирательных бюллетеней	11900	60	540	270	380	160	90	220	320	230	90	460	60	360	200	170	200	300	220	120	490	390	120	100	260	300	130	110	540	160	110	80	1850	1800	700	310					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6906	45	204	143	206	89	68	99	190	150	44	238	39	226	149	105	129	159	142	78	268	235	79	77	182	193	77	79	304	100	65	53	1073	1016	414	188					
5	"Число избирательных бюллетеней, выданных вне помещения"	924	1	78	38	36	32	4	48	70	18	28	56	8	27	6	13	6	31	28	13	39	24	8	12	28	33	17	11	43	9	15	8	60	60	3	13					
6	Число погашенных избирательных бюллетеней	4070	14	258	89	138	39	18	73	60	62	18	166	13	107	45	52	65	110	50	29	183	131	33	11	50	74	36	20	193	51	30	19	717	724	283	109					
7	Число избирательных бюллетеней в переносных ящиках	924	1	78	38	36	32	4	48	70	18	28	56	8	27	6	13	6	31	28	13	39	24	8	12	28	33	17	11	43	9	15	8	60	60	3	13					
8	Число бюллетеней в стационарных ящиках для голосования	6905	45	204	143	206	89	68	99	190	150	43	238	39	226	149	105	129	159	142	78	268	235	79	77	182	193	77	79	304	100	65	53	1073	1016	414	188					
9	Число недействительных избирательных бюллетеней	41	0	1	2	3	0	1	0	3	1	0	4	0	2	0	0	0	1	0	0	2	0	0	0	0	1	1	0	3	0	0	0	7	6	3	0					
10	Число действительных избирательных бюллетеней	7788	46	281	179	239	121	71	147	257	167	71	290	47	251	155	118	135	189	170	91	305	259	87	89	210	225	93	90	344	109	80	61	1126	1070	414	201					
