Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Марксовская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157					
1	"Число избирателей, внесенных в список избирателей"	49638	737	214	552	166	905	668	578	392	69	271	510	1390	1537	1660	256	532	820	183	356	42	309	176	69	227	374	602	292	753	645	842	766	774	1420	1055	245	149	835	1135	857	185	1647	149	1488	949	2266	2698	2623	2333	2489	2242	2344	2367	2495					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50384	789	221	578	174	935	681	584	424	78	297	587	1357	1615	1716	251	629	846	219	393	41	339	200	75	246	447	633	314	789	656	878	750	772	1415	1118	250	149	834	1174	901	200	1759	159	1434	964	2281	2591	2637	2318	2293	2202	2354	2401	2436					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38937	589	158	490	142	726	573	521	357	62	259	462	955	1165	1268	126	369	754	167	318	41	297	150	64	208	355	554	271	714	602	774	672	642	1282	1006	192	119	723	1052	826	145	1221	96	816	586	1392	1814	2224	1922	1270	1745	1814	1993	1894					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2472	41	30	30	17	54	39	23	28	5	4	25	366	100	48	18	28	55	10	18	0	12	13	2	14	14	48	17	27	18	68	50	33	47	45	18	14	27	29	28	11	133	6	80	22	42	58	64	250	51	42	112	50	88					
6	Число погашенных избирательных бюллетеней	8975	159	33	58	15	155	69	40	39	11	34	100	36	350	400	107	232	37	42	57	0	30	37	9	24	78	31	26	48	36	36	28	97	86	67	40	16	84	93	47	44	405	57	538	356	847	719	349	146	972	415	428	358	454					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2472	41	30	30	17	54	39	23	28	5	4	25	366	100	48	18	28	55	10	18	0	12	13	2	14	14	48	17	27	18	68	50	33	47	45	18	14	27	29	28	11	133	6	80	22	42	58	64	250	51	42	112	50	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38869	589	158	490	142	726	573	521	357	62	259	462	955	1165	1268	126	369	754	167	318	41	297	150	64	208	355	554	271	714	602	706	672	642	1282	1006	192	119	723	1052	826	145	1221	96	816	586	1392	1814	2224	1922	1270	1745	1814	1993	1894					
9	Число недействительных избирательных бюллетеней	1535	74	8	3	1	0	0	1	66	0	6	14	18	4	10	0	108	7	2	0	0	12	1	0	0	0	0	2	1	1	0	0	0	0	0	2	0	1	0	4	1	16	0	4	258	36	0	8	6	133	9	397	321	0					
10	Число действительных избирательных бюллетеней	39806	556	180	517	158	780	612	543	319	67	257	473	1303	1261	1306	144	289	802	175	336	41	297	162	66	222	369	602	286	740	619	774	722	675	1329	1051	208	133	749	1081	850	155	1338	102	892	350	1398	1872	2280	2166	1188	1778	1529	1722	1982					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1790	37	10	19	5	47	26	26	33	25	30	75	15	45	35	55	82	30	37	34	0	30	30	10	20	70	35	25	35	10	25	18	52	46	50	10	10	50	30	40	10	35	15	46	30	41	40	45	46	40	44	40	46	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1783	37	10	19	5	47	26	26	33	25	30	75	15	45	35	55	82	30	37	34	0	30	30	10	20	70	35	25	35	10	25	17	52	46	50	10	10	50	30	40	10	35	15	46	30	40	40	45	44	39	43	39	46	50					
