Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Курчатовская 																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677					
1	"Число избирателей, внесенных в списки"	15825	1793	948	1313	1661	902	843	958	413	186	1838	177	331	218	430	217	252	302	321	184	620	432	477	616	393					
2	"Число бюллетеней, полученных участковыми комиссиями"	15439	1747	912	1284	1642	892	829	872	422	172	1816	172	323	211	420	218	244	291	316	184	594	440	445	608	385					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7701	932	501	592	657	344	516	523	110	49	1052	96	153	91	281	81	113	125	136	78	341	203	278	269	180					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1288	32	9	23	39	59	19	87	163	65	62	0	48	53	24	85	58	58	61	43	76	100	67	47	10					
6	Число погашенных бюллетеней	6450	783	402	669	946	489	294	262	149	58	702	76	122	67	115	52	73	108	119	63	177	137	100	292	195					
7	Число бюллетеней в переносных ящиках для голосования	1288	32	9	23	39	59	19	87	163	65	62	0	48	53	24	85	58	58	61	43	76	100	67	47	10					
8	Число бюллетеней в стационарных ящиках для голосования	7677	915	501	592	657	344	511	523	110	49	1050	96	153	91	281	81	113	125	136	78	341	203	278	269	180					
9	Число недействительных бюллетеней	353	21	4	29	17	24	19	24	5	1	36	1	13	8	16	9	9	5	13	7	23	19	13	15	22					
10	Число действительных бюллетеней	8612	926	506	586	679	379	511	586	268	113	1076	95	188	136	289	157	162	178	184	114	394	284	332	301	168					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	10	9	7	10	5	5	5	3	3	15	3	3	3	5	3	3	3	3	3	5	3	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	4	4	3	8	5	3	3	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0					
