Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Каменская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723					
1	"Число избирателей, внесенных в список избирателей"	15939	278	344	616	488	354	716	470	573	875	287	579	195	693	446	296	394	101	583	1447	1525	1574	1576	1529					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15000	300	350	650	500	400	800	500	600	900	300	600	200	750	450	300	400	100	550	1300	1250	1200	1300	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8591	205	184	274	318	233	371	249	244	396	132	333	135	347	226	129	204	81	304	784	865	801	850	926					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2201	59	91	115	53	59	121	80	143	234	110	70	22	143	103	64	78	2	104	90	99	118	155	88					
6	Число погашенных избирательных бюллетеней	4208	36	75	261	129	108	308	171	213	270	58	197	43	260	121	107	118	17	142	426	286	281	295	286					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2201	59	91	115	53	59	121	80	143	234	110	70	22	143	103	64	78	2	104	90	99	118	155	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8590	205	184	274	318	233	371	249	244	396	132	333	135	347	226	129	204	81	304	784	864	801	850	926					
9	Число недействительных избирательных бюллетеней	179	4	5	9	11	3	6	5	1	32	3	8	3	10	0	2	3	0	7	14	12	9	19	13					
10	Число действительных избирательных бюллетеней	10612	260	270	380	360	289	486	324	386	598	239	395	154	480	329	191	279	83	401	860	951	910	986	1001					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	396	29	5	8	11	24	15	10	15	20	20	25	8	25	12	8	15	10	20	14	42	16	18	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	396	29	5	8	11	24	15	10	15	20	20	25	8	25	12	8	15	10	20	14	42	16	18	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	7	5	5	6	4	7	2	3	2	4	7	3	1	2	3	1	1	1	16	12	9	6	12					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1939	39	60	71	56	42	83	97	79	85	37	78	21	66	68	37	48	20	91	170	178	163	176	174					
		17.97%	14.77%	21.82%	18.25%	15.09%	14.38%	16.87%	29.48%	20.41%	13.49%	15.29%	19.35%	13.38%	13.47%	20.67%	19.17%	17.02%	24.10%	22.30%	19.45%	18.48%	17.74%	17.51%	17.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1109	12	28	43	51	29	40	23	46	62	26	49	23	43	41	23	27	6	42	65	86	128	112	104					
