Выборы Президента Российской Федерации																																																																											
Дата голосования: 04.03.2012																																																																											
																																																																											
Наименование Избирательной комиссии:    Ижевск, Октябрьская																																																																											
																																																																											
Сводная таблица итогов голосования																																																																											
																																																																											
	Число участковых избирательных комиссий	64																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	64																																																																									
																																																																											
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364									
1	Число избирателей, включенных в список избирателей	110063	2194	2452	2095	1907	1825	1988	2198	1783	2254	1931	2064	2152	2161	2177	2286	1656	1598	1851	1789	2204	2146	2209	781	1501	1550	1918	1063	1488	1223	2591	2099	2026	2443	2182	1635	2457	2462	2113	1726	2340	2287	1680	1472	2483	2389	2653	2434	2434	2428	898	1221	62	1500	2077	991	2090	549	615	791	88	134	114	71	84									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105050	2000	2400	2000	1800	1800	2000	2200	1700	2000	1800	2000	2000	2000	2200	2200	1500	1400	1800	1800	2000	2000	2000	700	1500	1400	1500	1000	1300	1200	2500	2000	2000	2400	2000	1500	2400	2400	2000	1700	2300	2200	1700	1400	2500	2300	2500	2300	2400	2400	800	1200	100	1400	2000	1000	2000	500	500	700	100	200	150	200	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	70232	1354	1479	1310	1223	1135	1235	1413	1164	1348	1283	1351	1403	1253	1459	1518	1044	860	1161	1117	1468	1358	1452	454	1177	1004	1237	725	941	727	1635	1226	1263	1510	1471	876	1611	1645	1443	1080	1436	1552	1050	966	1546	1571	1742	1574	1624	1535	376	806	55	1005	1395	673	1307	327	322	543	88	65	109	69	83									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1133	33	23	27	11	18	18	16	7	13	13	20	24	20	11	20	23	9	12	20	29	36	14	12	11	22	17	11	15	23	65	51	24	9	28	12	32	28	9	22	28	19	15	8	21	15	8	20	11	8	21	4	0	11	24	17	13	6	6	7	0	63	0	0	0									
6	Число погашенных избирательных бюллетеней	33685	613	898	663	566	647	747	771	529	639	504	629	573	727	730	662	433	531	627	663	503	606	534	234	312	374	246	264	344	450	800	723	713	881	501	612	757	727	548	598	836	629	635	426	933	714	750	706	765	857	403	390	45	384	581	310	680	167	172	150	12	72	41	131	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1133	33	23	27	11	18	18	16	7	13	13	20	24	20	11	20	23	9	12	20	29	36	14	12	11	22	17	11	15	23	65	51	24	9	28	12	32	28	9	22	28	19	15	8	21	15	8	20	11	8	21	4	0	11	24	17	13	6	6	7	0	63	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	70220	1353	1479	1310	1223	1135	1235	1413	1164	1348	1283	1351	1403	1253	1459	1518	1044	860	1161	1117	1467	1358	1452	454	1177	1004	1237	725	941	726	1635	1226	1263	1510	1471	876	1608	1644	1443	1080	1436	1552	1050	966	1545	1571	1742	1574	1622	1535	376	806	55	1005	1394	673	1307	327	322	542	88	65	109	69	83									
9	Число недействительных избирательных бюллетеней	981	19	22	17	15	18	18	19	9	16	17	20	13	32	23	23	12	5	18	14	18	14	23	5	11	16	16	5	16	11	36	11	17	20	11	6	8	21	18	12	26	18	6	20	21	29	29	30	17	31	5	12	1	12	28	7	13	5	3	40	1	1	0	0	1									
10	Число действительных избирательных бюллетеней	70372	1367	1480	1320	1219	1135	1235	1410	1162	1345	1279	1351	1414	1241	1447	1515	1055	864	1155	1123	1478	1380	1443	461	1177	1010	1238	731	940	738	1664	1266	1270	1499	1488	882	1632	1651	1434	1090	1438	1553	1059	954	1545	1557	1721	1564	1616	1512	392	798	54	1004	1390	683	1307	328	325	509	87	127	109	69	82									
11	Число полученных открепительных  удостоверений	1585	20	30	30	15	20	20	30	25	25	35	35	25	20	20	30	20	20	25	25	30	25	30	15	20	20	30	20	35	20	30	35	35	45	30	20	35	40	30	30	30	30	30	30	35	40	40	40	25	50	10	25	5	35	35	20	30	10	10	10	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1269	18	27	21	13	16	10	25	20	24	28	30	20	13	12	27	14	16	24	19	20	23	26	10	16	14	19	12	30	14	24	27	29	35	27	11	32	36	22	25	24	25	26	18	29	32	38	35	20	45	7	20	0	29	32	16	27	6	2	9	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1553	32	28	17	16	38	9	6	27	21	42	24	39	15	16	6	36	34	12	16	27	19	21	20	34	47	53	15	75	16	35	30	27	40	25	12	38	22	18	18	35	26	10	16	22	27	21	57	19	31	21	9	6	14	31	10	51	9	14	31	10	17	25	9	6									
14	Число неиспользованных открепительных удостоверений	316	2	3	9	2	4	10	5	5	1	7	5	5	7	8	3	6	4	1	6	10	2	4	5	4	6	11	8	5	6	6	8	6	10	3	9	3	4	8	5	6	5	4	12	6	8	2	5	5	5	3	5	5	6	3	4	3	4	8	1	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	45	2	0	1	0	1	2	0	0	0	1	2	0	0	1	2	0	2	2	0	2	3	2	0	0	0	0	1	0	0	0	0	1	1	1	2	1	1	0	1	1	2	0	0	0	3	2	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																											
19	Жириновский Владимир Вольфович	4152	87	111	85	78	85	67	102	82	86	83	69	95	86	101	109	57	49	66	75	73	75	75	36	65	59	59	20	59	33	100	72	57	74	52	53	104	89	81	59	87	82	76	57	78	91	80	97	103	111	13	52	6	41	87	42	67	26	22	24	8	8	4	13	9									
		5.82%	6.28%	7.39%	6.36%	6.32%	7.37%	5.35%	7.14%	7.00%	6.32%	6.40%	5.03%	6.66%	6.76%	6.87%	7.09%	5.34%	5.64%	5.63%	6.60%	4.88%	5.38%	5.12%	7.73%	5.47%	5.75%	4.70%	2.72%	6.17%	4.41%	5.88%	5.64%	4.43%	4.87%	3.47%	5.97%	6.34%	5.32%	5.58%	5.35%	5.94%	5.22%	7.14%	5.85%	4.98%	5.74%	4.57%	6.09%	6.31%	7.19%	3.27%	6.42%	10.91%	4.04%	6.14%	6.09%	5.08%	7.81%	6.71%	4.37%	9.09%	6.25%	3.67%	18.84%	10.84%									
20	Зюганов Геннадий Андреевич	11647	215	233	190	179	175	172	245	178	216	183	235	185	199	233	257	166	129	168	174	247	234	253	91	198	165	222	150	121	122	314	232	219	250	274	135	282	252	241	224	245	275	179	128	252	310	278	275	271	275	42	155	5	146	266	96	221	46	42	99	11	24	33	10	5									
		16.32%	15.51%	15.51%	14.21%	14.51%	15.18%	13.73%	17.14%	15.20%	15.87%	14.12%	17.14%	12.96%	15.63%	15.85%	16.71%	15.56%	14.84%	14.32%	15.30%	16.51%	16.79%	17.26%	19.53%	16.67%	16.08%	17.70%	20.38%	12.66%	16.29%	18.47%	18.17%	17.02%	16.46%	18.28%	15.20%	17.20%	15.07%	16.60%	20.33%	16.73%	17.50%	16.81%	13.14%	16.09%	19.55%	15.89%	17.25%	16.60%	17.82%	10.58%	19.14%	9.09%	14.37%	18.76%	13.91%	16.74%	13.81%	12.80%	18.03%	12.50%	18.75%	30.28%	14.49%	6.02%									
21	Миронов Сергей Михайлович	3057	59	54	55	73	55	39	58	42	41	61	71	63	43	64	58	43	24	52	51	68	69	61	25	60	52	54	37	39	25	63	61	55	58	78	29	72	79	63	69	69	55	53	40	70	45	85	67	76	65	6	38	1	37	48	34	72	16	10	19	3	14	6	1	4									
		4.28%	4.26%	3.60%	4.11%	5.92%	4.77%	3.11%	4.06%	3.59%	3.01%	4.71%	5.18%	4.41%	3.38%	4.35%	3.77%	4.03%	2.76%	4.43%	4.49%	4.55%	4.95%	4.16%	5.36%	5.05%	5.07%	4.31%	5.03%	4.08%	3.34%	3.71%	4.78%	4.27%	3.82%	5.20%	3.27%	4.39%	4.72%	4.34%	6.26%	4.71%	3.50%	4.98%	4.11%	4.47%	2.84%	4.86%	4.20%	4.65%	4.21%	1.51%	4.69%	1.82%	3.64%	3.39%	4.93%	5.45%	4.80%	3.05%	3.46%	3.41%	10.94%	5.50%	1.45%	4.82%									
22	Прохоров Михаил Дмитриевич	10283	159	186	179	148	123	148	182	130	211	160	167	215	139	175	184	141	99	186	156	215	202	163	75	261	165	231	110	142	121	236	194	188	270	227	133	192	285	267	142	181	220	136	175	266	230	328	231	273	211	52	94	2	274	181	109	203	27	64	104	4	2	3	3	3									
		14.41%	11.47%	12.38%	13.39%	11.99%	10.67%	11.81%	12.74%	11.10%	15.50%	12.35%	12.18%	15.07%	10.92%	11.90%	11.96%	13.21%	11.39%	15.86%	13.72%	14.37%	14.49%	11.12%	16.09%	21.97%	16.08%	18.42%	14.95%	14.85%	16.15%	13.88%	15.19%	14.61%	17.77%	15.14%	14.98%	11.71%	17.05%	18.39%	12.89%	12.36%	14.00%	12.77%	17.97%	16.99%	14.50%	18.74%	14.49%	16.72%	13.67%	13.10%	11.60%	3.64%	26.97%	12.76%	15.80%	15.38%	8.11%	19.51%	18.94%	4.55%	1.56%	2.75%	4.35%	3.61%									
23	Путин Владимир Владимирович	41233	847	896	811	741	697	809	823	730	791	792	809	856	774	874	907	648	563	683	667	875	800	891	234	593	569	672	414	579	437	951	707	751	847	857	532	982	946	782	596	856	921	615	554	879	881	950	894	893	850	279	459	40	506	808	402	744	213	187	263	61	79	63	42	61									
		57.79%	61.11%	59.65%	60.66%	60.05%	60.45%	64.57%	57.59%	62.34%	58.12%	61.11%	59.01%	59.99%	60.80%	59.46%	58.97%	60.73%	64.79%	58.23%	58.66%	58.49%	57.39%	60.78%	50.21%	49.92%	55.46%	53.59%	56.25%	60.56%	58.34%	55.94%	55.36%	58.35%	55.76%	57.17%	59.91%	59.88%	56.58%	53.86%	54.08%	58.47%	58.63%	57.75%	56.88%	56.13%	55.55%	54.29%	56.09%	54.68%	55.09%	70.28%	56.67%	72.73%	49.80%	56.98%	58.26%	56.36%	63.96%	57.01%	47.91%	69.32%	61.72%	57.80%	60.87%	73.49%									
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
