Выборы Президента Российской Федерации																															
																															
"Наименование Избирательной комиссии:    Самара, Ленинская"																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882					
1	"Число избирателей, внесенных в список"	56684	2267	2130	2231	2324	1773	2522	2837	2009	1957	2602	2664	2399	2112	2416	2173	2502	2504	2266	2299	2394	2618	2438	2754	2493					
2	Число полученных избирательных бюллетеней	54600	2200	2000	2100	2300	1700	2400	2800	1900	1800	2500	2600	2400	2000	2300	2100	2400	2400	2200	2300	2300	2600	2400	2500	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30127	1233	1066	1316	1075	862	1166	1407	1112	1045	1473	1265	1080	1057	1190	1248	1430	1382	1286	1338	1351	1438	1378	1617	1312					
5	"Число избирательных бюллетеней, выданных вне помещения"	1416	67	85	77	57	18	53	32	66	73	128	48	44	37	71	54	53	77	38	35	52	58	51	68	74					
6	Число погашенных избирательных бюллетеней	23054	900	849	707	1168	820	1181	1361	722	682	899	1287	1276	906	1039	798	917	941	876	924	897	1104	971	815	1014					
7	Число избирательных бюллетеней в переносных ящиках	1416	67	85	77	57	18	53	32	66	73	128	48	44	37	71	54	53	77	38	35	52	58	51	68	74					
8	Число бюллетеней в стационарных ящиках для голосования	30116	1232	1065	1316	1075	862	1166	1407	1112	1045	1473	1265	1079	1055	1190	1248	1430	1381	1286	1335	1351	1438	1378	1617	1310					
9	Число недействительных избирательных бюллетеней	201	4	9	4	7	3	16	14	1	7	14	3	6	12	20	12	9	8	4	8	9	7	7	4	13					
10	Число действительных избирательных бюллетеней	31331	1295	1141	1389	1125	877	1203	1425	1177	1111	1587	1310	1117	1080	1241	1290	1474	1450	1320	1362	1394	1489	1422	1681	1371					
11	Число полученных открепительных  удостоверений	990	50	40	60	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	Число выданных открепительных удостоверений	678	33	26	52	24	16	22	33	18	20	38	27	34	23	22	26	35	29	20	22	30	34	36	35	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1050	42	32	30	30	43	36	41	44	27	89	25	30	25	19	44	67	61	27	34	28	56	19	162	39					
14	Число неиспользованных открепительных удостоверений	312	17	14	8	16	24	18	7	22	20	2	13	6	17	18	14	5	11	20	18	10	6	4	5	17					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	1	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	1946	70	68	56	52	48	58	87	62	119	109	71	50	73	68	73	79	93	96	99	81	115	75	140	104					
		6.17%	5.39%	5.91%	4.02%	4.59%	5.45%	4.76%	6.05%	5.26%	10.64%	6.81%	5.41%	4.45%	6.68%	5.39%	5.61%	5.33%	6.38%	7.25%	7.23%	5.77%	7.69%	5.25%	8.31%	7.51%					
19	. Малышкин Олег Александрович	454	19	18	22	18	10	28	30	16	6	16	18	19	19	19	23	29	15	23	14	16	12	24	20	20					
		1.44%	1.46%	1.57%	1.58%	1.59%	1.14%	2.30%	2.08%	1.36%	0.54%	1.00%	1.37%	1.69%	1.74%	1.51%	1.77%	1.96%	1.03%	1.74%	1.02%	1.14%	0.80%	1.68%	1.19%	1.45%					
20	. Миронов Сергей Михайлович	334	12	14	12	4	7	20	12	11	5	16	12	14	10	11	13	26	20	17	20	17	12	14	17	18					
		1.06%	0.92%	1.22%	0.86%	0.35%	0.80%	1.64%	0.83%	0.93%	0.45%	1.00%	0.91%	1.25%	0.92%	0.87%	1.00%	1.75%	1.37%	1.28%	1.46%	1.21%	0.80%	0.98%	1.01%	1.30%					
21	. Путин Владимир Владимирович	18585	788	680	917	670	564	748	901	663	604	853	798	707	658	746	750	914	830	736	746	777	868	858	979	830					
		58.94%	60.66%	59.13%	65.83%	59.19%	64.09%	61.36%	62.61%	56.28%	54.03%	53.28%	60.78%	62.96%	60.26%	59.16%	57.60%	61.63%	56.93%	55.59%	54.45%	55.38%	58.02%	60.04%	58.10%	59.97%					
22	. Хакамада Ирина Муцуовна	3018	127	105	124	147	90	107	124	119	102	179	184	97	95	95	127	137	127	129	123	142	151	126	156	105					
		9.57%	9.78%	9.13%	8.90%	12.99%	10.23%	8.78%	8.62%	10.10%	9.12%	11.18%	14.01%	8.64%	8.70%	7.53%	9.75%	9.24%	8.71%	9.74%	8.98%	10.12%	10.09%	8.82%	9.26%	7.59%					
23	. Харитонов Николай Михайлович	5125	211	179	153	172	119	179	190	219	228	311	160	150	163	233	229	230	278	221	287	272	253	235	238	215					
		16.25%	16.24%	15.57%	10.98%	15.19%	13.52%	14.68%	13.20%	18.59%	20.39%	19.43%	12.19%	13.36%	14.93%	18.48%	17.59%	15.51%	19.07%	16.69%	20.95%	19.39%	16.91%	16.45%	14.12%	15.53%					
																															
24	Против всех	1869	68	77	105	62	39	63	81	87	47	103	67	80	62	69	75	59	87	98	73	89	78	90	131	79					
		5.93%	5.23%	6.70%	7.54%	5.48%	4.43%	5.17%	5.63%	7.39%	4.20%	6.43%	5.10%	7.12%	5.68%	5.47%	5.76%	3.98%	5.97%	7.40%	5.33%	6.34%	5.21%	6.30%	7.77%	5.71%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
