Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098					
1	"Число избирателей, включенных в списки избирателей"	87327	1926	2151	1424	1547	1468	1646	2223	1559	1722	2056	1425	1672	1716	1821	1544	2042	1977	1800	2119	1249	1693	2116	1503	1992	1145	1981	2316	1209	1511	2613	1867	1932	2109	2227	2027	2310	1550	2299	2251	1989	2090	1624	1884	2550	1969	2093	1390					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	81450	1800	2050	1300	1450	1350	1500	2050	1450	1600	1950	1450	1550	1600	1700	1400	1900	1850	1700	2000	1150	1600	2000	1400	1850	1050	1850	2200	1100	1450	2450	1750	1800	2000	2050	1900	2150	1450	2150	1850	1850	1950	1500	1800	2400	1850	1950	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	71325	1564	1781	1141	1323	1201	1365	2001	1248	1402	1590	1418	1328	1382	1503	992	1711	1430	1521	1687	1023	1380	1701	1199	1633	950	1564	1881	1042	1234	2090	1605	1580	1720	1824	1627	1985	1254	1862	1843	1636	1706	1300	1510	2200	1614	1662	1112					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	347	12	8	3	7	0	7	8	12	5	21	7	9	13	0	6	0	13	10	3	0	8	1	5	0	11	21	9	9	0	0	8	0	6	9	0	8	30	0	0	5	0	0	7	0	62	4	0					
6	Число погашенных избирательных бюллетеней	9778	224	261	156	120	149	128	41	190	193	339	25	213	205	197	402	189	407	169	310	127	212	298	196	217	89	265	310	49	216	360	137	220	274	217	273	157	166	288	7	209	244	200	283	200	174	284	188					
