Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    район Ростокино																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №3171	УИК №3172	УИК №3173					
1	"Число избирателей, внесенных в списки избирателей"	23979	1871	1667	2754	2126	1344	2203	2764	1920	2036	2246	2352	196	206	294					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20900	1500	1300	2200	1600	1200	1700	2000	2400	1600	2000	2000	300	600	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12375	861	869	1414	1077	563	1184	1415	963	1068	1210	1188	158	135	270					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	582	61	24	31	130	39	42	21	37	31	34	59	0	62	11					
6	Число погашенных избирательных бюллетеней	7943	578	407	755	393	598	474	564	1400	501	756	753	142	403	219					
7	Число избирательных бюллетеней в переносных ящиках для голосования	567	61	10	31	129	39	42	21	37	31	34	59	0	62	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12214	850	795	1414	1063	563	1170	1415	957	1055	1201	1168	158	135	270					
9	Число недействительных избирательных бюллетеней	293	13	26	38	52	8	51	16	13	25	18	22	1	3	7					
10	Число действительных избирательных бюллетеней	12488	898	779	1407	1140	594	1161	1420	981	1061	1217	1205	157	194	274					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	35	35	55	40	35	55	45	55	35	50	55	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	354	23	28	49	35	27	41	31	34	15	34	37	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	520	41	72	44	74	17	46	38	57	30	25	42	10	21	3					
14	Число погашенных неиспользованных открепительных удостоверений	141	12	7	6	5	8	14	14	21	20	16	18	0	0	0					
