Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    район Ростокино																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №3264	УИК №3265	УИК №3266					
1	"Число избирателей, внесенных в список избирателей"	23414	1804	1617	2740	2042	1304	2116	2502	1861	2273	2164	2244	213	228	306					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18200	1400	1200	2100	1500	1000	1600	1900	1400	1700	1700	1700	300	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11924	823	862	1354	1000	524	1131	1229	1069	1114	1092	1106	178	161	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	695	51	26	53	95	48	130	35	44	35	29	60	0	64	25					
6	Число погашенных избирательных бюллетеней	5581	526	312	693	405	428	339	636	287	551	579	534	122	75	94					
7	Число избирательных бюллетеней в переносных ящиках для голосования	694	51	26	53	95	48	129	35	44	35	29	60	0	64	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11886	822	860	1348	995	524	1125	1214	1069	1114	1092	1103	178	161	281					
9	Число недействительных избирательных бюллетеней	210	11	9	21	30	14	19	20	13	22	12	26	3	1	9					
10	Число действительных избирательных бюллетеней	12370	862	877	1380	1060	558	1235	1229	1100	1127	1109	1137	175	224	297					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	549	42	40	54	40	35	70	55	48	50	60	55	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	445	39	31	49	26	24	55	51	37	33	54	46	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	542	24	58	65	59	21	51	44	50	34	48	68	0	20	0					
14	Число погашенных неиспользованных открепительных удостоверений	104	3	9	5	14	11	15	4	11	17	6	9	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	3	8	3	0	4	2	7	0	7	8	7	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2032	159	134	253	149	94	195	180	156	180	204	177	40	44	67					
		16.15%	18.21%	15.12%	18.06%	13.67%	16.43%	15.55%	14.41%	14.02%	15.67%	18.20%	15.22%	22.47%	19.56%	21.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1594	108	122	203	153	67	122	179	116	156	140	149	8	34	37					
		12.67%	12.37%	13.77%	14.49%	14.04%	11.71%	9.73%	14.33%	10.42%	13.58%	12.49%	12.81%	4.49%	15.11%	12.09%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	247	12	15	36	18	11	21	21	21	28	29	24	2	2	7					
		1.96%	1.37%	1.69%	2.57%	1.65%	1.92%	1.67%	1.68%	1.89%	2.44%	2.59%	2.06%	1.12%	0.89%	2.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3100	222	232	334	278	149	322	268	244	295	304	296	29	60	67					
		24.64%	25.43%	26.19%	23.84%	25.50%	26.05%	25.68%	21.46%	21.92%	25.67%	27.12%	25.45%	16.29%	26.67%	21.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1803	171	148	191	161	71	236	137	157	179	143	166	10	15	18					
		14.33%	19.59%	16.70%	13.63%	14.77%	12.41%	18.82%	10.97%	14.11%	15.58%	12.76%	14.27%	5.62%	6.67%	5.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3448	179	218	344	290	161	326	430	394	271	282	306	83	68	96					
		27.41%	20.50%	24.60%	24.55%	26.61%	28.15%	25.99%	34.43%	35.40%	23.59%	25.16%	26.31%	46.63%	30.22%	31.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	146	11	8	19	11	5	13	14	12	18	7	19	3	1	5					
		1.16%	1.26%	0.90%	1.36%	1.01%	0.87%	1.04%	1.12%	1.08%	1.57%	0.62%	1.63%	1.69%	0.44%	1.63%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
