Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Ульяновск, Железнодорожная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776					
1	"Число избирателей, внесенных в список избирателей"	75260	1990	1502	1560	2066	2249	2336	2250	1133	1904	2144	1573	2402	1293	2678	2546	1004	2213	2420	2347	1795	2042	2196	2609	2725	2725	2776	2464	1579	1818	1014	1617	882	2280	864	1119	360	188	2143	2796	1658					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65880	2000	1050	1400	1800	2000	2100	1750	1000	1750	1950	1400	2100	1100	2400	2300	900	1950	2100	2100	1600	1600	2000	2300	2400	2400	2400	2100	1400	1600	800	1400	600	2100	800	1000	330	200	1900	2400	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36655	1370	540	912	1054	1326	1358	1326	460	1012	823	688	1179	618	1184	1011	423	1132	1195	1077	854	974	878	1111	1403	1463	1437	1318	796	1036	514	734	242	1067	413	525	180	95	1008	1112	807					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2655	620	356	23	81	27	44	17	12	34	61	18	57	17	133	42	26	176	49	37	25	27	21	16	29	25	36	47	21	17	31	37	215	64	21	24	23	40	50	50	6					
6	Число погашенных избирательных бюллетеней	26570	10	154	465	665	647	698	407	528	704	1066	694	864	465	1083	1247	451	642	856	986	721	599	1101	1173	968	912	927	735	583	547	255	629	143	969	366	451	127	65	842	1238	587					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2655	620	356	23	81	27	44	17	12	34	61	18	57	17	133	42	26	176	49	37	25	27	21	16	29	25	36	47	21	17	31	37	215	64	21	24	23	40	50	50	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36637	1370	540	912	1054	1326	1356	1325	460	1011	823	686	1179	618	1183	1009	422	1132	1195	1077	853	974	878	1110	1402	1462	1437	1315	795	1036	514	734	242	1067	413	525	180	95	1008	1112	807					
9	Число недействительных избирательных бюллетеней	702	34	22	9	13	16	25	41	3	21	18	12	16	8	29	10	15	23	20	29	16	15	15	25	31	22	20	18	21	24	7	11	5	15	4	8	6	2	19	31	23					
10	Число действительных избирательных бюллетеней	38590	1956	874	926	1122	1337	1375	1301	469	1024	866	692	1220	627	1287	1041	433	1285	1224	1085	862	986	884	1101	1400	1465	1453	1344	795	1029	538	760	452	1116	430	541	197	133	1039	1131	790					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1169	0	28	33	51	38	38	32	16	30	30	20	33	28	46	30	20	47	30	46	36	20	30	30	48	38	40	48	25	25	10	25	15	38	23	20	10	10	30	30	22					
