Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Cараевская																																															
																																															
Сводная таблица итогов голосования																																															
																																															
		Сумма	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540									
1	Число избирателей, внесенных в список избирателей	15898	313	174	258	447	300	265	166	173	108	205	158	167	158	535	365	961	509	761	349	585	314	517	152	371	193	546	330	384	239	185	263	215	893	1843	1554	942									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	14330	275	160	230	400	270	235	150	155	95	180	135	145	140	485	335	870	465	670	315	540	280	470	135	340	170	500	300	345	215	165	240	195	800	1680	1400	845									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных избирателям в помещении для голосования	6175	138	50	134	151	152	110	63	66	46	107	81	70	56	169	113	390	154	246	125	206	124	242	66	185	85	189	144	164	113	64	109	84	355	805	528	291									
5	Число избирательных бюллетеней, выданных избирателям вне помещения для голосования	2592	60	65	34	93	24	42	35	34	12	14	16	32	37	157	89	128	131	239	104	131	66	53	24	82	64	183	54	86	42	39	60	35	70	99	96	62									
6	Число погашенных избирательных бюллетеней	5563	77	45	62	156	94	83	52	55	37	59	38	43	47	159	133	352	180	185	86	203	90	175	45	73	21	128	102	95	60	62	71	76	375	776	776	492									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2592	60	65	34	93	24	42	35	34	12	14	16	32	37	157	89	128	131	239	104	131	66	53	24	82	64	183	54	86	42	39	60	35	70	99	96	62									
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6175	138	50	134	151	152	110	63	66	46	107	81	70	56	169	113	390	154	246	125	206	124	242	66	185	85	189	144	164	113	64	109	84	355	805	528	291									
9	Число недействительных избирательных бюллетеней	100	3	1	3	4	4	2	1	0	1	1	0	1	1	3	0	11	4	2	5	4	0	4	0	4	0	3	5	1	3	0	0	1	3	11	14	0									
10	Число действительных избирательных бюллетеней	8667	195	114	165	240	172	150	97	100	57	120	97	101	92	323	202	507	281	483	224	333	190	291	90	263	149	369	193	249	152	103	169	118	422	893	610	353									
