Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Урицкая																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715					
1	"Число избирателей, внесенных в списки"	14673	569	424	523	497	321	395	374	279	904	373	431	442	431	376	384	279	610	2214	2358	2489					
2	"Число бюллетеней, полученных участковыми комиссиями"	14473	569	420	514	492	322	372	357	259	895	377	425	444	416	375	375	271	613	2159	2348	2470					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9135	295	295	234	384	305	246	258	183	582	177	268	314	298	171	350	213	315	1223	1565	1459					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2065	176	56	182	96	0	126	72	50	254	132	113	84	41	121	11	33	227	109	76	106					
6	Число погашенных бюллетеней	3273	98	69	98	12	17	0	27	26	59	68	44	46	77	83	14	25	71	827	707	905					
7	Число бюллетеней в переносных ящиках для голосования	2040	176	56	157	96	0	126	72	50	254	132	113	84	41	121	11	33	227	109	76	106					
8	Число бюллетеней в стационарных ящиках для голосования	9159	295	295	259	384	305	246	258	183	582	177	268	314	298	171	350	213	315	1223	1565	1458					
9	Число недействительных бюллетеней	172	3	10	2	0	1	0	0	1	3	1	2	1	1	121	2	1	0	14	4	5					
10	Число действительных бюллетеней	11027	468	341	414	480	304	372	330	232	833	308	379	397	338	171	359	245	542	1318	1637	1559					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	230	10	10	10	10	5	10	5	5	9	10	8	5	10	10	10	5	14	18	38	28					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	109	2	2	2	5	0	0	1	0	6	7	0	4	3	3	0	2	11	10	28	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	2	3	0	2	0	0	0	7	9	0	2	6	5	0	3	5	1	7	6	7					
14	Число погашенных открепительных удостоверений	121	8	8	8	5	5	10	4	5	3	3	8	1	7	7	10	3	3	8	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	80	3	3	2	0	0	4	3	1	11	4	8	6	0	0	4	2	3	10	9	7					
		0.71%	0.63%	0.85%	0.48%	0.0%	0.0%	1.07%	0.90%	0.42%	1.31%	1.29%	2.09%	1.50%	0.0%	0.0%	1.10%	0.81%	0.55%	0.75%	0.54%	0.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	88	1	4	1	13	1	4	3	1	4	0	2	3	3	1	1	0	0	17	15	14					
		0.78%	0.21%	1.13%	0.24%	2.70%	0.32%	1.07%	0.90%	0.42%	0.47%	0.0%	0.52%	0.75%	0.88%	0.34%	0.27%	0.0%	0.0%	1.27%	0.91%	0.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	163	3	17	0	7	5	7	4	4	6	1	4	5	7	1	3	0	13	27	28	21					
		1.45%	0.63%	4.84%	0.0%	1.45%	1.63%	1.88%	1.21%	1.71%	0.71%	0.32%	1.04%	1.25%	2.06%	0.34%	0.83%	0.0%	2.39%	2.02%	1.70%	1.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	108	6	4	2	6	1	0	0	0	3	7	5	1	0	2	2	2	4	25	22	16					
		0.96%	1.27%	1.13%	0.48%	1.25%	0.32%	0.0%	0.0%	0.0%	0.35%	2.26%	1.31%	0.25%	0.0%	0.68%	0.55%	0.81%	0.73%	1.87%	1.34%	1.02%					
22	"5. ""За Русь Святую"""	52	2	9	1	2	1	3	2	0	3	3	2	1	6	0	1	0	2	7	0	7					
		0.46%	0.42%	2.56%	0.24%	0.41%	0.32%	0.80%	0.60%	0.0%	0.35%	0.97%	0.52%	0.25%	1.76%	0.0%	0.27%	0.0%	0.36%	0.52%	0.0%	0.44%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	2	0	0	0	1	2	0	2	0	1	1	1	0	0	1	0	1	0	10	2					
		0.21%	0.42%	0.0%	0.0%	0.0%	0.32%	0.53%	0.0%	0.85%	0.0%	0.32%	0.26%	0.25%	0.0%	0.0%	0.27%	0.0%	0.18%	0.0%	0.60%	0.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	2	0	2	4	0	1	0	1	4	0	2	0	6	5	1	2	6	18	14	19					
		0.77%	0.42%	0.0%	0.48%	0.83%	0.0%	0.26%	0.0%	0.42%	0.47%	0.0%	0.52%	0.0%	1.76%	1.71%	0.27%	0.81%	1.10%	1.35%	0.85%	1.21%					
25	"8. ""Народно-республиканская партия России"""	8	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	1	0					
		0.07%	0.21%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.06%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	4					
		0.11%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.22%	0.18%	0.25%					
27	"10. ""Аграрная партия России"""	312	11	13	7	5	3	11	5	6	34	18	8	9	8	6	25	3	19	28	42	51					
		2.78%	2.33%	3.70%	1.68%	1.04%	0.98%	2.95%	1.51%	2.57%	4.06%	5.82%	2.09%	2.26%	2.35%	2.05%	6.92%	1.21%	3.50%	2.10%	2.55%	3.26%					
28	"11. ""Истинные патриоты России"""	14	1	0	1	2	0	1	2	0	1	0	0	0	0	0	0	1	0	3	1	1					
		0.12%	0.21%	0.0%	0.24%	0.41%	0.0%	0.26%	0.60%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.22%	0.06%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	64	0	0	0	1	2	1	3	0	9	0	4	2	6	1	0	2	1	11	11	10					
		0.57%	0.0%	0.0%	0.0%	0.20%	0.65%	0.26%	0.90%	0.0%	1.07%	0.0%	1.04%	0.50%	1.76%	0.34%	0.0%	0.81%	0.18%	0.82%	0.67%	0.63%					
30	"13. ""Демократическая партия России"""	18	0	0	0	0	0	1	0	0	1	1	2	0	0	2	1	0	0	1	5	4					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.11%	0.32%	0.52%	0.0%	0.0%	0.68%	0.27%	0.0%	0.0%	0.07%	0.30%	0.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	0	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	2	2	1					
		0.09%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.23%	0.64%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.15%	0.12%	0.06%					
32	"15. ""Партия СЛОН"""	19	0	0	1	1	0	1	1	0	0	0	0	0	0	3	0	0	1	7	2	2					
		0.16%	0.0%	0.0%	0.24%	0.20%	0.0%	0.26%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.18%	0.52%	0.12%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	562	29	5	11	21	0	14	6	2	19	20	18	14	27	6	12	5	27	100	141	85					
		5.01%	6.15%	1.42%	2.64%	4.37%	0.0%	3.76%	1.81%	0.85%	2.27%	6.47%	4.72%	3.51%	7.96%	2.05%	3.32%	2.03%	4.98%	7.50%	8.59%	5.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	0	0	2	0	0	0	0	2	0	1	1	1	1	1	1	0	6	2	0					
		0.16%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.26%	0.25%	0.29%	0.34%	0.27%	0.40%	0.0%	0.45%	0.12%	0.0%					
35	"18. ""ЛДПР"""	1298	40	36	20	76	8	37	25	10	81	26	32	51	57	19	37	47	51	176	198	271					
		11.59%	8.49%	10.25%	4.80%	15.83%	2.62%	9.94%	7.57%	4.29%	9.68%	8.41%	8.39%	12.81%	16.81%	6.50%	10.24%	19.10%	9.40%	13.21%	12.06%	17.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	161	10	19	8	5	2	4	0	0	6	3	5	6	10	4	2	3	10	23	24	17					
