Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Юргинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9008	328	402	387	420	278	55	713	356	447	686	80	92	370	1559	756	844	807	199	229									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9200	331	410	396	426	283	57	735	361	450	760	82	103	373	1579	764	823	808	206	253									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7664	248	350	342	353	250	54	557	302	368	630	75	82	295	1297	659	724	702	165	211									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	685	50	35	17	32	11	0	99	24	40	56	3	10	49	120	40	28	32	21	18									
6	Число погашенных избирательных бюллетеней	851	33	25	37	41	22	3	79	35	42	74	4	11	29	162	65	71	74	20	24									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	685	50	35	17	32	11	0	99	24	40	56	3	10	49	120	40	28	32	21	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7664	248	350	342	353	250	54	557	302	368	630	75	82	295	1297	659	724	702	165	211									
9	Число недействительных избирательных бюллетеней	44	0	4	3	2	0	0	4	2	2	3	0	0	3	8	5	4	2	2	0									
10	Число действительных избирательных бюллетеней	8305	298	381	356	383	261	54	652	324	406	683	78	92	341	1409	694	748	732	184	229									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	810	40	40	40	40	30	10	50	50	50	60	10	30	40	80	60	60	60	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	69	2	3	5	4	1	0	5	0	1	3	0	7	2	15	10	6	2	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	26	0	1	0	2	0	0	0	0	1	2	0	1	2	5	3	4	3	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	741	38	37	35	36	29	10	45	50	49	57	10	23	38	65	50	54	58	28	29									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	2	0	1	1	0	3	0	0	1	0	0	1	2	1	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	10	1	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	0	1									
		0.12%	0.34%	0.26%	0.28%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.13%	0.00%	0.00%	0.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	12	0	1	1	0	0	0	1	1	0	0	0	0	2	2	0	0	0	1	3									
		0.14%	0.00%	0.26%	0.28%	0.00%	0.00%	0.00%	0.15%	0.31%	0.00%	0.00%	0.00%	0.00%	0.58%	0.14%	0.00%	0.00%	0.00%	0.54%	1.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	15	1	1	1	0	0	0	0	2	0	4	0	0	2	2	1	0	0	0	1									
		0.18%	0.34%	0.26%	0.28%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.58%	0.00%	0.00%	0.58%	0.14%	0.14%	0.00%	0.00%	0.00%	0.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6867	244	321	283	323	221	48	564	264	333	558	69	76	285	1135	580	616	608	152	187									
		82.25%	81.88%	83.38%	78.83%	83.90%	84.67%	88.89%	85.98%	80.98%	81.62%	81.34%	88.46%	82.61%	82.85%	80.10%	82.98%	81.91%	82.83%	81.72%	81.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.27%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0									
		0.04%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.54%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	357	12	14	16	17	9	2	28	16	22	24	2	4	13	62	32	29	34	11	10									
		4.28%	4.03%	3.64%	4.46%	4.42%	3.45%	3.70%	4.27%	4.91%	5.39%	3.50%	2.56%	4.35%	3.78%	4.38%	4.58%	3.86%	4.63%	5.91%	4.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0									
		0.05%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	1	0	0	0	0	2	0	1	0	1	0	0	3	0	0	0	0	1									
		0.11%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.25%	0.00%	1.28%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	2	0	1	0									
		0.11%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.27%	0.00%	0.54%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	2	1	1	6	0	0	1	0	1	0	0	3	1	3	2	1	0	1	0									
		0.28%	0.67%	0.26%	0.28%	1.56%	0.00%	0.00%	0.15%	0.00%	0.25%	0.00%	0.00%	3.26%	0.29%	0.21%	0.29%	0.13%	0.00%	0.54%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	419	14	15	21	12	13	2	26	21	20	34	3	3	18	74	37	50	36	9	11									
		5.02%	4.70%	3.90%	5.85%	3.12%	4.98%	3.70%	3.96%	6.44%	4.90%	4.96%	3.85%	3.26%	5.23%	5.22%	5.29%	6.65%	4.90%	4.84%	4.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	0	0	0	0	1	1	0	1	0	0	0	0	3	1	2	4	0	0									
		0.17%	0.34%	0.00%	0.00%	0.00%	0.00%	1.85%	0.15%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.21%	0.14%	0.27%	0.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	559	21	26	31	25	16	1	27	20	28	63	3	6	20	114	40	47	48	8	15									
		6.70%	7.05%	6.75%	8.64%	6.49%	6.13%	1.85%	4.12%	6.13%	6.86%	9.18%	3.85%	6.52%	5.81%	8.05%	5.72%	6.25%	6.54%	4.30%	6.55%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
