Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Благоварская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514					
1	"Число избирателей, внесенных в списки избирателей"	18541	1133	822	1515	184	131	362	150	243	423	437	955	195	452	180	919	797	161	716	329	349	761	172	178	270	168	560	202	1180	986	1143	1308	433	291	436					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18700	1140	830	1512	186	131	369	155	256	427	440	1000	195	474	185	922	810	164	750	321	350	771	174	176	277	164	571	207	1124	980	1150	1320	432	300	437					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17057	971	737	1433	174	119	342	129	214	409	406	846	176	362	155	826	752	151	690	302	256	716	170	159	262	153	520	202	1094	948	1079	1248	387	266	403					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1225	139	78	67	9	12	17	20	28	11	27	105	17	88	25	81	36	9	13	19	92	41	0	17	7	11	28	0	30	21	43	34	45	23	32					
6	Число погашенных избирательных бюллетеней	418	30	15	12	3	0	10	6	14	7	7	49	2	24	5	15	22	4	47	0	2	14	4	0	8	0	23	5	0	11	28	38	0	11	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	139	78	67	9	12	17	20	28	11	27	105	17	88	25	81	36	9	13	19	92	41	0	17	7	11	28	0	30	21	43	34	45	23	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17057	971	737	1433	174	119	342	129	214	409	406	846	176	362	155	826	752	151	690	302	256	716	170	159	262	153	520	202	1094	948	1079	1248	387	266	403					
9	Число недействительных избирательных бюллетеней	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	18273	1110	815	1495	183	131	359	149	242	420	433	951	193	450	180	907	786	160	701	321	348	757	170	176	269	164	548	202	1124	969	1122	1282	432	289	435					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	196	13	8	7	0	2	1	2	10	2	2	20	2	6	2	5	3	2	10	4	2	12	0	2	5	1	6	2	14	12	9	17	1	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	178	13	8	7	0	0	0	2	10	2	1	20	2	6	2	5	2	2	10	4	1	11	0	2	5	1	5	0	13	12	6	17	0	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	109	6	4	13	1	1	0	1	2	3	2	5	1	1	0	3	3	2	11	0	1	3	0	1	5	1	1	1	14	5	3	9	0	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2	1	0	3	0	1	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	45	3	2	0	0	0	0	0	1	1	1	2	1	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0					
		0.25%	0.27%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.24%	0.23%	0.21%	0.52%	0.00%	0.00%	0.00%	1.78%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.78%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
