Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Благоварская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497					
1	"Число избирателей, внесенных в список избирателей"	19474	1269	843	1536	207	146	375	144	249	443	474	994	180	444	170	962	775	148	734	312	336	749	159	179	287	149	589	197	1018	1070	1232	1921	431	300	452					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20405	1275	950	1560	210	150	385	150	260	450	480	1020	180	470	175	990	900	155	760	320	345	870	165	180	305	170	700	205	1020	1110	1275	2000	440	310	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17308	996	663	1480	186	135	321	126	239	431	441	894	151	369	130	889	697	111	582	250	262	680	130	164	263	122	497	191	919	1012	1158	1731	421	254	413					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1411	247	163	40	17	9	18	15	6	7	22	70	26	65	38	64	14	14	35	33	66	63	25	13	17	17	83	5	56	39	24	17	7	41	35					
6	Число погашенных избирательных бюллетеней	1686	32	124	40	7	6	46	9	15	12	17	56	3	36	7	37	189	30	143	37	17	127	10	3	25	31	120	9	45	59	93	252	12	15	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1411	247	163	40	17	9	18	15	6	7	22	70	26	65	38	64	14	14	35	33	66	63	25	13	17	17	83	5	56	39	24	17	7	41	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17308	996	663	1480	186	135	321	126	239	431	441	894	151	369	130	889	697	111	582	250	262	680	130	164	263	122	497	191	919	1012	1158	1731	421	254	413					
9	Число недействительных избирательных бюллетеней	110	0	13	12	0	0	0	0	3	2	0	5	0	0	0	5	10	0	4	0	1	15	0	6	3	0	6	0	2	3	12	0	0	0	8					
10	Число действительных избирательных бюллетеней	18609	1243	813	1508	203	144	339	141	242	436	463	959	177	434	168	948	701	125	613	283	327	728	155	171	277	139	574	196	973	1048	1170	1748	428	295	440					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	196	10	2	8	1	1	2	1	2	2	2	6	1	4	1	10	22	3	5	2	2	10	2	2	18	13	3	1	9	7	9	28	2	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	177	10	2	8	1	0	0	0	2	2	0	6	0	4	1	10	22	3	5	2	0	10	0	1	18	13	3	1	9	7	9	23	0	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	15	8	2	2	0	0	1	1	3	4	5	0	2	1	3	7	0	6	1	2	2	0	1	4	1	0	0	4	5	3	8	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	1	2	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	5	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
