Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Александровская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122					
1	"Число избирателей, внесенных в список избирателей"	26749	715	802	551	899	1822	1770	1952	1785	1767	996	1817	1961	1891	1891	1834	790	285	1530	295	500	391	505					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26150	600	750	500	850	1750	1750	1950	1800	1850	950	1900	1850	1850	1850	1750	750	250	1500	300	500	350	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10561	269	258	164	365	825	806	957	818	830	303	788	819	687	426	629	342	133	542	95	193	158	154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1006	31	39	20	30	52	77	66	49	48	33	49	37	74	55	123	43	7	75	20	25	30	23					
6	Число погашенных избирательных бюллетеней	14582	300	453	316	455	873	867	927	933	972	614	1063	994	1089	1368	998	365	110	883	185	282	162	373					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1005	31	39	20	30	52	77	66	49	48	33	49	37	74	55	122	43	7	75	20	25	30	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10559	269	258	164	365	825	805	957	818	829	303	788	819	687	426	629	342	133	542	95	193	158	154					
9	Число недействительных избирательных бюллетеней	295	6	4	3	21	20	16	19	20	30	14	25	25	15	9	18	4	5	27	2	7	2	3					
10	Число действительных избирательных бюллетеней	11269	294	293	181	374	857	866	1004	847	847	322	812	831	746	472	733	381	135	590	113	211	186	174					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	595	14	17	12	20	40	40	44	41	42	22	42	42	42	41	40	18	6	34	7	11	9	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	159	4	3	2	6	14	20	10	10	16	3	8	10	7	7	18	9	1	7	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	2	2	0	0	5	3	5	6	5	3	2	5	4	3	6	6	4	6	3	6	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	436	10	14	10	14	26	20	34	31	26	19	34	32	35	34	22	9	5	27	7	9	7	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1938	36	43	17	43	134	141	200	138	125	39	150	157	164	82	140	80	23	101	10	42	39	34					
		16.76%	12.00%	14.48%	9.24%	10.89%	15.28%	15.99%	19.55%	15.92%	14.25%	11.61%	17.92%	18.34%	21.55%	17.05%	18.64%	20.78%	16.43%	16.37%	8.70%	19.27%	20.74%	19.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2371	67	66	35	82	196	183	174	209	228	83	149	161	148	106	130	49	33	138	30	32	43	29					
		20.50%	22.33%	22.22%	19.02%	20.76%	22.35%	20.75%	17.01%	24.11%	25.99%	24.70%	17.80%	18.81%	19.45%	22.04%	17.31%	12.73%	23.57%	22.37%	26.09%	14.68%	22.87%	16.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	125	1	3	3	4	10	13	8	3	10	2	11	8	8	2	12	3	4	13	1	1	3	2					
		1.08%	0.33%	1.01%	1.63%	1.01%	1.14%	1.47%	0.78%	0.35%	1.14%	0.60%	1.31%	0.93%	1.05%	0.42%	1.60%	0.78%	2.86%	2.11%	0.87%	0.46%	1.60%	1.13%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3055	98	75	56	111	254	253	318	204	225	70	195	183	141	106	232	132	30	163	37	72	54	46					
		26.42%	32.67%	25.25%	30.43%	28.10%	28.96%	28.68%	31.09%	23.53%	25.66%	20.83%	23.30%	21.38%	18.53%	22.04%	30.89%	34.29%	21.43%	26.42%	32.17%	33.03%	28.72%	25.99%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	304	7	11	2	21	21	34	35	15	23	2	24	28	21	8	15	8	4	17	1	1	3	3					
		2.63%	2.33%	3.70%	1.09%	5.32%	2.39%	3.85%	3.42%	1.73%	2.62%	0.60%	2.87%	3.27%	2.76%	1.66%	1.99%	2.08%	2.86%	2.76%	0.87%	0.46%	1.60%	1.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3419	85	94	66	112	238	235	264	273	231	123	279	289	262	167	201	108	40	155	34	60	44	59					
		29.57%	28.33%	31.65%	35.87%	28.35%	27.14%	26.64%	25.81%	31.49%	26.34%	36.61%	33.33%	33.76%	34.43%	34.72%	26.76%	28.05%	28.57%	25.12%	29.57%	27.52%	23.40%	33.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	57	0	1	2	1	4	7	5	5	5	3	4	5	2	1	3	1	1	3	0	3	0	1					
		0.49%	0.00%	0.34%	1.09%	0.25%	0.46%	0.79%	0.49%	0.58%	0.57%	0.89%	0.48%	0.58%	0.26%	0.21%	0.40%	0.26%	0.71%	0.49%	0.00%	1.38%	0.00%	0.56%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
