Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Воловская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
1	"Число избирателей, внесенных в списки"	12236	1672	1691	846	350	419	225	810	525	308	439	257	284	452	312	344	311	199	795	385	307	170	635	243	257					
2	"Число бюллетеней, полученных участковыми комиссиями"	12261	1697	1682	860	351	416	211	801	528	284	431	258	282	457	312	341	314	204	809	387	309	184	641	246	256					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5505	814	718	406	169	181	95	402	205	171	195	97	103	253	152	149	127	86	290	99	145	62	337	137	112					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1516	25	38	49	86	69	37	79	114	12	49	53	82	47	32	28	68	17	154	145	92	47	125	28	40					
6	Число погашенных бюллетеней	5240	858	926	405	96	166	79	320	209	101	187	108	97	157	128	164	119	101	365	143	72	75	179	81	104					
7	Число бюллетеней в переносных ящиках для голосования	1516	25	38	49	86	69	37	79	114	12	49	53	82	47	32	28	68	17	154	145	92	47	125	28	40					
8	Число бюллетеней в стационарных ящиках для голосования	5505	814	718	406	169	181	95	402	205	171	195	97	103	253	152	149	127	86	290	99	145	62	337	137	112					
9	Число недействительных бюллетеней	155	18	14	12	1	3	6	18	2	12	13	4	1	10	6	5	3	6	5	0	0	3	8	1	4					
10	Число действительных бюллетеней	6866	821	742	443	254	247	126	463	317	171	231	146	184	290	178	172	192	97	439	244	237	106	454	164	148					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	37	25	6	3	4	3	4	4	1	4	4	6	4	4	1	4	4	10	2	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	31	23	0	1	0	0	4	1	0	0	2	1	0	2	0	0	1	10	1	0	0	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	4	5	3	3	4	3	1	8	3	7	2	0	1	1	4	1	0	1	3	0	0	3	3	2					
14	Число погашенных открепительных удостоверений	69	6	2	6	2	4	3	0	3	1	4	2	5	4	2	1	4	3	0	1	4	4	4	0	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	152	13	10	6	7	5	2	10	2	3	7	6	4	6	12	4	3	5	9	5	6	2	14	10	1					
		2.16%	1.54%	1.32%	1.31%	2.74%	2.0%	1.51%	2.07%	0.62%	1.63%	2.86%	4.0%	2.16%	2.0%	6.52%	2.25%	1.53%	4.85%	2.02%	2.04%	2.53%	1.83%	3.03%	6.06%	0.65%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	97	22	10	7	3	3	1	1	0	2	2	1	3	2	4	13	0	9	5	0	3	0	0	5	1					
		1.38%	2.62%	1.32%	1.53%	1.17%	1.2%	0.75%	0.20%	0.0%	1.09%	0.81%	0.66%	1.62%	0.66%	2.17%	7.34%	0.0%	8.73%	1.12%	0.0%	1.26%	0.0%	0.0%	3.03%	0.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	210	29	37	11	10	12	2	10	5	7	6	4	4	3	6	7	4	3	13	14	2	5	11	3	2					
		2.99%	3.45%	4.89%	2.41%	3.92%	4.8%	1.51%	2.07%	1.56%	3.82%	2.45%	2.66%	2.16%	1.0%	3.26%	3.95%	2.05%	2.91%	2.92%	5.73%	0.84%	4.58%	2.38%	1.81%	1.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	115	15	22	6	4	4	0	9	5	5	4	7	2	3	3	2	0	2	3	1	6	0	8	3	1					
		1.63%	1.78%	2.91%	1.31%	1.56%	1.6%	0.0%	1.87%	1.56%	2.73%	1.63%	4.66%	1.08%	1.0%	1.63%	1.12%	0.0%	1.94%	0.67%	0.40%	2.53%	0.0%	1.73%	1.81%	0.65%					
22	"5. ""За Русь Святую"""	86	13	12	3	0	2	3	4	1	6	1	2	0	1	4	1	1	2	7	8	1	2	7	2	3					
		1.22%	1.54%	1.58%	0.65%	0.0%	0.8%	2.27%	0.83%	0.31%	3.27%	0.40%	1.33%	0.0%	0.33%	2.17%	0.56%	0.51%	1.94%	1.57%	3.27%	0.42%	1.83%	1.51%	1.21%	1.97%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	5	2	2	0	2	2	2	1	0	1	1	1	3	1	1	1	0	3	1	0	0	3	2	1					
		0.49%	0.59%	0.26%	0.43%	0.0%	0.8%	1.51%	0.41%	0.31%	0.0%	0.40%	0.66%	0.54%	1.0%	0.54%	0.56%	0.51%	0.0%	0.67%	0.40%	0.0%	0.0%	0.64%	1.21%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	40	7	5	0	0	3	1	4	1	2	0	2	1	2	1	2	0	0	3	0	0	0	2	4	0					
		0.56%	0.83%	0.66%	0.0%	0.0%	1.2%	0.75%	0.83%	0.31%	1.09%	0.0%	1.33%	0.54%	0.66%	0.54%	1.12%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.43%	2.42%	0.0%					
25	"8. ""Народно-республиканская партия России"""	34	4	1	1	1	1	1	1	0	0	2	2	0	1	0	2	2	1	4	0	1	3	0	1	5					
		0.48%	0.47%	0.13%	0.21%	0.39%	0.4%	0.75%	0.20%	0.0%	0.0%	0.81%	1.33%	0.0%	0.33%	0.0%	1.12%	1.02%	0.97%	0.90%	0.0%	0.42%	2.75%	0.0%	0.60%	3.28%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	3	2	0	1	1	1	0	3	2	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1					
		0.28%	0.35%	0.26%	0.0%	0.39%	0.4%	0.75%	0.0%	0.94%	1.09%	0.40%	0.0%	0.0%	0.33%	0.54%	0.0%	0.0%	0.97%	0.22%	0.0%	0.0%	0.0%	0.0%	0.60%	0.65%					
27	"10. ""Аграрная партия России"""	472	35	33	14	25	40	5	23	20	13	12	17	8	21	19	14	23	3	25	14	42	9	32	3	22					
		6.72%	4.17%	4.36%	3.07%	9.80%	16.0%	3.78%	4.78%	6.26%	7.10%	4.91%	11.33%	4.32%	7.0%	10.32%	7.90%	11.79%	2.91%	5.63%	5.73%	17.72%	8.25%	6.92%	1.81%	14.47%					
