Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Клетская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130					
1	"Число избирателей, внесенных в список избирателей"	13994	766	162	437	408	131	258	537	141	312	151	155	883	232	768	63	2008	2176	358	170	594	56	135	815	68	64	161	695	190	139	961					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14326	750	167	442	430	131	269	546	146	315	150	174	922	268	777	76	2009	2191	367	174	615	59	145	826	71	66	163	719	199	143	1016					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6827	329	47	211	340	75	180	327	106	220	82	91	418	95	366	38	846	1023	114	92	304	38	44	330	43	48	97	328	97	72	426					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1003	55	49	70	19	13	19	23	4	6	0	6	53	50	76	9	78	84	20	10	18	0	51	82	6	7	0	32	12	23	128					
6	Число погашенных избирательных бюллетеней	6496	366	71	161	71	43	70	196	36	89	68	77	451	123	335	29	1085	1084	233	72	293	21	50	414	22	11	66	359	90	48	462					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1003	55	49	70	19	13	19	23	4	6	0	6	53	50	76	9	78	84	20	10	18	0	51	82	6	7	0	32	12	23	128					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6827	329	47	211	340	75	180	327	106	220	82	91	418	95	366	38	846	1023	114	92	304	38	44	330	43	48	97	328	97	72	426					
9	Число недействительных избирательных бюллетеней	74	3	1	6	0	0	4	1	1	0	0	0	2	0	8	1	9	16	3	0	3	1	1	5	0	0	0	2	0	0	7					
10	Число действительных избирательных бюллетеней	7756	381	95	275	359	88	195	349	109	226	82	97	469	145	434	46	915	1091	131	102	319	37	94	407	49	55	97	358	109	95	547					
