Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Клетская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994					
1	"Число избирателей, внесенных в списки избирателей"	13098	2054	1968	165	383	755	75	621	70	37	535	173	117	650	262	122	63	144	683	68	130	61	571	174	76	1013	461	296	143	134	130	645	195	124					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13961	2045	1932	160	370	830	88	674	78	66	841	164	109	680	260	140	70	150	806	69	144	83	650	170	80	1040	510	310	150	144	143	680	196	129					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7733	1006	979	107	188	402	53	362	49	37	534	106	41	470	201	85	50	123	379	53	103	48	355	62	35	499	318	223	91	100	101	398	101	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	826	59	76	4	16	83	0	20	0	0	0	12	31	42	6	18	0	12	82	0	0	6	45	58	20	149	12	5	0	0	1	33	23	13					
6	Число погашенных избирательных бюллетеней	5402	980	877	49	166	345	35	292	29	29	307	46	37	168	53	37	20	15	345	16	41	29	250	50	25	392	180	82	59	44	41	249	72	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	826	59	76	4	16	83	0	20	0	0	0	12	31	42	6	18	0	12	82	0	0	6	45	58	20	149	12	5	0	0	1	33	23	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7729	1006	979	107	188	402	53	358	49	37	534	106	41	470	201	85	50	123	379	53	103	48	355	62	35	499	318	223	91	100	101	398	101	74					
9	Число недействительных избирательных бюллетеней	51	9	5	1	2	1	0	0	0	0	9	0	1	4	0	0	2	0	3	0	0	0	1	0	0	3	5	1	3	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	8504	1056	1050	110	202	484	53	378	49	37	525	118	71	508	207	103	48	135	458	53	103	54	399	120	55	645	325	227	88	100	102	430	124	87					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	34	34	4	5	16	4	12	4	4	15	4	4	15	4	4	4	4	15	4	4	4	10	4	4	18	10	6	4	4	5	15	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	101	18	12	0	2	7	0	4	0	0	8	1	0	15	4	2	1	0	0	0	0	1	5	0	0	3	4	3	0	1	2	6	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	4	7	2	5	6	1	3	1	1	0	1	2	3	2	1	2	0	0	1	0	1	0	1	2	2	3	0	1	1	1	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	185	16	22	4	3	9	4	8	4	4	7	3	4	0	0	2	3	4	15	4	4	3	5	4	4	15	6	3	4	3	3	9	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	793	99	91	22	20	40	3	45	1	1	67	11	4	58	14	10	2	10	54	8	12	5	25	3	2	51	29	10	4	11	9	51	15	6					
		9.27%	9.30%	8.63%	19.82%	9.80%	8.25%	5.66%	11.90%	2.04%	2.70%	12.55%	9.32%	5.56%	11.33%	6.76%	9.71%	4.00%	7.41%	11.71%	15.09%	11.65%	9.26%	6.25%	2.50%	3.64%	7.87%	8.79%	4.39%	4.40%	11.00%	8.82%	11.83%	12.10%	6.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	7	6	0	2	1	0	1	0	1	6	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	0	3	1	0	0	2	0	0					
		0.43%	0.66%	0.57%	0.00%	0.98%	0.21%	0.00%	0.26%	0.00%	2.70%	1.12%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.15%	0.00%	1.32%	1.10%	0.00%	0.00%	0.46%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.08%	0.00%	0.00%	0.90%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.97%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1191	185	130	8	22	93	12	70	5	4	74	8	4	37	14	9	3	12	57	8	10	1	33	19	2	210	20	11	10	11	4	80	19	6					
		13.92%	17.37%	12.32%	7.21%	10.78%	19.18%	22.64%	18.52%	10.20%	10.81%	13.86%	6.78%	5.56%	7.23%	6.76%	8.74%	6.00%	8.89%	12.36%	15.09%	9.71%	1.85%	8.25%	15.83%	3.64%	32.41%	6.06%	4.82%	10.99%	11.00%	3.92%	18.56%	15.32%	6.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	1	5	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0					
		0.20%	0.09%	0.47%	0.00%	0.00%	0.21%	0.00%	0.26%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0					
		0.09%	0.19%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	710	86	76	22	11	41	2	34	6	2	38	14	8	61	23	13	1	9	36	3	8	4	18	6	4	63	26	9	4	18	14	34	12	4					
		8.30%	8.08%	7.20%	19.82%	5.39%	8.45%	3.77%	8.99%	12.24%	5.41%	7.12%	11.86%	11.11%	11.91%	11.11%	12.62%	2.00%	6.67%	7.81%	5.66%	7.77%	7.41%	4.50%	5.00%	7.27%	9.72%	7.88%	3.95%	4.40%	18.00%	13.73%	7.89%	9.68%	4.60%					
